type,basisOfRecord,institutionCode,collectionCode,catalogNumber,occurrenceRemarks,recordNumber,recordedBy,eventDate,year,month,day,country,stateProvince,municipality,locality,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,identifiedBy,dateIdentified,typeStatus,scientifname,kingdom,phylum,family,genus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,modified,occurrenceID_GBIF,rightsHolder
Collection,PreservedSpecimen,RB,RB,1185425,,550,R.A.F. Lima,19/01/2005,2005,1,19,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,NA,NA,-24.1666667,-47.9333333,,,,Psychotria suterella Müll.Arg.,Plantae,NA,RUBIACEAE,Psychotria,suterella,,specie,Müll.Arg.,17/10/2017,urn:catalog:RB:1185425,RB
Collection,PreservedSpecimen,RB,RB,1116811,Árvore no. 10702,508,A.R. Duarte,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,NA,NA,-24.1913889,-47.9247223,,,,Eugenia bunchosiifolia Nied.,Plantae,NA,MYRTACEAE,Eugenia,bunchosiifolia,,specie,Nied.,18/10/2017,urn:catalog:RB:1116811,RB
Collection,PreservedSpecimen,RB,RB,1116988,"Arvoreta 4m, botões florais brancos",2160,P.L.R. de Moraes,26/07/2000,2000,7,26,Brasil,São Paulo,Piracicaba,"Parque Estadual Carlos Botelho, Núcleo Sete Barras, Trilha da Figueira",NA,NA,-24.1925,-47.9169445,A.R. Duarte,31/07/2003,,Eugenia xiriricana Mattos,Plantae,NA,MYRTACEAE,Eugenia,xiriricana,,specie,Mattos,18/05/2016,urn:catalog:RB:1116988,RB
Collection,PreservedSpecimen,RB,RB,1215553,#,22,P.L.R. de Moraes,14/03/1990,1990,3,14,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. Trilha Taquara 13/4,NA,NA,NA,NA,R.R. Rodrigues,10/04/1993,,Maytenus robusta Reissek,Plantae,NA,CELASTRACEAE,Maytenus,robusta,,specie,Reissek,23/01/2017,urn:catalog:RB:1215553,RB
Collection,PreservedSpecimen,RB,RB,1343773,#,1078,P.L.R. de Moraes,30/11/1994,1994,11,30,Brasil,São Paulo,São Miguel Arcanjo,P.E. Carlos Botelho,NA,NA,NA,NA,A.A. Arantes,Jan-96,,Myrciaria floribunda (H.West ex Willd.) O.Berg,Plantae,NA,MYRTACEAE,Myrciaria,floribunda,,specie,(H.West ex Willd.) O.Berg,26/07/2017,urn:catalog:RB:1343773,RB
Collection,PreservedSpecimen,RB,RB,141117,"folhas na face ventral verde com bainha atropurpúrea, face dorsal verde levemente indumentada com bainha arroxeada; infl. com escapo vermelho com indumento, brácteas escapais caducas paleáceas; brácteas florais da base da infl. paleáceas, tornando-se róseas para o ápice da infl.; ovário róseo, corola rosea, pétalas azul-arroxeadas",15776,G. Martinelli,01/10/1999,1999,10,1,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,-24.0766667,-47.9438889,R.Romanini,07/06/2018,,Aechmea cylindrata Lindm.,Plantae,NA,BROMELIACEAE,Aechmea,cylindrata,,specie,Lindm.,13/06/2018,urn:catalog:RB:141117,RB
Collection,PreservedSpecimen,RB,RB,828365,Árvore ca. 15m de altura. Flores alvas,340,T.B. Flores,24/11/2009,2009,11,24,Brasil,São Paulo,Registro,Parque Carlos Botelho.,NA,NA,NA,NA,F.H. Muniz,18/06/2019,,Garcinia gardneriana (Planch. & Triana) Zappi,Plantae,NA,CLUSIACEAE,Garcinia,gardneriana,,specie,(Planch. & Triana) Zappi,25/06/2019,urn:catalog:RB:828365,RB
Collection,PreservedSpecimen,RB,RB,514971,"Epífita ou terrestre, ciófila; pecíolo verde, folhas na face ventral verde-escuras, face dorsal verde-clara brilhantes; pedúnculo verde-vinoso; espata vinosa-esverdeada; espiga jovem castanho-avermelhado",15800,G. Martinelli,01/10/1999,1999,10,1,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,Nadruz,15/01/2008,,Anthurium sellowianum Kunth,Plantae,NA,ARACEAE,Anthurium,sellowianum,,specie,Kunth,15/10/2017,urn:catalog:RB:514971,RB
Collection,PreservedSpecimen,RB,RB,131342,"Arvore de 10m, botões esbranquiçados",962,P L R Morais,,NA,NA,NA,Brasil,São Paulo,,"São Miguel Arcanjo, Parque Estadual de Carlos Botelho.",NA,NA,NA,NA,Pedro JR,22/06/1994,,Ocotea glaziovii Mez,Plantae,NA,LAURACEAE,Ocotea,glaziovii,,specie,Mez,22/07/2014,urn:catalog:RB:131342,RB
Collection,PreservedSpecimen,RB,RB,36434,"Flores róseas, folhas discolores.",3,C. Chamas,25/08/1985,1985,8,25,Brasil,São Paulo,Sete Barras,"Reserva Estadual ""Carlos Botelho"".",NA,NA,NA,NA,Denise M.Braz,09/03/2006,,Justicia carnea Lindl.,Plantae,NA,ACANTHACEAE,Justicia,carnea,,specie,Lindl.,31/03/2015,urn:catalog:RB:36434,RB
Collection,PreservedSpecimen,RB,RB,386990,"Árvore, ca. 8m. Material estéril.",959,P.L.R. Morais,23/04/1994,1994,4,23,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,Rubens L.G. Coelho,31/05/2010,,"Matayba obovata R. L. G. Coelho, V. C. Souza & Ferrucci",Plantae,NA,SAPINDACEAE,Matayba,obovata,,specie,"R. L. G. Coelho, V. C. Souza & Ferrucci",22/07/2014,urn:catalog:RB:386990,RB
Collection,PreservedSpecimen,RB,RB,309926,"Árvore ca. 15m alt., flores brancas, material caido no chão.",647,"Moraes, Pedro L.R. de",20/01/1992,1992,1,20,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,G.M. Barroso,1994,,Eugenia viridiflora Cambess.,Plantae,NA,MYRTACEAE,Eugenia,viridiflora,,specie,Cambess.,22/07/2014,urn:catalog:RB:309926,RB
Collection,PreservedSpecimen,RB,RB,307735,Arvoreta ca. 3m de alt.; frutos amarelos,791,P. Moraes,20/01/1993,1993,1,20,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,M. Sobral,2005,,Eugenia neoverrucosa Sobral,Plantae,NA,MYRTACEAE,Eugenia,neoverrucosa,,specie,Sobral,22/07/2014,urn:catalog:RB:307735,RB
Collection,PreservedSpecimen,RB,RB,425205,"Árvore ca. 10m alt., frutos verdes.",1196,Pedro L.R. de Moraes,02/03/1995,1995,3,2,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,Mario Gomes,28/04/1997,,Ixora gardneriana Benth.,Plantae,NA,RUBIACEAE,Ixora,gardneriana,,specie,Benth.,08/07/2014,urn:catalog:RB:425205,RB
Collection,PreservedSpecimen,RB,RB,303745,"Planta herbácea, inflorescência branca.",857,"Moraes, Pedro Luis Rodrigues",29/10/1993,1993,10,29,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,M. Carvalho-Silva,Feb-14,paratype,Piper setebarraense E.F.Guim. & L.H.P.Costa,Plantae,NA,PIPERACEAE,Piper,setebarraense,,specie,E.F.Guim. & L.H.P.Costa,18/01/2018,urn:catalog:RB:303745,RB
Collection,PreservedSpecimen,RB,RB,148552,,1086,Breier,14/05/2003,2003,5,14,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,Nadruz,,,Philodendron appendiculatum Nadruz & Mayo,Plantae,NA,ARACEAE,Philodendron,appendiculatum,,specie,Nadruz & Mayo,18/10/2017,urn:catalog:RB:148552,RB
Collection,PreservedSpecimen,RB,RB,1050888,Herbácea,944,P.L.R. de Moraes,,NA,NA,NA,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,,,,Celosia,Plantae,NA,AMARANTHACEAE,Celosia,,,genus,,01/07/2016,urn:catalog:RB:1050888,RB
Collection,PreservedSpecimen,RB,RB,298717,,1162,"Moraes, Pedro L.R.",19/01/1995,1995,1,19,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,,,,Peperomia,Plantae,NA,PIPERACEAE,Peperomia,,,genus,,08/07/2014,urn:catalog:RB:298717,RB
Collection,PreservedSpecimen,RB,RB,161540,"Arvoreta de ac. 5m. de alt. , estrada de seviço.",209,Pedro L.R. de Moraes,27/07/1990,1990,7,27,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,J.M.Fernandes,01/11/2010,,Inga lenticellata Benth.,Plantae,NA,LEGUMINOSAE,Inga,lenticellata,,specie,Benth.,08/07/2014,urn:catalog:RB:161540,RB
Collection,PreservedSpecimen,RB,RB,1185142,#,394,S.M. Gomes,20/04/2002,2002,4,20,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual de Carlos Botelho, Núcleo Sete Barras. Núcleo S.M. Arcanjo.",NA,NA,-24.0675,-47.9688889,T. Fontoura,03/05/2002,,Vriesea gamba F.J.Müll.,Plantae,NA,BROMELIACEAE,Vriesea,gamba,,specie,F.J.Müll.,13/10/2016,urn:catalog:RB:1185142,RB
Collection,PreservedSpecimen,RB,RB,704369,"Árvore, 13m. Frutos maduros verdes",6147,N.M. Ivanauskas,29/08/2006,2006,8,29,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual de Carlos Botelho(Datum SAD69, Zona 23K, 202479 e 7340811).",NA,NA,NA,NA,J.B. Baitello,Mar-11,,Ocotea nunesiana (Vattimo-Gil) J.B. Baitello,Plantae,NA,LAURACEAE,Ocotea,nunesiana,,specie,(Vattimo-Gil) J.B. Baitello,19/10/2017,urn:catalog:RB:704369,RB
Collection,PreservedSpecimen,RB,RB,701558,Folhas verdes em ambas as faces.Bainha castanha e escapo recoberto por brácteas vermelhas e ápice verde paleáceo. Flor com pétala lilás,15769,G. Martinelli,30/09/1999,1999,9,30,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual carlos Botelho, estrada entre Ibatinga e Sete Barros, SP139.",NA,NA,-24.2958333,-48.0152777,,,,Aechmea ornata Baker,Plantae,NA,BROMELIACEAE,Aechmea,ornata,,specie,Baker,19/10/2017,urn:catalog:RB:701558,RB
Collection,PreservedSpecimen,RB,RB,421279,"Arbusto, com ramos escandentes; folhas marcadamente discolores; flores com pedicelo verde, cálice verde claro, corola verde clara; filetes verde - amarelados, estilete  e estigma verdes",15796,G. Martinelli,,NA,NA,NA,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual Carlos Botelho, Mata Atlântica de Encosta.",NA,NA,NA,NA,,,,Brugmansia,Plantae,NA,SOLANACEAE,Brugmansia,,,genus,,19/10/2017,urn:catalog:RB:421279,RB
Collection,PreservedSpecimen,RB,RB,767017,Liana. Flores amarelas.,298,A.P. Savassi,22/04/2002,2002,4,22,Brasil,São Paulo,Sete Barras,"Parque Estadual de Carlos Botelho , Núcleo Sete Barras. Estrada Estadual São Miguel Arcanjo - Sete Barras (SP139). 3,5km acima do Núcleo Sete-Barras.",NA,NA,-24.1836111,-47.9263889,A. Berndt; R.T. Botrel; M. Giannotti; M.R.A. Muniz; S. Vieira; Udulutsch,,,Stigmaphyllon puberulum Griseb.,Plantae,NA,MALPIGHIACEAE,Stigmaphyllon,puberulum,,specie,Griseb.,19/10/2017,urn:catalog:RB:767017,RB
Collection,PreservedSpecimen,RB,RB,221906,"Arvoreta , sub-bosque, ca.3m alt., botões verdes.",1049,Pedro L.R. de Morães,06/09/1994,1994,9,6,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,A.L.Peixoto,1999,,Mollinedia schottiana (Spreng.) Perkins,Plantae,NA,MONIMIACEAE,Mollinedia,schottiana,,specie,(Spreng.) Perkins,22/07/2014,urn:catalog:RB:221906,RB
Collection,PreservedSpecimen,RB,RB,363785,"Arvoreta 4m altura, flores brancas.",19,A. C. Dias,08/11/1984,1984,11,8,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,Zappi,Feb-00,,Rudgea jasminoides (Cham.) Müll.Arg.,Plantae,NA,RUBIACEAE,Rudgea,jasminoides,,specie,(Cham.) Müll.Arg.,22/07/2014,urn:catalog:RB:363785,RB
Collection,PreservedSpecimen,RB,RB,811090,Árvore de 3m. Estames com extremidades superior vinho e base alva. Fruto imaturo verde maduro castanho,710,R. Farias,23/05/2002,2002,5,23,Brasil,São Paulo,Sete Barras,"Parque Estadual de Carlos Botelho, Núcleo Sete Barras. Trilha da figueira.",NA,NA,-24.0563889,-47.9930555,,,,Calliandra,Plantae,NA,LEGUMINOSAE,Calliandra,,,genus,,08/07/2014,urn:catalog:RB:811090,RB
Collection,PreservedSpecimen,RB,RB,939070,Árvore.,532,A.R. Duarte,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual Carlos Botelho.,NA,NA,-24.1913889,-47.9247223,,,,Myrcia spectabilis DC.,Plantae,NA,MYRTACEAE,Myrcia,spectabilis,,specie,DC.,18/10/2017,urn:catalog:RB:939070,RB
Collection,PreservedSpecimen,RB,RB,1188641,#,30283,V.C. Souza,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente- Parque Estadual de Carlos Botelho.,NA,NA,-24.1913889,-47.9247223,,,,Psychotria suterella Müll.Arg.,Plantae,NA,RUBIACEAE,Psychotria,suterella,,specie,Müll.Arg.,18/10/2017,urn:catalog:RB:1188641,RB
Collection,PreservedSpecimen,RB,RB,1169032,,35,Moraes,30/03/1990,1990,3,30,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho,NA,NA,NA,NA,C.Y. Kiyama,14/10/1996,,Prunus myrtifolia (L.) Urb.,Plantae,NA,ROSACEAE,Prunus,myrtifolia,,specie,(L.) Urb.,24/10/2017,urn:catalog:RB:1169032,RB
Collection,PreservedSpecimen,RB,RB,1134811,#,2319,P.L.R. de Moraes,19/12/2000,2000,12,19,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho,NA,NA,-24.0708334,-47.9616667,,,,Posoqueria,Plantae,NA,RUBIACEAE,Posoqueria,,,genus,,23/06/2016,urn:catalog:RB:1134811,RB
Collection,PreservedSpecimen,RB,RB,1314762,#,36,P.L.R. de Moraes,30/03/1990,1990,3,30,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho,NA,NA,NA,NA,P.L.R. de Moraes,1993,,Zollernia ilicifolia (Brongn.) Vogel,Plantae,NA,LEGUMINOSAE,Zollernia,ilicifolia,,specie,(Brongn.) Vogel,09/05/2017,urn:catalog:RB:1314762,RB
Collection,PreservedSpecimen,RB,RB,934179,"Arbusto de 1,8m. Frutos verdes.",247,A.P. Savassi,21/04/2002,2002,4,21,Brasil,São Paulo,Sete Barras,"Parque Estadual de Carlos Botelho, Núcleo Sete Barras. Estrada São Miguel Arcanjo - Sete Barras (SP139, Km69).",NA,NA,-24.1413889,-47.9941666,G. Barboza ,28/03/2019,,Aureliana wettsteiniana (Witasek) Hunz. & Barboza,Plantae,NA,SOLANACEAE,Aureliana,wettsteiniana,,specie,(Witasek) Hunz. & Barboza,05/04/2019,urn:catalog:RB:934179,RB
Collection,PreservedSpecimen,RB,RB,141116,"folhas na face ventral verde, face dorsal verde com indumento argênteo; frutos imaturos verde-avermelhados",15775,"Martinelli, G.",01/10/1999,1999,10,1,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,-24.0725,-47.9541667,R. Forzza,01/01/2003,,Aechmea gracilis Lindm.,Plantae,NA,BROMELIACEAE,Aechmea,gracilis,,specie,Lindm.,13/10/2017,urn:catalog:RB:141116,RB
Collection,PreservedSpecimen,RB,RB,180826,"Árvore, ca. 25m de altura, frutos cápsula, marrom-claro.",686,"Moraes, Pedro L. R. de",15/05/1992,1992,5,15,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,H. C. de Lima,Dec-94,,Ormosia minor Vogel,Plantae,NA,LEGUMINOSAE,Ormosia,minor,,specie,Vogel,08/07/2014,urn:catalog:RB:180826,RB
Collection,PreservedSpecimen,RB,RB,425199,"Árvore ca. 10m de altura., frutos verdes.",925,P.L.R. de Moraes,22/04/1994,1994,4,22,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,Mario Gomes,28/04/1997,,Ixora gardneriana Benth.,Plantae,NA,RUBIACEAE,Ixora,gardneriana,,specie,Benth.,08/07/2014,urn:catalog:RB:425199,RB
Collection,PreservedSpecimen,RB,RB,412908,,1086,Breier,14/05/2003,2003,5,14,Brasil,São Paulo,Sete Barras,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,Nadruz,,,Philodendron appendiculatum Nadruz & Mayo,Plantae,NA,ARACEAE,Philodendron,appendiculatum,,specie,Nadruz & Mayo,18/10/2017,urn:catalog:RB:412908,RB
Collection,PreservedSpecimen,RB,RB,840603,"Árvore ca. 10m de altura, cultivada, flor avermelhadas, fruto marrom-escuro, planta ornamental",,F. da S.N. Thomé,23/09/1992,1992,9,23,Brasil,São Paulo,Piracicaba,Av. Carlos Botelho.,NA,NA,NA,NA,F. de S.N. Thomé,1992,,Delonix,Plantae,NA,LEGUMINOSAE,Delonix,,,genus,,08/07/2014,urn:catalog:RB:840603,RB
Collection,PreservedSpecimen,RB,RB,141103,"Epífita, ciófila, frequente, folhas concolores com bainha alvacenta; infl. joven com escapo verde, brácteas escapais verdes, brácteas florais avermelhadas com ápice verde-amarelado; em cultivo no JBRJ.",15759,"Martinelli, G.",30/09/1999,1999,9,30,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual Carlos Botelho, estrada entre Ibatinga e Sete Barras, SP 139.",NA,NA,-24.0938889,-48.0025,G. Martinelli,Mar-04,,Vriesea carinata Wawra,Plantae,NA,BROMELIACEAE,Vriesea,carinata,,specie,Wawra,19/10/2017,urn:catalog:RB:141103,RB
Collection,PreservedSpecimen,RB,RB,703974,"árvore 5 m tronco liso, madeiro dura; flores brancas",74,A.C.Dias,02/04/1986,1986,4,2,Brasil,São Paulo,São Miguel Arcanjo,"Parque Estadual Carlos Botelho, em capoeiras.",NA,NA,NA,NA,R. Goldenberg,1999,,Miconia pusilliflora (DC.) Naudin,Plantae,NA,MELASTOMATACEAE,Miconia,pusilliflora,,specie,(DC.) Naudin,07/07/2014,urn:catalog:RB:703974,RB
Collection,PreservedSpecimen,RB,RB,714375,"Arbusto 3m altura, flores brancas",67,A.C. Dias,12/03/1986,1986,3,12,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,NA,NA,J.A. Pastore,03/05/1994,,Psychotria suterella Müll.Arg.,Plantae,NA,RUBIACEAE,Psychotria,suterella,,specie,Müll.Arg.,08/07/2014,urn:catalog:RB:714375,RB
Collection,PreservedSpecimen,RB,RB,840755,"Árvore 18m, flores brancas, frutos imaturos",2339,P.L.R. de Moraes,16/01/2001,2001,1,16,Brasil,São Paulo,Piracicaba,"Parque Estadual Carlos Botelho, Núcleo Sete Barras.",NA,NA,-24.1977777,-47.9308334,J.E. Nascimento-Jr,22/05/2014,,Clusia criuva ssp. parviflora Vesque,Plantae,NA,CLUSIACEAE,Clusia,criuva,parviflora,ssp.,Cambess.,08/07/2014,urn:catalog:RB:840755,RB
Collection,PreservedSpecimen,RB,RB,488738,"Terrestre em local úmido; pecíolos verdes levemente vinosos; lâminas discolores; nervura central avermelhada; inflorescência com pedúnculo verde na base e vermelho-escuro para o ápice; brácteas primárias vermelho-escuras; flores com ovário amarelo na base e verde para o ápice, tépalas verde-amarelas.",15798,G.Martinelli,01/10/1999,1999,10,1,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadula Carlos Botelho.,NA,NA,NA,NA,J.M.A. Braga,Jun-14,,Heliconia farinosa Raddi,Plantae,NA,HELICONIACEAE,Heliconia,farinosa,,specie,Raddi,15/10/2017,urn:catalog:RB:488738,RB
Collection,PreservedSpecimen,RB,RB,787488,Árvore nº 93 ( parcela PECN- outra numeração 187).,30197,V.C. Souza,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente- Parque Estadual de Carlos Botelho. Floresta ombrofila Submontana.,NA,NA,NA,NA,L.D. Meireles,Sep-14,,Myrceugenia myrcioides (Cambess.) O.Berg,Plantae,NA,MYRTACEAE,Myrceugenia,myrcioides,,specie,(Cambess.) O.Berg,18/10/2017,urn:catalog:RB:787488,RB
Collection,PreservedSpecimen,RB,RB,133428,"Árvore, ca. 10m, frutos verdes.",951,P L R Morais,23/04/1994,1994,4,23,Brasil,São Paulo,,São Miguel Arcanjo. Parque Estadual de Carlos Botelho.,NA,NA,NA,NA,Pedro L R de Moraes,22/06/1994,,Persea venosa Nees & Mart.,Plantae,NA,LAURACEAE,Persea,venosa,,specie,Nees & Mart.,22/07/2014,urn:catalog:RB:133428,RB
Collection,PreservedSpecimen,RB,RB,311036,,,Pedro Luiz Rodrigues de Moraes,,NA,NA,NA,Brasil,São Paulo,,"Parque Estadual Carlos Botelho sul do Estado. Áreas dos Mun. de São Miguel Arcanjo, Capão Bonito e Sete Barros; Serra de Paranapiacaba ao longo da chanada Escarpa Atlântica, com uma área de 37432,43 ha.",NA,NA,-24.7333333,-47.7666667,Graziela,2006,,Marlierea eugeniopsoides ( D.Legrand & Kausel) D.Legrand,Plantae,NA,MYRTACEAE,Marlierea,eugeniopsoides,,specie,( D.Legrand & Kausel) D.Legrand,17/10/2017,urn:catalog:RB:311036,RB
Collection,PreservedSpecimen,RB,RB,940229,"Subarbusto, 0,40-1,0m alt. Flores róseas, estames e gineceu vináceos.",488,P.H. Miyagi,15/02/1995,1995,2,15,Brasil,São Paulo,,"Município de Mamparra. Reserva Floresta Carlos Botelho, a 2km da ""sedinha"".",NA,NA,NA,NA,,,,LAMIACEAE,Plantae,NA,LAMIACEAE,,,,family,,05/01/2016,urn:catalog:RB:940229,RB
Collection,PreservedSpecimen,RB,RB,974980,"Liana, brácteas rosadas, flores rosa-avermelhadas",126,M.A. Rozza,21/01/2005,2005,1,21,Brasil,São Paulo,Sete Barras,"Parque Estadual Carlos Botelho, Serra da Macaca.",NA,NA,NA,NA,,,,Mendoncia velloziana Mart.,Plantae,NA,ACANTHACEAE,Mendoncia,velloziana,,specie,Mart.,25/06/2015,urn:catalog:RB:974980,RB
Collection,PreservedSpecimen,RB,RB,1183076,#,30304,V.C. Souza,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,NA,NA,-24.1913889,-47.9247223,,,,Rudgea recurva Müll.Arg.,Plantae,NA,RUBIACEAE,Rudgea,recurva,,specie,Müll.Arg.,18/10/2017,urn:catalog:RB:1183076,RB
Collection,PreservedSpecimen,RB,RB,1114305,Árvore no. 156 ( Parcela PECB- Outra numeração 231 ).,29352,V.C. Souza,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente- Parque Estadual de Carlos Botelho.,NA,NA,-24.1913889,-47.9247223,,,,Eugenia prasina O.Berg,Plantae,NA,MYRTACEAE,Eugenia,prasina,,specie,O.Berg,18/10/2017,urn:catalog:RB:1114305,RB
Collection,PreservedSpecimen,RB,RB,1116882,Árvore no; 330,29346,V.C. Souza,,NA,NA,NA,Brasil,São Paulo,Sete Barras,Parcela permanente - Parque Estadual de Carlos Botelho,NA,NA,-24.1913889,-47.9247223,,,,Marlierea suaveolens Cambess.,Plantae,NA,MYRTACEAE,Marlierea,suaveolens,,specie,Cambess.,17/10/2017,urn:catalog:RB:1116882,RB
Collection,PreservedSpecimen,RB,RB,1131530,#,1346,G.D. Colletta,13/04/2014,2014,4,13,Brasil,São Paulo,São Miguel Arcanjo,"P.E. Carlos Botelho, trilha da represa.",NA,NA,NA,NA,G.D. Colleta; M.A. Ferreira,2014,,Cordiera myrciifolia (K.Schum.) C.H.Perss. & Delprete,Plantae,NA,RUBIACEAE,Cordiera,myrciifolia,,specie,(K.Schum.) C.H.Perss. & Delprete,16/06/2016,urn:catalog:RB:1131530,RB
Collection,PreservedSpecimen,RB,RB,1216419,#,3635,J. Paula-Souza,08/11/2003,2003,11,8,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. Beira de estrada,NA,NA,NA,NA,J. Paula-Souza,Nov-03,,Anchietea pyrifolia (Mart.) G.Don,Plantae,NA,VIOLACEAE,Anchietea,pyrifolia,,specie,(Mart.) G.Don,24/01/2017,urn:catalog:RB:1216419,RB
Collection,PreservedSpecimen,RB,RB,1382841,#,4767,H.Lorenzi,24/03/2004,2004,3,24,Brasil,São Paulo,Sete Barras,Cerca de 8 km da cidade na estrada para o Parque Estadual de Carlos Botelho,NA,NA,-24.3491666,-47.9491666,L.G.Lohmann,03/09/2005,,Adenocalymma trifoliatum (Vell.) R.C.Laroche,Plantae,NA,BIGNONIACEAE,Adenocalymma,trifoliatum,,specie,(Vell.) R.C.Laroche,09/03/2018,urn:catalog:RB:1382841,RB
Collection,PreservedSpecimen,RB,RB,936281,,184,R.A.F. Lima,05/03/2005,2005,3,5,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual de Carlos Botelho.,NA,NA,-24.7333333,-47.7333333,Sandra Knapp ,2018,,Solanum melissarum Bohs,Plantae,NA,SOLANACEAE,Solanum,melissarum,,specie,Bohs,12/03/2018,urn:catalog:RB:936281,RB
Collection,PreservedSpecimen,RB,RB,1409206,#,3466,P.L.R. de Moraes,31/03/2012,2012,3,31,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho. ,NA,NA,NA,NA,M.Sobral,Jul-19,,Myrcia antonia (O.Berg) Mazine,Plantae,NA,MYRTACEAE,Myrcia,antonia,,specie,(O.Berg) Mazine,26/07/2019,urn:catalog:RB:1409206,RB
Collection,PreservedSpecimen,RB,RB,141113,"Epífita, ciófila à semi-ciófila, frequente, folhas com lâminas verde concolores e arroxeada na face interna, bainhas de verde a castanha; infl. com escapo vinoso; brácteas caducas de cor paleáceas; raque vinoso coberto por indumento argênteo-alvacento; ramos vinosos, brácteas primárias paleáceas; brácteas florais vermelhas; flores com sépalas róseas, pétalas azul-violáceo; anteras azul-violáceas, estigma idem; corola passada-nigrescente",15772,G. Martinelli,01/10/1999,1999,10,1,Brasil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho.,NA,NA,-24.0725,-47.9541667,M. G. Wanderley & G. M. Souza,01/12/1999,,Aechmea coelestis (K.Koch) E.Morren,Plantae,NA,BROMELIACEAE,Aechmea,coelestis,,specie,(K.Koch) E.Morren,13/10/2017,urn:catalog:RB:141113,RB
Collection,PreservedSpecimen,RB,RB,619740,,6887,G. T. Prance,31/01/1978,1978,1,31,Brasil,São Paulo,,"Reserva Carlos Botelho, entre S. Miguel Arcanjo e Sete Barras.",NA,NA,NA,NA,,,,Merostachys multiramea Hack.,Plantae,NA,POACEAE,Merostachys,multiramea,,specie,Hack.,18/10/2017,urn:catalog:RB:619740,RB
