source,tax,tax.rank,full.name1,tdwg.name,tax.kingdom
herbaria,Melastomataceae,family,Elvira Cotton,"Cotton, E.",plantae
herbaria,Cactaceae,family,Emerson Antonio Rocha,"Rocha, E.A.",plantae
rbh,Orchidaceae,family,Emerson Ricardo Pansarin,"Pansarin, E.R.",plantae
huh,Cactaceae,family,Emil Heese,"Heese, E.",plantae
huh,Arecaceae,family,Émile Deplanche,"Deplanche, E.",plantae
huh,Fabaceae,family,Emilio Agustin Ulibarri,Ulibarri,plantae
huh,Fabaceae,family,Emilio Agustin Ulibarri,"Ulibarri, E.",plantae
huh,Fabaceae,family,Emilio Agustin Ulibarri,"Ulibarri, E.A.",plantae
huh,Fabaceae,family,Emilio Agustin Ulibarri,"Ulibarri, E.A.",plantae
huh,Ericaceae,family,Emily L. Gillespie,"Gillespie, E.L.",plantae
huh,Orchidaceae,family,Emily S. Siegerist,"Siegerist, E.S.",plantae
huh,Poaceae,family,Emira Fanny Camacho de Torres,"Torres, E.F.C.",plantae
huh,Poaceae,family,Emira Fanny Camacho de Torres,"Torres, F.C.",plantae
huh,Poaceae,family,Emmet J. Judziewicz,"Judziewicz, E.",plantae
huh,Poaceae,family,Emmet J. Judziewicz,"Judziewicz, E.J.",plantae
huh,Poaceae,family,Emmet J. Judziewicz,"Judziewicz, E.J.",plantae
huh,Betulaceae,family,En-wei Ma,"En-Wei, M.",plantae
huh,Fagaceae,family,En-wei Ma,"En-Wei, M.",plantae
huh,Buddlejaceae,family,En De Liu,"Liu, E.",plantae
huh,Buddlejaceae,family,En De Liu,"Liu, E.",plantae
huh,Cucurbitaceae,family,En De Liu,"Liu, E.",plantae
huh,Cucurbitaceae,family,En De Liu,"Liu, E.",plantae
huh,Buddlejaceae,family,En De Liu,"Liu, E.D.",plantae
huh,Cucurbitaceae,family,En De Liu,"Liu, E.D.",plantae
huh,Cyperaceae,family,Encarnación Rosa Guaglianone,"Guaglianone, E.",plantae
huh,Liliaceae,family,Encarnación Rosa Guaglianone,"Guaglianone, E.",plantae
huh,Phytolaccaceae,family,Encarnación Rosa Guaglianone,"Guaglianone, E.",plantae
huh,Cyperaceae,family,Encarnación Rosa Guaglianone,"Guaglianone, E.R.",plantae
huh,Liliaceae,family,Encarnación Rosa Guaglianone,"Guaglianone, E.R.",plantae
huh,Phytolaccaceae,family,Encarnación Rosa Guaglianone,"Guaglianone, E.R.",plantae
rbh,Melastomataceae,family,Eneida Martins Miskalo,"Miskalo, E.M.",plantae
huh,Fagaceae,family,Engkik Soepadmo,"Soepadmo, E.",plantae
huh,Fagaceae,family,Engkik Soepadmo,"Soepadmo, E.",plantae
huh,Ulmaceae,family,Engkik Soepadmo,"Soepadmo, E.",plantae
huh,Ulmaceae,family,Engkik Soepadmo,"Soepadmo, E.",plantae
huh,Aristolochiaceae,family,Enio Nardi,"Nardi, E.",plantae
huh,Ranunculaceae,family,Enio Nardi,"Nardi, E.",plantae
huh,Boraginaceae,family,Enrico Sampaio Martins,"Martins, E.S.",plantae
huh,Rubiaceae,family,Enrico Sampaio Martins,"Martins, E.S.",plantae
huh,Connaraceae,family,Enrique Forero,Forero,plantae
huh,Mimosaceae,family,Enrique Forero,Forero,plantae
huh,Connaraceae,family,Enrique Forero,"Forero-Gonzalez, E.",plantae
huh,Mimosaceae,family,Enrique Forero,"Forero-Gonzalez, E.",plantae
huh,Connaraceae,family,Enrique Forero,"Forero, E.",plantae
huh,Connaraceae,family,Enrique Forero,"Forero, E.",plantae
huh,Connaraceae,family,Enrique Forero,"Forero, E.",plantae
huh,Connaraceae,family,Enrique Forero,"Forero, E.",plantae
huh,Mimosaceae,family,Enrique Forero,"Forero, E.",plantae
huh,Mimosaceae,family,Enrique Forero,"Forero, E.",plantae
huh,Mimosaceae,family,Enrique Forero,"Forero, E.",plantae
herbaria,Cupressaceae,family,Enrique Guízar Nolazco,E. Guizar N.,plantae
herbaria,Pinaceae,family,Enrique Guízar Nolazco,E. Guizar N.,plantae
herbaria,Cupressaceae,family,Enrique Guízar Nolazco,"Nolazco, E.G.",plantae
herbaria,Pinaceae,family,Enrique Guízar Nolazco,"Nolazco, E.G.",plantae
huh,Orchidaceae,family,Eric Alston Christenson,"Christenson, E.A.",plantae
aspt,Rosaceae,family,Eric Doucette,"Doucette, E.",plantae
aspt,Cleomaceae,family,Eric H. Roalson,"Roalson, E.H.",plantae
aspt,Cyperaceae,family,Eric H. Roalson,"Roalson, E.H.",plantae
aspt,Gesneriaceae,family,Eric H. Roalson,"Roalson, E.H.",plantae
huh,Orchidaceae,family,Eric Hagsater,"Hagsater, E.",plantae
huh,Orchidaceae,family,Eric Hagsater,"Hagsater, E.",plantae
huh,Orchidaceae,family,Eric Hagsater,"Hagsater, E.",plantae
huh,Orchidaceae,family,Eric Hagsater,"Hagsater, E.G.",plantae
aspt,Piperaceae,family,Eric J. Tepe,"Tepe, E.",plantae
aspt,Piperaceae,family,Eric J. Tepe,"Tepe, E.J.",plantae
aspt,Solanaceae,family,Eric J. Tepe,"Tepe, E.J.",plantae
aspt,Asteraceae,family,Eric Knox,"Knox, E.",plantae
aspt,Lobeliaceae,family,Eric Knox,"Knox, E.",plantae
rbh,Orchidaceae,family,Eric Smidt,"Smidt, E.",plantae
huh,Cactaceae,family,Erich Haugg,"Haugg, E.",plantae
huh,Cactaceae,family,Erich Haugg,"Haugg, E.",plantae
herbaria,Phyllanthaceae,family,Erika Ramos Martins,"Martins, E.R.",plantae
rbh,Piperaceae,family,Erika S. Medeiros,"Medeiros, E.S.",plantae
huh,Acanthaceae,family,Erin Anne Tripp,"Tripp, E.",plantae
huh,Acanthaceae,family,Erin Anne Tripp,"Tripp, E.",plantae
huh,Acanthaceae,family,Erin Anne Tripp,"Tripp, E.A.",plantae
huh,Acanthaceae,family,Erin Anne Tripp,"Tripp, E.A.",plantae
huh,Acanthaceae,family,Erin Anne Tripp,"Tripp, E.A.",plantae
rbh,Moraceae,family,Ernani Diaz,"Diaz, E.",plantae
huh,Ericaceae,family,Ernest Charles Nelson,"Nelson, E.C.",plantae
huh,Proteaceae,family,Ernest Charles Nelson,"Nelson, E.C.",plantae
huh,Rosaceae,family,Ernest Jesse Palmer,"Palmer, E.J.",plantae
huh,Apiaceae,family,Ernest Small,"Small, E.",plantae
huh,Cannabaceae,family,Ernest Small,"Small, E.",plantae
huh,Fabaceae,family,Ernest Small,"Small, E.",plantae
huh,Cactaceae,family,Ernst Holzeis,"Holzeis, E.",plantae
huh,Apiaceae,family,Erwin F. Evert,"Evert, E.F.",plantae
huh,Poaceae,family,Esezah K. Z. Kakudidi,"Kakudidi, E.K.Z.",plantae
huh,Rosaceae,family,Ethel Katherine Crum,"Crum, E.K.",plantae
huh,Rosaceae,family,Ethel Katherine Crum,"Crum, E.K.",plantae
huh,Cyperaceae,family,Ethirajalu Govindarajalu,"Govindarajalu, E.",plantae
huh,Cyperaceae,family,Ethirajalu Govindarajalu,"Govindarajalu, E.",plantae
huh,Cyperaceae,family,Étienne-Émile Desvaux,"Desvaux, E.",plantae
huh,Poaceae,family,Étienne-Émile Desvaux,"Desvaux, E.",plantae
huh,Fagaceae,family,Euphemia Cowan Barnett,"Barnett, E.C.",plantae
huh,Asteraceae,family,Eva Hedwig Ingeborg Potztal,"Potztal, E.",plantae
huh,Poaceae,family,Eva Hedwig Ingeborg Potztal,"Potztal, E.",plantae
huh,Asteraceae,family,Eva Hedwig Ingeborg Potztal,"Potztal, E.H.I.",plantae
huh,Asteraceae,family,Eva Hedwig Ingeborg Potztal,"Potztal, E.H.I.",plantae
huh,Poaceae,family,Eva Hedwig Ingeborg Potztal,"Potztal, E.H.I.",plantae
huh,Poaceae,family,Eva Hedwig Ingeborg Potztal,"Potztal, E.H.I.",plantae
huh,Gentianaceae,family,Eva Maria Filippa,"Filippa, E.",plantae
huh,Gentianaceae,family,Eva Maria Filippa,"Filippa, E.M.",plantae
huh,Gentianaceae,family,Eva Maria Filippa,"Filippa, E.M.",plantae
huh,Oleaceae,family,Eva Wallander,"Wallander, E.",plantae
rbh,Arecaceae,family,Evandro José Ferreira Linhares,"Linhares, E.J.F.",plantae
huh,Poaceae,family,Evangelina A. Sanchez,"Sanchez, E.",plantae
huh,Poaceae,family,Evangelina A. Sanchez,"Sanchez, E.A.",plantae
aspt,Oxalidaceae,family,Eve Emshwiller,"Emshwiller, E.",plantae
herbaria,Myrtaceae,family,Eve Lucas,Lucas,plantae
herbaria,Myrtaceae,family,Eve Lucas,"Lucas, E.",plantae
rbh,Orchidaceae,family,Evelyn Pereira Franken,"Franken, E.P.",plantae
huh,Fabaceae,family,Ezechias Paulo Heringer,"Heringer, E.P.",plantae
huh,Fabaceae,family,Ezechias Paulo Heringer,"Heringer, E.P.",plantae
huh,Fabaceae,family,Ezechias Paulo Heringer,"Heringer, E.P.",plantae
huh,Amaranthaceae,family,Ezechiel Jules Remy,"Remy, E.J.",plantae
huh,Asteraceae,family,Ezechiel Jules Remy,"Remy, E.J.",plantae
huh,Calyceraceae,family,Ezechiel Jules Remy,"Remy, E.J.",plantae
huh,Phytolaccaceae,family,Ezechiel Jules Remy,"Remy, E.J.",plantae
huh,Polygonaceae,family,Ezechiel Jules Remy,"Remy, E.J.",plantae
huh,Saxifragaceae,family,Ezechiel Jules Remy,"Remy, E.J.",plantae
huh,Solanaceae,family,Ezechiel Jules Remy,"Remy, E.J.",plantae
huh,Orchidaceae,family,F. A. Philbrick,"Philbrick, F.A.",plantae
huh,Cactaceae,family,F. Seitz,"Seitz, F.",plantae
huh,Amaryllidaceae,family,F. W. Meyer,"Meyer, F.",plantae
huh,Amaryllidaceae,family,F. W. Meyer,"Meyer, F.W.",plantae
huh,Amaryllidaceae,family,F. W. Meyer,"Meyer, F.W.",plantae
huh,Cactaceae,family,F. Weinberg,"Weinberg, F.",plantae
herbaria,Vochysiaceae,family,F.A. Stafleu,Stafleu,plantae
herbaria,Vochysiaceae,family,F.A. Stafleu,"Stafleu, F.",plantae
herbaria,Vochysiaceae,family,F.A. Stafleu,"Stafleu, F.A.",plantae
herbaria,Euphorbiaceae,family,F.S.T. Sweet,"Fst, S.",plantae
herbaria,Euphorbiaceae,family,F.S.T. Sweet,"Sweet, F.S.T.",plantae
huh,Lauraceae,family,Fa-nan Wei,"Wei, F.",plantae
huh,Myrtaceae,family,Fa-nan Wei,"Wei, F.",plantae
huh,Apiaceae,family,Fa-ting Pu,"Fa-Ting, P.",plantae
huh,Apiaceae,family,Fa-ting Pu,"Fa-Ting, P.",plantae
huh,Fagaceae,family,Fa-ting Pu,"Fa-Ting, P.",plantae
huh,Fagaceae,family,Fa-ting Pu,"Fa-Ting, P.",plantae
huh,Apiaceae,family,Fa-ting Pu,"Fading, P.",plantae
huh,Fagaceae,family,Fa-ting Pu,"Fading, P.",plantae
huh,Liliaceae,family,Fa-Tsuan Wang,"Wang, F.",plantae
huh,Orchidaceae,family,Fa-Tsuan Wang,"Wang, F.",plantae
huh,Melastomataceae,family,Fabián Armando Michelangeli,"Michelangeli, F.",plantae
huh,Melastomataceae,family,Fabián Armando Michelangeli,"Michelangeli, F.A.",plantae
huh,Cactaceae,family,Fabian Font,"Font, F.",plantae
herbaria,Fabaceae,family,Fabiana Luiza Ranzato Filardi,"Filardi, F.",plantae
herbaria,Fabaceae,family,Fabiana Luiza Ranzato Filardi,"Filardi, F.L.R.",plantae
rbh,Eriocaulaceae,family,Fabiane Nepomuceno da Costa,"Costa, F.N.",plantae
huh,Cyperaceae,family,Fabio A. Vitta,"Vitta, F.A.",plantae
huh,Cyperaceae,family,Fabio A. Vitta,"Vitta, F.A.",plantae
herbaria,Bignoniaceae,family,Fabio da Silva do Espírito Santo,"Espirito Santo, F.S.",plantae
herbaria,Bignoniaceae,family,Fabio da Silva do Espírito Santo,"Espirito Santo, F.S.",plantae
herbaria,Bignoniaceae,family,Fabio da Silva do Espírito Santo,"Espirito-Santo, F.S.",plantae
herbaria,Bignoniaceae,family,Fabio da Silva do Espírito Santo,"Espirito-Santos, F.S.",plantae
herbaria,Bignoniaceae,family,Fabio da Silva do Espírito Santo,"Esprito-Santo, F.S.",plantae
herbaria,Bignoniaceae,family,Fabio da Silva do Espírito Santo,"Santo, F.E.",plantae
herbaria,Bignoniaceae,family,Fabio da Silva do Espírito Santo,"Santo, F.S.E.",plantae
herbaria,Bignoniaceae,family,Fabio da Silva do Espírito Santo,"Santo, F.S.E.",plantae
huh,Orchidaceae,family,Fabio de Barros,"Barros, F.",plantae
huh,Orchidaceae,family,Fabio de Barros,"Barros, F.",plantae
cncflora_2018,Fabaceae,family,Fabio Kochanovski,"Kochanovski, F.",plantae
herbaria,Poaceae,family,Fabrício Moreira Ferreira,"Ferreira, F.M.",plantae
herbaria,Melastomataceae,family,Fabrício Schmitz Meyer,"Meyer, F.S.",plantae
wfoChecklistBank,Papaveraceae,family,Fabrizio Bartolucci,"Bartolucci, F.",plantae
huh,Theaceae,family,Fan-An Zeng,"Zeng, F.",plantae
huh,Orchidaceae,family,Fang-Yuan Liu,"Liu, F.",plantae
huh,Bixaceae,family,Fátima Mereles,"Mereles H., Maria Fatima",plantae
huh,Cyperaceae,family,Fátima Mereles,"Mereles H., Maria Fatima",plantae
huh,Marantaceae,family,Fátima Mereles,"Mereles H., Maria Fatima",plantae
huh,Mayacaceae,family,Fátima Mereles,"Mereles H., Maria Fatima",plantae
huh,Bixaceae,family,Fátima Mereles,"Mereles, F.",plantae
huh,Bixaceae,family,Fátima Mereles,"Mereles, F.",plantae
huh,Cyperaceae,family,Fátima Mereles,"Mereles, F.",plantae
huh,Cyperaceae,family,Fátima Mereles,"Mereles, F.",plantae
huh,Marantaceae,family,Fátima Mereles,"Mereles, F.",plantae
huh,Marantaceae,family,Fátima Mereles,"Mereles, F.",plantae
huh,Mayacaceae,family,Fátima Mereles,"Mereles, F.",plantae
huh,Mayacaceae,family,Fátima Mereles,"Mereles, F.",plantae
rbh,Verbenaceae,family,Fátima Regina Gonçalves Salimena,"Salimena, F.R.G.",plantae
https://es.wikipedia.org/wiki/Categor%C3%ADa:Bot%C3%A1nicos_de_Argentina,Bromeliaceae,family,Federico Bernardo Vervoorst,"Vervoorst, F.B.",plantae
herbaria,Quillajaceae,family,Federico Luebert,"Luebert, F.",plantae
huh,Boraginaceae,family,Federico Selvi,"Selvi, F.",plantae
huh,Boraginaceae,family,Federico Selvi,"Selvi, F.",plantae
huh,Lamiaceae,family,Fei Zhao,"Zhao, F.",plantae
huh,Apiaceae,family,Felipe Garcia-Martin,"Garcia-Martin, F.",plantae
huh,Apiaceae,family,Felipe Garcia-Martin,"Martin, F.G.",plantae
rbh,Hymenophyllaceae,family,Felipe Gonzatti,"Gonzatti, F.",plantae
aspt,Escalloniaceae,family,Felipe Zapata,"Zapata, F.",plantae
aspt,Fabaceae,family,Felix Forest,"Forest, F.",plantae
aspt,Hyacinthaceae,family,Felix Forest,"Forest, F.",plantae
aspt,Iridaceae,family,Felix Forest,"Forest, F.",plantae
aspt,Fagaceae,family,Felix Llamas,"Llamas, F.",plantae
aspt,Poaceae,family,Felix Llamas,"Llamas, F.",plantae
aspt,Salicaceae,family,Felix Llamas,"Llamas, F.",plantae
huh,Poaceae,family,Felix P. Rojas,"Felix, R.P.",plantae
huh,Poaceae,family,Felix P. Rojas,"Rojas, F.P.",plantae
huh,Asteraceae,family,Feng-hwai Chen,"Chen, F.",plantae
huh,Primulaceae,family,Feng-hwai Chen,"Chen, F.",plantae
huh,Brassicaceae,family,Fernand Jacquemoud,"Jacquemoud, F.",plantae
herbaria,Caricaceae,family,Fernanda Antunes Carvalho,Carvalho,plantae
rbh,Caricaceae,family,Fernanda Antunes Carvalho,"Carvalho, F.A.",plantae
herbaria,Calophyllaceae,family,Fernanda Nunes Cabral,Cabral,plantae
herbaria,Calophyllaceae,family,Fernanda Nunes Cabral,"Cabral, F.",plantae
herbaria,Calophyllaceae,family,Fernanda Nunes Cabral,"Cabral, F.N.",plantae
huh,Convolvulaceae,family,Fernanda Satori Petrongari,"Petrongari, F.S.",plantae
aspt,Fabaceae,family,Fernanda Schmidt Silveira,"Silveira, F.S.",plantae
herbaria,Lecythidaceae,family,Fernanda Silveira Catenacci,"Catenacci, F.",plantae
herbaria,Lecythidaceae,family,Fernanda Silveira Catenacci,"Catenacci, F.S.",plantae
aspt,Alstroemeriaceae,family,Fernando Alzate,"Alzate, F.",plantae
aspt,Alstroemeriaceae,family,Fernando Alzate,"Alzate, F.",plantae
rbh,Euphorbiaceae,family,Fernando Antonio Távora Galindo,"Galindo, F.A.T.",plantae
rbh,Poaceae,family,Fernando Antonio Távora Galindo,"Galindo, F.A.T.",plantae
rbh,Euphorbiaceae,family,Fernando Antonio Távora Galindo,"Gallindo, F.",plantae
huh,Poaceae,family,Fernando Omar Zuloaga,"Zuloaga, F.O.",plantae
https://es.wikipedia.org/wiki/Categor%C3%ADa:Bot%C3%A1nicos_de_Argentina,Poaceae,family,Fernando Omar Zuloaga,"Zuloaga, F.O.",plantae
rbh,Fabaceae,family,Fernando Santiago dos Santos,"Santos, F.S.",plantae
rbh,Orchidaceae,family,Fernando Souza Rocha,"Rocha, F.S.",plantae
huh,Poaceae,family,Fidel Antonio Roig,Roig,plantae
huh,Poaceae,family,Fidel Antonio Roig,"Roig, F.",plantae
huh,Poaceae,family,Fidel Antonio Roig,"Roig, F.A.",plantae
huh,Arecaceae,family,Finn Borchsenius,"Borchsenius, F.",plantae
huh,Arecaceae,family,Finn Borchsenius,"Borchsenius, F.",plantae
huh,Orchidaceae,family,Finn Nygaard Rasmussen,"Rasmussen, F.N.",plantae
rbh,Myrtaceae,family,Fiorella Fernanda Mazine-Capelo,"Mazine-Capelo, F.",plantae
herbaria,Icacinaceae,family,Fiorella Fernanda Mazine-Capelo,"Mazine-Capelo, F.F.",plantae
rbh,Myrtaceae,family,Fiorella Fernanda Mazine-Capelo,"Mazine-Capelo, F.F.",plantae
rbh,Myrtaceae,family,Fiorella Fernanda Mazine-Capelo,"Mazine, F.F.",plantae
rbh,Fabaceae,family,Flávia Cristina P. Garcia,"Garcia, F.C.P.",plantae
huh,Asteraceae,family,Flavia Fuchs de Jesus,"Jesus, F.F.",plantae
huh,Gesneriaceae,family,Flavia Fuchs de Jesus,"Jesus, F.F.",plantae
herbaria,Sterculiaceae,family,Flávia Ribeiro Cruz,"Cruz, F.R.",plantae
herbaria,Lamiaceae,family,Flávio França,"Frana?a, F.",plantae
rbh,Vochysiaceae,family,Flávio França,"Frana?a, F.",plantae
herbaria,Lamiaceae,family,Flávio França,"Franca, F.",plantae
rbh,Verbenaceae,family,Flávio França,"Franca, F.",plantae
rbh,Vochysiaceae,family,Flávio França,"Franca, F.",plantae
rbh,Lauraceae,family,Flávio Macedo Alves,"Alves, F.M.",plantae
huh,Arecaceae,family,Flemming Skov,"Skov, F.",plantae
huh,Arecaceae,family,Flemming Skov,"Skov, F.",plantae
huh,Poaceae,family,Floyd Alonzo McClure,"Mcclure, F.A.",plantae
huh,Poaceae,family,Floyd Alonzo McClure,"Mcclure, F.A.",plantae
huh,Fabaceae,family,Foon-Chew How,"How, F.",plantae
huh,Moraceae,family,Foon-Chew How,"How, F.",plantae
huh,Rubiaceae,family,Foon-Chew How,"How, F.",plantae
aspt,Isoetaceae,family,Forrest Freund,"Freund, F.",plantae
huh,Fabaceae,family,Franca Valsecchi,"Valsecchi, F.",plantae
huh,Asteraceae,family,Frances G. Davies,"Davies, F.G.",plantae
huh,Asteraceae,family,Francine Houle,"Houle, F.",plantae
huh,Ranunculaceae,family,Francis John Fulton Fisher,"Fisher, F.J.F.",plantae
huh,Arecaceae,family,Francis Kahn,"Kahn, F.",plantae
huh,Arecaceae,family,Francis Kahn,"Kahn, F.",plantae
huh,Poaceae,family,Francis Ramaley,"Ramaley, F.",plantae
huh,Poaceae,family,Francis Ramaley,"Ramaley, F.",plantae
huh,Nyctaginaceae,family,Francis Raymond Fosberg,"Fosberg, F.R.",plantae
huh,Nyctaginaceae,family,Francis Raymond Fosberg,"Fosberg, F.R.",plantae
huh,Rubiaceae,family,Francis Raymond Fosberg,"Fosberg, F.R.",plantae
huh,Rubiaceae,family,Francis Raymond Fosberg,"Fosberg, F.R.",plantae
huh,Ebenaceae,family,Francis S. P. Ng,"Francis, S.P.N.",plantae
huh,Sapotaceae,family,Francis S. P. Ng,"Francis, S.P.N.",plantae
huh,Scrophulariaceae,family,Francis Whittier Pennell,"Pennell, F.W.",plantae
huh,Scrophulariaceae,family,Francis Whittier Pennell,"Pennell, F.W.",plantae
huh,Scrophulariaceae,family,Francis Whittier Pennell,"Pennell, F.W.",plantae
huh,Scrophularicaceae,family,Francis Whittier Pennell,"Pennell, F.W.",plantae
huh,Scrophularicaceae,family,Francis Whittier Pennell,"Pennell, F.W.",plantae
huh,Scrophularicaceae,family,Francis Whittier Pennell,"Pennell, F.W.",plantae
herbaria,Salicaceae,family,FRANCISCO ÁLVARO ALMEIDA NEPOMUCENO,"Nepomuceno, F.A.A.",plantae
rbh,Thelypteridaceae,family,Francisco de Paula Athayde Filho,"Athayde Filho, F.P.",plantae
huh,Orchidaceae,family,Francisco Eduardo Laport de Miranda,"De Miranda, F.E.L.",plantae
huh,Orchidaceae,family,Francisco Eduardo Laport de Miranda,"Miranda, F.E.L.",plantae
huh,Orchidaceae,family,Francisco Eduardo Laport de Miranda,"Miranda, F.E.L.",plantae
herbaria,Lauraceae,family,Francisco G. Lorea-Hernández,F. Lorea H.,plantae
herbaria,Lauraceae,family,Francisco G. Lorea-Hernández,Lorea-Hernandez,plantae
huh,Rubiaceae,family,Francisco G. Lorea-Hernández,"Lorea-Hernandez, F.",plantae
herbaria,Lauraceae,family,Francisco G. Lorea-Hernández,"Lorea-Hernandez, F.G.",plantae
huh,Rubiaceae,family,Francisco G. Lorea-Hernández,"Lorea-Hernandez, F.G.",plantae
huh,Rubiaceae,family,Francisco G. Lorea-Hernández,"Lorea-Hernandez, F.G.",plantae
herbaria,Lauraceae,family,Francisco G. Lorea-Hernández,"Lorea, F.",plantae
huh,Rubiaceae,family,Francisco G. Lorea-Hernández,"Lorea, F.",plantae
herbaria,Lauraceae,family,Francisco G. Lorea-Hernández,"Lorea, F.G.",plantae
herbaria,Loranthaceae,family,Francisco J. Roldán,Roldan F.,plantae
herbaria,Euphorbiaceae,family,Francisco Javier Fernandez Casas,"Casas, F.",plantae
herbaria,Loganiaceae,family,Francisco Javier Fernandez Casas,"Casas, F.",plantae
herbaria,Euphorbiaceae,family,Francisco Javier Fernandez Casas,"Casas, F.J.F.",plantae
herbaria,Loganiaceae,family,Francisco Javier Fernandez Casas,"Casas, F.J.F.",plantae
herbaria,Euphorbiaceae,family,Francisco Javier Fernandez Casas,"Casas, J.F.",plantae
herbaria,Loganiaceae,family,Francisco Javier Fernandez Casas,"Casas, J.F.",plantae
huh,Asteraceae,family,Francisco Marquez Garcia,"Garcia, F.M.",plantae
herbaria,Nyctaginaceae,family,Francisco Silva de Souza,"Souza, F.S.",plantae
rbh,Euphorbiaceae,family,Francisco Soares Santos Filho,"Santos Filho, F.S.",plantae
huh,Connaraceae,family,Franciscus Jozef Breteler,"Breteler, F.",plantae
huh,Dichapetalaceae,family,Franciscus Jozef Breteler,"Breteler, F.",plantae
huh,Connaraceae,family,Franciscus Jozef Breteler,"Breteler, F.J.",plantae
huh,Connaraceae,family,Franciscus Jozef Breteler,"Breteler, F.J.",plantae
huh,Dichapetalaceae,family,Franciscus Jozef Breteler,"Breteler, F.J.",plantae
huh,Dichapetalaceae,family,Franciscus Jozef Breteler,"Breteler, F.J.",plantae
herbaria,Fabaceae,family,Francismeire Bonadeu,"Bonadeu, F.",plantae
herbaria,Fabaceae,family,Francismeire Bonadeu,"BONADEU, F.",plantae
huh,Orchidaceae,family,Franco Pupulin,"Pupulin, F.",plantae
huh,Brassicaceae,family,Francois Marius Barneoud,"Barneoud, F.M.",plantae
huh,Geraniaceae,family,Francois Marius Barneoud,"Barneoud, F.M.",plantae
huh,Myrtaceae,family,Francois Marius Barneoud,"Barneoud, F.M.",plantae
huh,Oxalidaceae,family,Francois Marius Barneoud,"Barneoud, F.M.",plantae
huh,Portulacaceae,family,Francois Marius Barneoud,"Barneoud, F.M.",plantae
huh,Tropaeolaceae,family,Francois Marius Barneoud,"Barneoud, F.M.",plantae
huh,Vivianiaceae,family,Francois Marius Barneoud,"Barneoud, F.M.",plantae
huh,Fabaceae,family,Frank Ainley Bisby,"Bisby, F.A.",plantae
huh,Melastomataceae,family,Frank Almeda,Almeda,plantae
huh,Melastomataceae,family,Frank Almeda,"Almeda, F.",plantae
huh,Symplocaceae,family,Frank Almeda,"Almeda, F.",plantae
huh,Onagraceae,family,Frank Charles Vasek,"Vasek, F.C.",plantae
aspt,Fabaceae,family,Frank Farruggia,"Farruggia, F.",plantae
aspt,Solanaceae,family,Frank Farruggia,"Farruggia, F.",plantae
aspt,Solanaceae,family,Frank Farruggia,"Farruggia, F.T.",plantae
huh,Asteraceae,family,Frank Fusiak,"Fusiak, F.",plantae
huh,Asteraceae,family,Frank H. Hellwig,"Hellwig, F.H.",plantae
huh,Onagraceae,family,Frank Harlan Lewis,"Lewis, F.H.",plantae
huh,Onagraceae,family,Frank Harlan Lewis,"Lewis, F.H.",plantae
huh,Onagraceae,family,Frank Harlan Lewis,"Lewis, H.",plantae
aspt,Euphorbiaceae,family,Frank R. Blattner,"Blattner, F.R.",plantae
aspt,Iridaceae,family,Frank R. Blattner,"Blattner, F.R.",plantae
aspt,Poaceae,family,Frank R. Blattner,"Blattner, F.R.",plantae
huh,Asteraceae,family,Frank Theodore McFarland,"Macfarland, F.T.",plantae
huh,Asteraceae,family,Frank Theodore McFarland,"Macfarland, T.F.",plantae
huh,Asteraceae,family,Frank Theodore McFarland,"Mcfarland, F.T.",plantae
huh,Asteraceae,family,Frank Theodore McFarland,"Mcfarland, F.T.",plantae
huh,Asteraceae,family,Frank Theodore McFarland,"Mcfarland, F.T.",plantae
huh,Poaceae,family,Frank Walton Gould,"Gould, F.W.",plantae
huh,Poaceae,family,Frank Walton Gould,"Gould, F.W.",plantae
huh,Poaceae,family,Frank Walton Gould,"Gould, F.W.",plantae
huh,Ebenaceae,family,Frank White,"White, F.",plantae
huh,Meliaceae,family,Frank White,"White, F.",plantae
huh,Asteraceae,family,Franz-Georg Dunkel,"Dunkel, F.",plantae
huh,Asteraceae,family,Franz-Georg Dunkel,"Dunkel, F.",plantae
huh,Asteraceae,family,Franz-Georg Dunkel,"Dunkel, F.G.",plantae
huh,Bromeliaceae,family,Franz-Joseph Hase,"Hase, F.",plantae
huh,Bromeliaceae,family,Franz-Joseph Hase,"Hase, F.",plantae
huh,Alismataceae,family,Franz Georg Philipp Buchenau,"Buchenau, F.G.P.",plantae
huh,Juncaginaceae,family,Franz Georg Philipp Buchenau,"Buchenau, F.G.P.",plantae
huh,Rosaceae,family,Franz Joseph Spribille,"Spribille, F.J.",plantae
huh,Poaceae,family,Franz Julius Ferdinand Meyen,"Meyen, F.J.F.",plantae
huh,Lentibulariaceae,family,Franz Speta,"Speta, F.",plantae
huh,Liliaceae,family,Franz Speta,"Speta, F.",plantae
huh,Scrophulariaceae,family,Franz Speta,"Speta, F.",plantae
huh,Fabaceae,family,Franz Xaver Krendl,"Krendl, F.X.",plantae
huh,Rubiaceae,family,Franz Xaver Krendl,"Krendl, F.X.",plantae
huh,Cactaceae,family,Fred H. Brandt,"Brandt, F.H.",plantae
herbaria,Magnoliopsida,class,Fred R. Barrie,"Barrie, F.",plantae
aspt,Myrtaceae,family,Fred R. Barrie,"Barrie, F.",plantae
aspt,Valerianaceae,family,Fred R. Barrie,"Barrie, F.",plantae
herbaria,Magnoliopsida,class,Fred R. Barrie,"Barrie, F.R.",plantae
