source,tax,tax.rank,full.name1,tdwg.name,tax.kingdom
aspt,Myrtaceae,family,Fred R. Barrie,"Barrie, F.R.",plantae
aspt,Valerianaceae,family,Fred R. Barrie,"Barrie, F.R.",plantae
huh,Asteraceae,family,Fred Russell Ganders,"Ganders, F.R.",plantae
huh,Cactaceae,family,Fred W. Brandt,"Brandt, F.W.",plantae
huh,Arecaceae,family,Fred Walter Stauffer,"Stauffer, F.",plantae
huh,Arecaceae,family,Fred Walter Stauffer,"Stauffer, F.W.",plantae
huh,Arecaceae,family,Fred Walter Stauffer,"Stauffer, F.W.",plantae
huh,Rubiaceae,family,Frederic Achille,"Achille, F.",plantae
huh,Cactaceae,family,Frederic Albert Constantin Weber,"Weber, F.A.C.",plantae
huh,Winteraceae,family,Frederick Bruce Sampson,"Sampson, F.B.",plantae
huh,Arecaceae,family,Frederick Burt Essig,"Essig, F.B.",plantae
huh,Arecaceae,family,Frederick Burt Essig,"Essig, F.B.",plantae
huh,Ranunculaceae,family,Frederick Burt Essig,"Essig, F.B.",plantae
huh,Ranunculaceae,family,Frederick Burt Essig,"Essig, F.B.",plantae
huh,Orchidaceae,family,Frederick W. Case,"Case, F.W.",plantae
huh,Orchidaceae,family,Frederick W. Case,"Case, F.W.",plantae
huh,Cycadaceae,family,Frederick William Moore,"Moore, F.W.",plantae
huh,Cycadaceae,family,Frederick William Moore,"Moore, F.W.",plantae
huh,Orchidaceae,family,Frederick William Moore,"Moore, F.W.",plantae
huh,Orchidaceae,family,Frederick William Moore,"Moore, F.W.",plantae
huh,Cycadaceae,family,Frederick William Moore,Sir Moore,plantae
huh,Orchidaceae,family,Frederick William Moore,Sir Moore,plantae
huh,Orchidaceae,family,Frederico Halbinger,"Halbinger, F.",plantae
huh,Sapindaceae,family,Fredericus Arnoldus Constantin Basil Adema,"Adema, F.",plantae
huh,Sapindaceae,family,Fredericus Arnoldus Constantin Basil Adema,"Adema, F.A.C.B.",plantae
aspt,Orchidaceae,family,Fredy Archila Morales,"Morales, F.A.",plantae
https://es.wikipedia.org/wiki/Categor%C3%ADa:Bot%C3%A1nicos_de_Argentina,Asteraceae,family,Frida C. Gaspar,"Gaspar, F.C.",plantae
huh,Orchidaceae,family,Friedhelm Reinhold Butzin,"Butzin, F.R.",plantae
huh,Poaceae,family,Friedhelm Reinhold Butzin,"Butzin, F.R.",plantae
huh,Cactaceae,family,Friedrich Boedeker,"Bodeker, F.",plantae
huh,Cactaceae,family,Friedrich Boedeker,"Boedecker, F.",plantae
huh,Cactaceae,family,Friedrich Boedeker,"Boedeker, F.",plantae
huh,Cactaceae,family,Friedrich Boedeker,"Boedeker, F.",plantae
huh,Cactaceae,family,Friedrich Boedeker,"Boedeker, F.",plantae
huh,Annonaceae,family,Friedrich Ehrendorfer,"Ehrendorfer, F.",plantae
huh,Asteraceae,family,Friedrich Ehrendorfer,"Ehrendorfer, F.",plantae
huh,Dipsacaceae,family,Friedrich Ehrendorfer,"Ehrendorfer, F.",plantae
huh,Rubiaceae,family,Friedrich Ehrendorfer,"Ehrendorfer, F.",plantae
huh,Rutaceae,family,Friedrich Ehrendorfer,"Ehrendorfer, F.",plantae
huh,Scrophulariaceae,family,Friedrich Ehrendorfer,"Ehrendorfer, F.",plantae
huh,Cactaceae,family,Friedrich Karl Johann Vaupel,"Vaupel, F.K.J.",plantae
huh,Brassicaceae,family,Friedrich Karl Meyer,"Meyer, F.K.",plantae
huh,Malpighiaceae,family,Friedrich Karl Meyer,"Meyer, F.K.",plantae
huh,Primulaceae,family,Friedrich Karl Meyer,"Meyer, F.K.",plantae
huh,Cactaceae,family,Friedrich Katterman,"Katterman, F.",plantae
herbaria,Apocynaceae,family,Friedrich Markgraf,Markgraf,plantae
herbaria,Apocynaceae,family,Friedrich Markgraf,"Markgraf, F.",plantae
huh,Cactaceae,family,Friedrich Ritter,Fr,plantae
huh,Cactaceae,family,Friedrich Ritter,"Ritter, F.",plantae
huh,Cactaceae,family,Friedrich Ritter,"Ritter, F.",plantae
huh,Asteraceae,family,Friedrich Wilhelm Klatt,"Klatt, F.W.",plantae
huh,Gramineae,family,Friedrich Wilhelm Klatt,"Klatt, F.W.",plantae
huh,Iridaceae,family,Friedrich Wilhelm Klatt,"Klatt, F.W.",plantae
huh,Primulaceae,family,Friedrich Wilhelm Klatt,"Klatt, F.W.",plantae
huh,Orchidaceae,family,Fritz Hamer,"Hamer, F.",plantae
huh,Cactaceae,family,Fritz Hochstatter,"Hochstatter, F.",plantae
huh,Cactaceae,family,Fritz Schwarz,"Schwarz, F.",plantae
huh,Araceae,family,Fuhua Bian,"Bian, F.",plantae
huh,Brassicaceae,family,G. Baillargeon,"Baillargeon, G.",plantae
herbaria,Aquifoliaceae,family,G. Barriera,"Barriera, G.",plantae
herbaria,Aquifoliaceae,family,G. Edwin,"Edwin, G.",plantae
huh,Poaceae,family,G. G. Potdar,"Potdar, G.G.",plantae
flora_neotropica,Siparunaceae,family,G. Hausner,"Hausner, G.",plantae
huh,Cactaceae,family,G. J. Swales,"Swales, G.J.",plantae
huh,Fabaceae,family,G. P. Yakovlev,"Yakovlev, G.P.",plantae
huh,Caprifoliaceae,family,G. S. Giri,"Giri, G.S.",plantae
huh,Melastomataceae,family,G. S. Giri,"Giri, G.S.",plantae
huh,Myrsinaceae,family,G. S. Giri,"Giri, G.S.",plantae
huh,Pittosporaceae,family,G. S. Giri,"Giri, G.S.",plantae
huh,Turneraceae,family,G. S. Giri,"Giri, G.S.",plantae
huh,Solanaceae,family,G. Sengupta,"Gupta, G.S.",plantae
huh,Solanaceae,family,G. Sengupta,"Sengupta, G.",plantae
huh,Rubiaceae,family,G. T. Jane,"Jane, G.T.",plantae
huh,Potamogetonaceae,family,G. Wiegleb,"Wiegleb, G.",plantae
huh,Ranunculaceae,family,G. Wiegleb,"Wiegleb, G.",plantae
huh,Asteraceae,family,G. Yu. Konechnaya,"Konechnaya, G.Y.",plantae
huh,Solanaceae,family,Gabriel Bernardello,Bernardello,plantae
huh,Solanaceae,family,Gabriel Bernardello,"Bernardello, G.",plantae
huh,Solanaceae,family,Gabriel Bernardello,"Bernardello, G.",plantae
huh,Solanaceae,family,Gabriel Bernardello,"Bernardello, L.M.",plantae
herbaria,Piperaceae,family,Gabriel Dalla Colletta,"Colletta, G.D.",plantae
huh,Poaceae,family,Gabriel Hugo Rua,"Rua, G.H.",plantae
huh,Fabaceae,family,Gael J. Campbell-Young,"Campbell-Young, G.J.",plantae
huh,Orchidaceae,family,Galfried Clement Keyworth Dunsterville,"Dunsterville, G.",plantae
huh,Orchidaceae,family,Galfried Clement Keyworth Dunsterville,"Dunsterville, G.C.K.",plantae
huh,Asteraceae,family,Gamal El-Ghazaly,"El-Ghazaly, G.",plantae
huh,Bromeliaceae,family,Ganapathy Subramaniam & Gilmartin Varadarajan,"Varadarajan, G.S.",plantae
huh,Bromeliaceae,family,Ganapathy Subramaniam Varadarajan,"Varadarajan, G.S.",plantae
huh,Bromeliaceae,family,Ganapathy Subramaniam Varadarajan,"Varadarajan, G.S.",plantae
huh,Bromeliaceae,family,Ganapathy Subramaniam Varadarajan,"Varadarajan, G.S.",plantae
rbh,Bromeliaceae,family,Gardene Maria de Sousa,"Sousa, G.M.",plantae
aspt,Magnoliopsida,class,Garrett Billings,"Billings, G.",plantae
huh,Caryophyllaceae,family,Garrett Eugene Crow,"Crow, G.E.",plantae
huh,Cycadaceae,family,Garrie Paul Landry,"Landry, G.P.",plantae
huh,Pinaceae,family,Garth P. Holman,"Holman, G.P.",plantae
huh,Ericaceae,family,Gary D. Wallace,"Wallace, G.D.",plantae
huh,Pyrolaceae,family,Gary D. Wallace,"Wallace, G.D.",plantae
huh,Asteraceae,family,Gary Innes Baird,"Baird, G.I.",plantae
huh,Euphorbiaceae,family,Gary John Breckon,"Breckon, G.J.",plantae
huh,Euphorbiaceae,family,Gary John Breckon,"Breckon, G.J.",plantae
huh,Zamiaceae,family,Gary John Breckon,"Breckon, G.J.",plantae
huh,Zamiaceae,family,Gary John Breckon,"Breckon, G.J.",plantae
huh,Moraceae,family,Gautam Kumar Upadhyay,"Upadhyay, G.K.",plantae
huh,Boraginaceae,family,Ge-lin(g) Chu,"Chu, G.",plantae
huh,Chenopodiaceae,family,Ge-lin(g) Chu,"Chu, G.",plantae
herbaria,Marcgraviaceae,family,Geisa Lauro Ferreira,"Ferreira, G.L.",plantae
gbif_GSG,Lamiaceae,family,Gemma Louise Candace Bramley,"Bramley, G.",plantae
huh,Lamiaceae,family,Gemma Louise Candace Bramley,"Bramley, G.L.C.",plantae
huh,Lamiaceae,family,Gen Murata,"Gen Murata, N.",plantae
huh,Lamiaceae,family,Gen Murata,Murata,plantae
huh,Lamiaceae,family,Gen Murata,"Murata, G.",plantae
huh,Lamiaceae,family,Gen Murata,"Murata, G.",plantae
huh,Lamiaceae,family,Gen Murata,"Murata, G.",plantae
huh,Lamiaceae,family,Gen Murata,"Murata, G.",plantae
huh,Lamiaceae,family,Gen Murata,"Murata, G.",plantae
huh,Lamiaceae,family,Gen Murata,"Nakai, G.",plantae
huh,Lamiaceae,family,Gen Nakai,"Gen Nakai, G.M.",plantae
huh,Lamiaceae,family,Gen Nakai,"Nakai, G.",plantae
huh,Asteraceae,family,Gene Stanley Van Horn,"Horn, G.S.V.",plantae
huh,Ranunculaceae,family,Gene Stanley Van Horn,"Horn, G.S.V.",plantae
aspt,Rosaceae,family,Genevieve J. Kline,"Kline, G.J.",plantae
huh,Sapindaceae,family,Genise Vieira Somner,"Sommer, G.V.",plantae
huh,Sapindaceae,family,Genise Vieira Somner,"Somner, G.",plantae
huh,Sapindaceae,family,Genise Vieira Somner,"Somner, G.V.",plantae
huh,Sapindaceae,family,Genise Vieira Somner,"Somner, G.V.",plantae
huh,Euphorbiaceae,family,Geoffrey A. Levin,"Levin, G.",plantae
herbaria,Putranjivaceae,family,Geoffrey A. Levin,"Levin, G.",plantae
huh,Euphorbiaceae,family,Geoffrey A. Levin,"Levin, G.A.",plantae
herbaria,Putranjivaceae,family,Geoffrey A. Levin,"Levin, G.A.",plantae
huh,Cyperaceae,family,George A. Swan,"Swan, G.A.",plantae
herbaria,Piperaceae,family,George Azevedo de Queiroz,"Queiroz, G.A.",plantae
herbaria,Annonaceae,family,George E. Schatz,"Schatz, G.",plantae
herbaria,Annonaceae,family,George E. Schatz,"Schatz, G.E.",plantae
herbaria,Ebenaceae,family,George E. Schatz,"Schatz, G.E.",plantae
huh,Cactaceae,family,George Edmund Lindsay,"Lindsay, G.E.",plantae
huh,Nyctaginaceae,family,George Edmund Pilz,"Pilz, G.",plantae
huh,Sapotaceae,family,George Edmund Pilz,"Pilz, G.",plantae
huh,Nyctaginaceae,family,George Edmund Pilz,"Pilz, G.E.",plantae
huh,Sapotaceae,family,George Edmund Pilz,"Pilz, G.E.",plantae
huh,Ericaceae,family,George Frederic Hrusa,"Hrusa, F.",plantae
huh,Ericaceae,family,George Frederic Hrusa,"Hrusa, G.F.",plantae
huh,Ericaceae,family,George Frederic Hrusa,"Hrusa, G.F.",plantae
huh,Ericaceae,family,George Frederic Hrusa,"Hrusa, G.F.",plantae
huh,Orchidaceae,family,George Friedrich Schnittspahn,"Schnittspahn, G.F.",plantae
huh,Euphorbiaceae,family,George Jeya Jothi,"Jothi, G.J.",plantae
huh,Campanulaceae,family,George John Shepherd,"Shepherd, G.J.",plantae
huh,Cyperaceae,family,George John Shepherd,"Shepherd, G.J.",plantae
huh,Leguminosae,family,George John Shepherd,"Shepherd, G.J.",plantae
huh,Melastomataceae,family,George John Shepherd,"Shepherd, G.J.",plantae
huh,Onagraceae,family,George John Shepherd,"Shepherd, G.J.",plantae
huh,Solanaceae,family,George John Shepherd,"Shepherd, G.J.",plantae
flora_neotropica,Rubiaceae,family,George King Rogers,"Rogers, G.",plantae
flora_neotropica,Rubiaceae,family,George King Rogers,"Rogers, G.K.",plantae
huh,Poaceae,family,George Lyle Church,"Church, G.L.",plantae
huh,Apocynaceae,family,George Mendoza,"Mendoza, G.",plantae
huh,Ericaceae,family,George Minor Diggs,"Diggs Junior, G.M.",plantae
huh,Ericaceae,family,George Minor Diggs,"Diggs Junior, G.M.",plantae
huh,Ericaceae,family,George Minor Diggs,"Diggs, G.M.",plantae
huh,Ericaceae,family,George Minor Diggs,"Diggs, G.M.",plantae
huh,Ericaceae,family,George Minor Diggs,"Diggs, G.M.",plantae
huh,Ericaceae,family,George Minor Diggs,"Diggs, G.M.",plantae
huh,Fagaceae,family,George P. Johnson,"Johnson, G.P.",plantae
huh,Saxifragaceae,family,George W. Burns,"Burns, G.W.",plantae
gbif_GSG,Salicaceae,family,George William Argus,"Argus, G.",plantae
huh,Salicaceae,family,George William Argus,"Argus, G.W.",plantae
gbif_GSG,Salicaceae,family,George William Argus,"Argus, G.W.-C.M.O.N.",plantae
huh,Convolvulaceae,family,George William Staples,"George William Staples, I.I.I.",plantae
huh,Convolvulaceae,family,George William Staples,"Staples, G.W.",plantae
huh,Asteraceae,family,Georgy A. Lazkov,"Lazkov, G.A.",plantae
huh,Brassicaceae,family,Gerald A. Mulligan,"Mulligan, G.A.",plantae
huh,Cyperaceae,family,Gerald Allan Wheeler,"Wheeler, G.A.",plantae
huh,Onagraceae,family,Gerald Bane Straley,"Straley, G.B.",plantae
huh,Asteraceae,family,Gerald Bruce Ownbey,"Ownbey, G.B.",plantae
huh,Papaveraceae,family,Gerald Bruce Ownbey,"Ownbey, G.B.",plantae
huh,Asteraceae,family,Gerald D. Carr,"Carr, G.D.",plantae
aspt,Poaceae,family,Gerald F. Guala,"Guala, G.F.",plantae
herbaria,Asteraceae,family,Gerald L. Smith,"Smith, G.L.",plantae
huh,Amaryllidaceae,family,Gerald Lomax Smith,"Smith, G.L.",plantae
aspt,Brassicaceae,family,Gerald M. Schneeweiss,"Schneeweiss, G.M.",plantae
aspt,Orobanchaceae,family,Gerald M. Schneeweiss,"Schneeweiss, G.M.",plantae
aspt,Primulaceae,family,Gerald M. Schneeweiss,"Schneeweiss, G.M.",plantae
huh,Asteraceae,family,Gerald Vernon Pope,"Pope, G.V.",plantae
huh,Asteraceae,family,Geraldine A. Allen,"Allen, G.A.",plantae
huh,Asteraceae,family,Geraldine A. Allen,"Allen, G.A.",plantae
huh,Liliaceae,family,Geraldine A. Allen,"Allen, G.A.",plantae
huh,Liliaceae,family,Geraldine A. Allen,"Allen, G.A.",plantae
huh,Thymelaeaceae,family,Gerard Guy Aymonin,"Aymonin, G.G.",plantae
aspt,Orchidaceae,family,Gerardo A. Salazar,"Salazar, G.A.",plantae
huh,Orchidaceae,family,Gerardo A. Salazar Chavez,"Chavez, G.A.S.",plantae
huh,Orchidaceae,family,Gerardo A. Salazar Chavez,"Chavez, G.A.S.",plantae
huh,Orchidaceae,family,Gerardo A. Salazar Chavez,"Chavez, G.A.S.",plantae
huh,Orchidaceae,family,Gerardo A. Salazar Chavez,"Salazar Chavaz, G.A.",plantae
huh,Orchidaceae,family,Gerardo A. Salazar Chavez,"Salazar Chavez, G.A.",plantae
huh,Orchidaceae,family,Gerardo A. Salazar Chavez,"Salazar, G.A.",plantae
huh,Dilleniaceae,family,Gerardo Antonio Aymard Corredor,"Aymard, G.",plantae
herbaria,Dilleniaceae,family,Gerardo Antonio Aymard Corredor,"Aymard, G.",plantae
huh,Verbenaceae,family,Gerardo Antonio Aymard Corredor,"Aymard, G.",plantae
huh,Dilleniaceae,family,Gerardo Antonio Aymard Corredor,"Corredor, G.A.A.",plantae
huh,Dilleniaceae,family,Gerardo Antonio Aymard Corredor,"Corredor, G.A.A.",plantae
huh,Verbenaceae,family,Gerardo Antonio Aymard Corredor,"Corredor, G.A.A.",plantae
huh,Verbenaceae,family,Gerardo Antonio Aymard Corredor,"Corredor, G.A.A.",plantae
herbaria,Berberidaceae,family,Gerdt Guenther Hatschbach,Hatschbach,plantae
herbaria,Cunoniaceae,family,Gerdt Guenther Hatschbach,Hatschbach,plantae
herbaria,Olacaceae,family,Gerdt Guenther Hatschbach,Hatschbach,plantae
herbaria,Phytolaccaceae,family,Gerdt Guenther Hatschbach,Hatschbach,plantae
herbaria,Berberidaceae,family,Gerdt Guenther Hatschbach,"Hatschbach, G.",plantae
herbaria,Cunoniaceae,family,Gerdt Guenther Hatschbach,"Hatschbach, G.",plantae
herbaria,Magnoliopsida,class,Gerdt Guenther Hatschbach,Hatschbach,plantae
herbaria,Magnoliopsida,class,Gerdt Guenther Hatschbach,"Hatschbach, G.",plantae
herbaria,Magnoliopsida,class,Gerdt Guenther Hatschbach,"Hatschbach, G.G.",plantae
herbaria,Olacaceae,family,Gerdt Guenther Hatschbach,"Hatschbach, G.",plantae
herbaria,Phytolaccaceae,family,Gerdt Guenther Hatschbach,"Hatschbach, G.",plantae
herbaria,Berberidaceae,family,Gerdt Guenther Hatschbach,"Hatschbach, G.G.",plantae
herbaria,Cunoniaceae,family,Gerdt Guenther Hatschbach,"Hatschbach, G.G.",plantae
herbaria,Olacaceae,family,Gerdt Guenther Hatschbach,"Hatschbach, G.G.",plantae
herbaria,Phytolaccaceae,family,Gerdt Guenther Hatschbach,"Hatschbach, G.G.",plantae
huh,Apiaceae,family,Gerfried Horand Leute,"Leute, G.H.",plantae
huh,Amaranthaceae,family,Gerhard Benl,"Benl, G.",plantae
huh,Cactaceae,family,Gerhard R. W. Frank,"Frank, G.",plantae
huh,Cactaceae,family,Gerhard R. W. Frank,"Frank, G.R.W.",plantae
huh,Cactaceae,family,Gerhard R. W. Frank,"Frank, G.R.W.",plantae
huh,Asteraceae,family,Gerhard Wagenitz,"Wagenitz, G.",plantae
huh,Asteraceae,family,Gerhard Wagenitz,"Wagenitz, G.",plantae
huh,Asteraceae,family,Gerhard Wagenitz,"Wagenitz, G.",plantae
huh,Asteraceae,family,Gerhard Wagenitz,"Wagenitz, G.W.F.",plantae
huh,Asteraceae,family,Gerhard Wagenitz,"Wagenitz, G.W.F.",plantae
huh,Malvaceae,family,Gerleni Lopes Esteves,"Esteves, G.",plantae
huh,Malvaceae,family,Gerleni Lopes Esteves,"Esteves, G.L.",plantae
huh,Malvaceae,family,Gerleni Lopes Esteves,"Esteves, G.L.",plantae
huh,Malvaceae,family,Gerleni Lopes Esteves,"Esteves, G.L.",plantae
huh,Malvaceae,family,Gerleni Lopes Esteves,"Esteves, G.L.",plantae
huh,Orchidaceae,family,Germán Carnevali,"Carnevali fernandez-Concha, G.",plantae
huh,Orchidaceae,family,Germán Carnevali,"Carnevali, G.",plantae
huh,Orchidaceae,family,Germán Carnevali,"Carnevali, G.",plantae
https://es.wikipedia.org/wiki/Categor%C3%ADa:Bot%C3%A1nicos_de_Argentina,Amaryllidaceae,family,Germán G. Roitman,"Roitman, G.G.",plantae
https://es.wikipedia.org/wiki/Categor%C3%ADa:Bot%C3%A1nicos_de_Argentina,Iridaceae,family,Germán G. Roitman,"Roitman, G.G.",plantae
rbh,Sapindaceae,family,Germano Guarim Neto,"Guarim Neto, G.",plantae
huh,Poaceae,family,Gerrit Davidse,"Davidse, G.",plantae
huh,Poaceae,family,Gerrit Davidse,"Davidse, G.",plantae
huh,Polygonaceae,family,Gerrit Stohr,"Stohr, G.",plantae
huh,Rosaceae,family,Gerrit Stohr,"Stohr, G.",plantae
huh,Cyperaceae,family,Gerry Moore,"Moore, A.G.",plantae
huh,Cyperaceae,family,Gerry Moore,"Moore, G.",plantae
huh,Cyperaceae,family,Gerry Moore,"Moore, G.",plantae
rbh,Clethraceae,family,Gerson Oliveira Romão,"Romao, G.O.",plantae
rbh,Ericaceae,family,Gerson Oliveira Romão,"Romao, G.O.",plantae
huh,Asteraceae,family,Ghebrehiwet Medhanie,"Medhanie, G.",plantae
huh,Poaceae,family,Gheorghe C. Dihoru,"Dihoru, G.C.",plantae
flora_neotropica,Caryocaraceae,family,Ghillean T. Prance,"""Prance, G.T.",plantae
flora_neotropica,Chrysobalanaceae,family,Ghillean T. Prance,"Prace, G.T.",plantae
herbaria,Chrysobalanaceae,family,Ghillean T. Prance,Prance,plantae
herbaria,Dichapetalaceae,family,Ghillean T. Prance,Prance,plantae
herbaria,Lecythidaceae,family,Ghillean T. Prance,Prance,plantae
herbaria,Proteaceae,family,Ghillean T. Prance,Prance,plantae
herbaria,Rhabdodendraceae,family,Ghillean T. Prance,Prance,plantae
herbaria,Rhizophoraceae,family,Ghillean T. Prance,Prance,plantae
flora_neotropica,Chrysobalanaceae,family,Ghillean T. Prance,Prance G.T.,plantae
flora_neotropica,Chrysobalanaceae,family,Ghillean T. Prance,"Prance, C.G.T.",plantae
flora_neotropica,Caryocaraceae,family,Ghillean T. Prance,"Prance, G.",plantae
flora_neotropica,Chrysobalanaceae,family,Ghillean T. Prance,"Prance, G.",plantae
flora_neotropica,Dichapetalaceae,family,Ghillean T. Prance,"Prance, G.",plantae
flora_neotropica,Lecythidaceae,family,Ghillean T. Prance,"Prance, G.",plantae
aspt,Proteaceae,family,Ghillean T. Prance,"Prance, G.",plantae
aspt,Rhizophoraceae,family,Ghillean T. Prance,"Prance, G.",plantae
flora_neotropica,Caryocaraceae,family,Ghillean T. Prance,"Prance, G.T.",plantae
flora_neotropica,Chrysobalanaceae,family,Ghillean T. Prance,"Prance, G.T.",plantae
flora_neotropica,Dichapetalaceae,family,Ghillean T. Prance,"Prance, G.T.",plantae
herbaria,Magnoliopsida,class,Ghillean T. Prance,"Prance, G.T.",plantae
flora_neotropica,Lecythidaceae,family,Ghillean T. Prance,"Prance, G.T.",plantae
aspt,Proteaceae,family,Ghillean T. Prance,"Prance, G.T.",plantae
flora_neotropica,Rhabdodendraceae,family,Ghillean T. Prance,"Prance, G.T.",plantae
aspt,Rhizophoraceae,family,Ghillean T. Prance,"Prance, G.T.",plantae
huh,Boraginaceae,family,Gianluigi Bacchetta,"Bacchetta, G.",plantae
huh,Poaceae,family,Gilberto Cortes R.,"Cortes R., G.",plantae
huh,Poaceae,family,Gilberto Cortes R.,"Cortes, G.R.",plantae
huh,Poaceae,family,Gilberto Cortes R.,"Gilberto, C.R.",plantae
huh,Poaceae,family,Gilberto Cortes R.,"Gilberto, C.R.",plantae
huh,Poaceae,family,Gilberto Cortes R.,"Gilberto, C.R.",plantae
herbaria,Lauraceae,family,Gilberto Pedralli,"Pedralli, G.",plantae
huh,Acanthaceae,family,Gillian Sally Bidgood,"Bidgood, G.S.",plantae
huh,Acanthaceae,family,Gillian Sally Bidgood,"Bidgood, G.S.",plantae
huh,Acanthaceae,family,Gillian Sally Bidgood,"Bidgood, G.S.",plantae
huh,Bignoniaceae,family,Gillian Sally Bidgood,"Bidgood, G.S.",plantae
huh,Bignoniaceae,family,Gillian Sally Bidgood,"Bidgood, G.S.",plantae
huh,Bignoniaceae,family,Gillian Sally Bidgood,"Bidgood, G.S.",plantae
huh,Acanthaceae,family,Gillian Sally Bidgood,"Bidgood, S.",plantae
huh,Bignoniaceae,family,Gillian Sally Bidgood,"Bidgood, S.",plantae
huh,Melastomataceae,family,Gina M. Umana Dodero,"Dodero, G.M.U.",plantae
huh,Asteraceae,family,Gina Paola Mendez,"Mendez-Ramirez, G.P.",plantae
huh,Asteraceae,family,Gina Paola Mendez,"Mendez, G.",plantae
huh,Asteraceae,family,Gina Paola Mendez,"Mendez, G.P.",plantae
rbh,Solanaceae,family,Giovana Secretti Vendruscolo,"Vendruscolo, G.",plantae
rbh,Solanaceae,family,Giovana Secretti Vendruscolo,"Vendruscolo, G.S.",plantae
huh,Leguminosae,family,Giovanna De Martino,"Martino, G.",plantae
herbaria,Moraceae,family,Gisela Pelissari,Pelissari,plantae
herbaria,Moraceae,family,Gisela Pelissari,"Pelissari, G.",plantae
huh,Asteraceae,family,Gisela Sancho,"Sancho, G.",plantae
rbh,Magnoliopsida,class,Giselda Durigan,"Durigan, G.",plantae
herbaria,Fabaceae,family,Glauciana da Mata Ataíde,"Ataide, G.M.",plantae
herbaria,Fabaceae,family,Glauciana da Mata Ataíde,"Ataide, M.",plantae
huh,Orchidaceae,family,Gloria D'Almada Barretto,"Barretto, G.D.",plantae
huh,Solanaceae,family,Gloria Estela Barboza,Barboza,plantae
huh,Solanaceae,family,Gloria Estela Barboza,"Barboza, G.",plantae
huh,Gentianaceae,family,Gloria Estela Barboza,"Barboza, G.E.",plantae
huh,Gentianaceae,family,Gloria Estela Barboza,"Barboza, G.E.",plantae
huh,Geraniaceae,family,Gloria Estela Barboza,"Barboza, G.E.",plantae
huh,Geraniaceae,family,Gloria Estela Barboza,"Barboza, G.E.",plantae
huh,Solanaceae,family,Gloria Estela Barboza,"Barboza, G.E.",plantae
huh,Solanaceae,family,Gloria Estela Barboza,"Barboza, G.E.",plantae
flora_neotropica,Arecaceae,family,Gloria Galeano (Gloria Galeano Garc‚s),"Galeano, G.",plantae
https://es.wikipedia.org/wiki/Categor%C3%ADa:Bot%C3%A1nicos_de_Colombia,Arecaceae,family,Gloria Galeano (Gloria Galeano Garcés),"Garc‚s, G.G.",plantae
rbh,Magnoliopsida,class,Gonçalo Mendes da Conceição,"Conceicao, G.M.",plantae
huh,Cochlospermaceae,family,Gonzalo Castillo-Campos,"Castillo-Campos, G.",plantae
huh,Cochlospermaceae,family,Gonzalo Castillo-Campos,"Castillo-Campos, G.",plantae
