order,source,status,country_code,state_code,county_code,code,NAME_0,NAME_1,NAME_2,NAME_3,NAME_4,loc,loc.correct,latitude.gazetteer,longitude.gazetteer,resolution.gazetteer,AtlanticForest_Lei11428,AreaAF.prop_Lei11428,leiMA.prop_novo_conferir,AtlanticForest_Biomas_MMA,biome,checagem,warning,loc.best
25845,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Cabeceira do Rio Bonito - Dtcea,NA,brazil_espirito santo_santa teresa_cabeceira rio bonito dtcea,brazil_espirito santo_santa teresa_cabeceira rio bonito dtcea,-19.984034,-40.582095,localidade,NA,NA,NA,NA,NA,NA,NA,NA
25909,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Cachoeira do Country Clube de Santa Teresa,NA,brazil_espirito santo_santa teresa_cachoeira country clube santa teresa,brazil_espirito santo_santa teresa_cachoeira country clube santa teresa,-19.925773,-40.637109,localidade,NA,NA,NA,NA,NA,NA,NA,NA
25932,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Cachoeira do Strut,NA,brazil_espirito santo_santa teresa_cachoeira strut,brazil_espirito santo_santa teresa_cachoeira strut,-19.835504,-40.729028,localidade,NA,NA,NA,NA,NA,NA,NA,NA
32997,splink_jabot,148.0,BR,NA,NA,NA,Brazil,espirito santo,santa teresa,country club,NA,brazil_espirito santo_santa teresa_country club,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26283,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Dois Pinheiros,NA,brazil_espirito santo_santa teresa_dois pinheiros,brazil_espirito santo_santa teresa_dois pinheiros,-19.93976913,-40.59417332,localidade,NA,NA,NA,NA,NA,NA,NA,NA
22689,treeco,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,EBio de Santa Lúcia,Valsugana Velha,brazil_espirito santo_santa teresa_ebio santa lucia,brazil_espirito santo_santa teresa_estacao biologica santa lucia,-19.961129,-40.538693,localidade|sublocalidade,NA,NA,NA,NA,NA,NA,NA,NA
31754,splink_jabot,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Estação Biológica de Santa Lúcia,NA,brazil_espirito santo_santa teresa_estacao biologica caixa agua,brazil_espirito santo_santa teresa_parque natural municipal sao lourenco / ou caixa agua,-19.921537,-40.624645,localidade|sublocalidade,NA,NA,NA,NA,NA,check_loc_string?,NA,NA
34048,gbif,check,BR,NA,NA,NA,brazil,espirito santo,santa teresa,estacao biologica santa lucia,"Valsugana Velha, Estação Biológica de Santa Lúcia.",brazil_espirito santo_santa teresa_estacao biologica santa lucia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26337,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Estação Biológica de Santa Lúcia,NA,brazil_espirito santo_santa teresa_estacao biologica santa lucia,brazil_espirito santo_santa teresa_estacao biologica santa lucia,-19.969888,-40.531545,localidade,NA,NA,NA,NA,NA,NA,NA,NA
26338,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Estação Biológica de Santa Lúcia,NA,brazil_espirito santo_santa teresa_estacao biologica santa lucia,brazil_espirito santo_santa teresa_estacao biologica santa lucia,-19.965192,-40.540404,localidade,NA,NA,NA,NA,NA,NA,NA,NA
26339,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Estação Biológica de Santa Lúcia,NA,brazil_espirito santo_santa teresa_estacao biologica santa lucia,brazil_espirito santo_santa teresa_estacao biologica santa lucia,-19.971738,-40.532577,localidade,NA,NA,NA,NA,NA,NA,NA,NA
34031,gbif,ok,BR,ES,NA,NA,Brazil,Espírito Santo,santa teresa,"estacao biologica santa lucia, mata atlantica encosta",NA,"brazil_espirito santo_santa teresa_estacao biologica santa lucia, mata atlantica encosta",brazil_espirito santo_santa teresa_estacao biologica santa lucia,-19.969888,-40.531545,localidade,NA,NA,NA,NA,NA,NA,check_loc_impossible,brazil_espirito santo_santa teresa_estacao biologica santa lucia
33618,splink_jabot,ok,BR,ES,NA,NA,Brazil,Espírito Santo,santa teresa,estacao ecologica santa lucia,NA,brazil_espirito santo_santa teresa_estacao ecologica santa lucia,brazil_espirito santo_santa teresa_estacao biologica santa lucia,-19.969888,-40.531545,localidade,NA,NA,NA,NA,NA,NA,NA,NA
27135,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Mata Fria,terreno de C. Loss,brazil_espirito santo_santa teresa_mata fria,brazil_espirito santo_santa teresa_mata fria,-19.931136,-40.683626,localidade|sublocalidade,NA,NA,NA,NA,NA,NA,NA,NA
27129,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Mata do Martinelli,NA,brazil_espirito santo_santa teresa_mata martinelli,brazil_espirito santo_santa teresa_mata martinelli,-19.92924451,-40.61754257,localidade,NA,NA,NA,NA,NA,NA,NA,NA
27184,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Mirante Vale do Canaã,NA,brazil_espirito santo_santa teresa_mirante vale canaa,brazil_espirito santo_santa teresa_mirante vale canaa,-19.910572,-40.60369426,localidade,NA,NA,NA,NA,NA,NA,NA,NA
27233,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Morro da Estação Repetidora de TV,NA,brazil_espirito santo_santa teresa_morro estacao repetidora tv,brazil_espirito santo_santa teresa_morro estacao repetidora tv,-19.94810951,-40.60350202,localidade,NA,NA,NA,NA,NA,NA,NA,NA
27357,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Museu de Biologia Melo Leitão,NA,brazil_espirito santo_santa teresa_museu biologia melo leitao,brazil_espirito santo_santa teresa_museu biologia melo leitao,-19.936241,-40.59993,localidade,NA,NA,NA,NA,NA,NA,NA,NA
27380,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Nova Lombardia,terreno do Furlani,brazil_espirito santo_santa teresa_nova lombardia,brazil_espirito santo_santa teresa_nova lombardia,-19.80572227,-40.53835037,localidade|sublocalidade,NA,NA,NA,NA,NA,NA,NA,NA
33506,splink_jabot,118.0,BR,NA,NA,NA,Brazil,espirito santo,santa teresa,parque,NA,brazil_espirito santo_santa teresa_parque,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33931,splink_jabot,ok,BR,ES,NA,NA,Brazil,Espírito Santo,santa teresa,parque mbml,NA,brazil_espirito santo_santa teresa_parque mbml,brazil_espirito santo_santa teresa_museu biologia melo leitao,-19.936241,-40.59993,localidade,NA,NA,NA,NA,NA,NA,NA,NA
32865,splink_jabot,ok,BR,ES,NA,NA,Brazil,Espírito Santo,santa teresa,parque natural municipal sao lourenco,NA,brazil_espirito santo_santa teresa_parque natural municipal sao lourenco,brazil_espirito santo_santa teresa_parque natural municipal sao lourenco. proximo a area 1,-19.923889,-40.620278,localidade,NA,NA,NA,NA,NA,NA,NA,NA
27487,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Parque Natural Municipal do São Lourenço / ou da Caixa D'Água,NA,brazil_espirito santo_santa teresa_parque natural municipal sao lourenco / ou caixa agua,brazil_espirito santo_santa teresa_parque natural municipal sao lourenco / ou caixa agua,-19.921537,-40.624645,localidade|sublocalidade,NA,NA,NA,NA,NA,check_loc_string?,check_loc_impossible,brazil_espirito santo_santa teresa_parque natural municipal sao lourenco
27489,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Parque Natural Municipal São Lourenço. Próximo a área 1.,NA,brazil_espirito santo_santa teresa_parque natural municipal sao lourenco. proximo a area 1,brazil_espirito santo_santa teresa_parque natural municipal sao lourenco. proximo a area 1,-19.923889,-40.620278,localidade|sublocalidade,NA,NA,NA,NA,NA,NA,check_loc_impossible,brazil_espirito santo_santa teresa_parque natural municipal sao lourenco
32760,splink_jabot,ok,BR,ES,NA,NA,Brazil,Espírito Santo,santa teresa,patio museu biologia mello leitao,NA,brazil_espirito santo_santa teresa_patio museu biologia mello leitao,brazil_espirito santo_santa teresa_museu biologia melo leitao,-19.936241,-40.59993,localidade,NA,NA,NA,NA,NA,NA,NA,NA
27525,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Pedra da Onça,NA,brazil_espirito santo_santa teresa_pedra onca,brazil_espirito santo_santa teresa_pedra onca,-19.89496937,-40.81298645,localidade,NA,NA,NA,NA,NA,NA,NA,NA
27602,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Penha,Sítio do R. Pizziolo,brazil_espirito santo_santa teresa_penha,brazil_espirito santo_santa teresa_penha,-19.93504184,-40.55598414,localidade|sublocalidade,NA,NA,NA,NA,NA,NA,NA,NA
27603,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Penha,Sítio do Zurlo,brazil_espirito santo_santa teresa_penha,brazil_espirito santo_santa teresa_penha,-19.95062509,-40.5345127,localidade|sublocalidade,NA,NA,NA,NA,NA,NA,NA,NA
27830,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Próxima a ponte José Molino,NA,brazil_espirito santo_santa teresa_proxima a ponte jose molino,brazil_espirito santo_santa teresa_proxima a ponte jose molino,-19.96388889,-40.53888889,localidade,NA,NA,NA,NA,NA,NA,NA,NA
27896,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Reserva Biológica Augusto Ruschi,NA,brazil_espirito santo_santa teresa_reserva biologica augusto ruschi,brazil_espirito santo_santa teresa_reserva biologica augusto ruschi,-19.9075,-40.553056,localidade,NA,NA,NA,NA,NA,NA,NA,NA
27897,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Reserva Biológica Augusto Ruschi,Nova Lombardia,brazil_espirito santo_santa teresa_reserva biologica augusto ruschi,brazil_espirito santo_santa teresa_reserva biologica augusto ruschi,-19.888659,-40.545564,localidade|sublocalidade,NA,NA,NA,NA,NA,NA,NA,NA
31552,splink_jabot,ok,BR,ES,NA,NA,Brazil,Espírito Santo,santa teresa,reserva biologica augusto ruschi nova lombardia,NA,brazil_espirito santo_santa teresa_reserva biologica augusto ruschi nova lombardia,brazil_espirito santo_santa teresa_reserva biologica augusto ruschi,-19.888659,-40.545564,localidade|sublocalidade,NA,NA,NA,NA,NA,NA,NA,NA
32381,splink_jabot,ok,BR,ES,NA,NA,Brazil,Espírito Santo,santa teresa,reserva biologica santa lucia,NA,brazil_espirito santo_santa teresa_reserva biologica santa lucia,brazil_espirito santo_santa teresa_estacao biologica santa lucia,-19.969888,-40.531545,localidade,NA,NA,NA,NA,NA,NA,NA,NA
28202,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Rio Saltinho,NA,brazil_espirito santo_santa teresa_rio saltinho,brazil_espirito santo_santa teresa_rio saltinho,-19.936828,-40.490968,localidade,NA,NA,NA,NA,NA,NA,NA,NA
32253,splink_jabot,revisado_nao encontrado,BR,NA,NA,NA,Brazil,Espírito Santo,santa teresa,rppn vale sol,NA,brazil_espirito santo_santa teresa_rppn vale sol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33130,splink_jabot,139.0,BR,NA,NA,NA,Brazil,espirito santo,santa teresa,santa lucia,NA,brazil_espirito santo_santa teresa_santa lucia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31652,splink_jabot,ok,BR,ES,NA,NA,Brazil,Espírito Santo,santa teresa,santo antonio,NA,brazil_espirito santo_santa teresa_santo antonio,brazil_espirito santo_santa teresa_santo antonio. terreno boza,-19.92175712,-40.59144969,localidade,NA,NA,NA,NA,NA,NA,NA,NA
36616,gadm_new,ok? ver grafia correta do NAME_3,NA,NA,NA,NA,Brazil,Espírito Santo,Santa Teresa,Santo Antonio Canaa,NA,brazil_espirito santo_santa teresa_santo antonio canaa,brazil_espirito santo_santa teresa_santo antonio canaa,-19.84367724,-40.65343581,locality,NA,NA,NA,NA,NA,NA,NA,NA
28339,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Santo Antônio. Terreno do Boza,NA,brazil_espirito santo_santa teresa_santo antonio. terreno boza,brazil_espirito santo_santa teresa_santo antonio. terreno boza,-19.92175712,-40.59144969,localidade,NA,NA,NA,NA,NA,NA,check_loc_impossible,brazil_espirito santo_santa teresa_santo antonio
33485,splink_jabot,119.0,BR,NA,NA,NA,Brazil,espirito santo,santa teresa,santo henrique,NA,brazil_espirito santo_santa teresa_santo henrique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28615,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,São João de Petrópolis,NA,brazil_espirito santo_santa teresa_sao joao petropolis,brazil_espirito santo_santa teresa_sao joao petropolis,-19.815577,-40.674301,localidade,NA,NA,NA,NA,NA,NA,NA,NA
28616,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,São João de Petrópolis,NA,brazil_espirito santo_santa teresa_sao joao petropolis,brazil_espirito santo_santa teresa_sao joao petropolis,-19.81612284,-40.67725593,localidade,NA,NA,NA,NA,NA,NA,NA,NA
28618,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,São Lourenço,NA,brazil_espirito santo_santa teresa_sao lourenco,brazil_espirito santo_santa teresa_sao lourenco,-19.932734,-40.605716,localidade,NA,NA,NA,NA,NA,NA,NA,NA
28626,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,São Sebastião,NA,brazil_espirito santo_santa teresa_sao sebastiao,brazil_espirito santo_santa teresa_sao sebastiao,-19.84834375,-40.72223177,localidade,NA,NA,NA,NA,NA,NA,NA,NA
28515,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Serra do São Braz,NA,brazil_espirito santo_santa teresa_serra sao braz,brazil_espirito santo_santa teresa_serra sao braz,-19.800069,-40.683315,localidade,NA,NA,NA,NA,NA,NA,NA,NA
28675,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Terreno do Fracalossi,NA,brazil_espirito santo_santa teresa_terreno fracalossi,brazil_espirito santo_santa teresa_terreno fracalossi,-19.839444,-40.610278,localidade,NA,NA,NA,NA,NA,NA,NA,NA
28726,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Trilha do Sagui,NA,brazil_espirito santo_santa teresa_trilha sagui,brazil_espirito santo_santa teresa_trilha sagui,-19.96851297,-40.53473194,localidade,NA,NA,NA,NA,NA,NA,NA,NA
28728,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Trilha do túmulo,NA,brazil_espirito santo_santa teresa_trilha tumulo,brazil_espirito santo_santa teresa_trilha tumulo,-19.9715659,-40.53016294,localidade,NA,NA,NA,NA,NA,NA,NA,NA
32442,splink_jabot,214.0,BR,NA,NA,NA,Brazil,espirito santo,santa teresa,vale canaa,NA,brazil_espirito santo_santa teresa_vale canaa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28846,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Valsugana Velha,NA,brazil_espirito santo_santa teresa_valsugana velha,brazil_espirito santo_santa teresa_valsugana velha,-19.964559,-40.562994,localidade,NA,NA,NA,NA,NA,NA,NA,NA
32681,splink_jabot,179.0,BR,NA,NA,NA,Brazil,espirito santo,santa teresa,vargem alta,NA,brazil_espirito santo_santa teresa_vargem alta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28882,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Várzea Alegre,NA,brazil_espirito santo_santa teresa_varzea alegre,brazil_espirito santo_santa teresa_varzea alegre,-19.938295,-40.599035,localidade,NA,NA,NA,NA,NA,NA,NA,NA
29580,ibge,ok,BR,ES,NA,NA,Brazil,Espírito Santo,Santa Teresa,Vinte e Cinco de Julho,NA,brazil_espirito santo_santa teresa_vinte e cinco julho,brazil_espirito santo_santa teresa_vinte e cinco julho,-19.77638889,-40.64583333,distrito|vila,NA,NA,NA,NA,NA,NA,NA,NA
14861,splink_jabot,ok,BR,ES,NA,NA,Brazil,Espírito Santo,santa tereza,NA,NA,brazil_espirito santo_santa tereza,brazil_espirito santo_santa teresa,-19.87777874,-40.63556658,county,AtlanticForest,1.0,NA,AtlanticForest,AtlanticForest,NA,NA,NA
14862,splink_jabot,check,BR,ES,NA,NA,Brazil,Espírito Santo,santa tereza goias,NA,NA,brazil_espirito santo_santa tereza goias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14863,splink_jabot,check,BR,ES,NA,NA,Brazil,Espírito Santo,santana,NA,NA,brazil_espirito santo_santana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14864,splink_jabot,check,BR,ES,NA,NA,Brazil,Espírito Santo,sante tereza,NA,NA,brazil_espirito santo_sante tereza,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14865,splink_jabot,check,BR,ES,NA,NA,Brazil,Espírito Santo,santo antonio,NA,NA,brazil_espirito santo_santo antonio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14866,splink_jabot,check,BR,ES,NA,NA,Brazil,Espírito Santo,santo antonio descoberto,NA,NA,brazil_espirito santo_santo antonio descoberto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14867,splink_jabot,check,BR,ES,NA,NA,Brazil,Espírito Santo,santo antonio taquarucu,NA,NA,brazil_espirito santo_santo antonio taquarucu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14868,splink_jabot,check,BR,ES,NA,NA,Brazil,Espírito Santo,sao bento,NA,NA,brazil_espirito santo_sao bento,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14869,splink_jabot,check,BR,ES,NA,NA,Brazil,Espírito Santo,sao bento urania,NA,NA,brazil_espirito santo_sao bento urania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14870,splink_jabot,ok,BR,ES,NA,NA,Brazil,Espírito Santo,sao domingos,NA,NA,brazil_espirito santo_sao domingos,brazil_espirito santo_sao domingos norte,-19.12250202,-40.56625441,county,AtlanticForest,1.0,NA,AtlanticForest,AtlanticForest,NA,NA,NA
1523,ibge,ok,BR,ES,4658.0,3204658.0,Brazil,Espírito Santo,São Domingos do Norte,NA,NA,brazil_espirito santo_sao domingos norte,brazil_espirito santo_sao domingos norte,-19.12250202,-40.56625441,county,AtlanticForest,1.0,1.0,AtlanticForest,AtlanticForest,NA,NA,NA
14871,splink_jabot,check,BR,ES,NA,NA,Brazil,Espírito Santo,sao gabriel,NA,NA,brazil_espirito santo_sao gabriel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1524,ibge,ok,BR,ES,4708.0,3204708.0,Brazil,Espírito Santo,São Gabriel da Palha,NA,NA,brazil_espirito santo_sao gabriel palha,brazil_espirito santo_sao gabriel palha,-18.95276483,-40.50859774,county,AtlanticForest,1.0,1.0,AtlanticForest,AtlanticForest,NA,NA,NA
29510,ibge,ok,BR,ES,NA,NA,Brazil,Espírito Santo,São Gabriel da Palha,Fartura,NA,brazil_espirito santo_sao gabriel palha_fartura,brazil_espirito santo_sao gabriel palha_fartura,-18.90166667,-40.44583333,distrito|vila,NA,NA,NA,NA,NA,NA,NA,NA
14872,splink_jabot,check,BR,ES,NA,NA,Brazil,Espírito Santo,sao joao alianca,NA,NA,brazil_espirito santo_sao joao alianca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14874,splink_jabot,check,BR,ES,NA,NA,Brazil,Espírito Santo,sao joao dx alianca,NA,NA,brazil_espirito santo_sao joao alianca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14873,splink_jabot,check,BR,ES,NA,NA,Brazil,Espírito Santo,sao joao barra,NA,NA,brazil_espirito santo_sao joao barra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14875,splink_jabot,check,BR,ES,NA,NA,Brazil,Espírito Santo,sao joao norte,NA,NA,brazil_espirito santo_sao joao norte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14876,splink_jabot,check,BR,ES,NA,NA,Brazil,Espírito Santo,sao joao petropolis,NA,NA,brazil_espirito santo_sao joao petropolis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14877,splink_jabot,check,BR,ES,NA,NA,Brazil,Espírito Santo,sao jorge tiradentes,NA,NA,brazil_espirito santo_sao jorge tiradentes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1525,ibge,ok,BR,ES,4807.0,3204807.0,Brazil,Espírito Santo,São José do Calçado,NA,NA,brazil_espirito santo_sao jose calcado,brazil_espirito santo_sao jose calcado,-20.98304759,-41.65596636,county,AtlanticForest,1.0,1.0,AtlanticForest,AtlanticForest,NA,NA,NA
29488,ibge,ok,BR,ES,NA,NA,Brazil,Espírito Santo,São José do Calçado,Airituba,NA,brazil_espirito santo_sao jose calcado_airituba,brazil_espirito santo_sao jose calcado_airituba,-20.945,-41.68666667,distrito|vila,NA,NA,NA,NA,NA,NA,NA,NA
36617,gadm_new,ok? ver grafia correta do NAME_3,NA,NA,NA,NA,Brazil,Espírito Santo,São José do Calçado,Alto Calcado,NA,brazil_espirito santo_sao jose calcado_alto calcado,brazil_espirito santo_sao jose calcado_alto calcado,-20.92158173,-41.62588571,locality,NA,NA,NA,NA,NA,NA,NA,NA
14878,splink_jabot,ok,BR,ES,NA,NA,Brazil,Espírito Santo,sao jose calcados,NA,NA,brazil_espirito santo_sao jose calcados,brazil_espirito santo_sao jose calcado,-20.98304759,-41.65596636,county,AtlanticForest,1.0,NA,AtlanticForest,AtlanticForest,NA,NA,NA
14879,splink_jabot,check,BR,ES,NA,NA,Brazil,Espírito Santo,sao jose caparao,NA,NA,brazil_espirito santo_sao jose caparao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14880,splink_jabot,check,BR,ES,NA,NA,Brazil,Espírito Santo,sao lourenco,NA,NA,brazil_espirito santo_sao lourenco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14881,splink_jabot,check,BR,ES,NA,NA,Brazil,Espírito Santo,sao luis montes belos,NA,NA,brazil_espirito santo_sao luis montes belos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14882,splink_jabot,check,BR,ES,NA,NA,Brazil,Espírito Santo,sao luiz norte,NA,NA,brazil_espirito santo_sao luiz norte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1526,ibge,ok,BR,ES,4906.0,3204906.0,Brazil,Espírito Santo,São Mateus,NA,NA,brazil_espirito santo_sao mateus,brazil_espirito santo_sao mateus,-18.74858757,-40.02125578,county,AtlanticForest,1.0,0.987471875,AtlanticForest,AtlanticForest,NA,NA,NA
25727,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,São Mateus,Bairro Liberdade,NA,brazil_espirito santo_sao mateus_bairro liberdade,brazil_espirito santo_sao mateus_bairro liberdade,-18.75025705,-39.81201201,localidade,NA,NA,NA,NA,NA,NA,NA,NA
25728,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,São Mateus,Bairro Liberdade,NA,brazil_espirito santo_sao mateus_bairro liberdade,brazil_espirito santo_sao mateus_bairro liberdade,-18.743056,-39.804722,localidade,NA,NA,NA,NA,NA,NA,NA,NA
29495,ibge,ok,BR,ES,NA,NA,Brazil,Espírito Santo,São Mateus,Barra Nova,NA,brazil_espirito santo_sao mateus_barra nova,brazil_espirito santo_sao mateus_barra nova,-18.94083333,-39.76194444,distrito|vila,NA,NA,NA,NA,NA,NA,NA,NA
25780,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,São Mateus,Beira Rio,NA,brazil_espirito santo_sao mateus_beira rio,brazil_espirito santo_sao mateus_beira rio,-18.807878,-39.768758,localidade,NA,NA,NA,NA,NA,NA,NA,NA
26123,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,São Mateus,CEUNES,NA,brazil_espirito santo_sao mateus_ceunes,brazil_espirito santo_sao mateus_ceunes,-18.67468361,-39.86131781,localidade,NA,NA,NA,NA,NA,NA,NA,NA
26250,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,São Mateus,Córrego do Macaco,NA,brazil_espirito santo_sao mateus_corrego macaco,brazil_espirito santo_sao mateus_corrego macaco,-18.919569,-39.849739,localidade,NA,NA,NA,NA,NA,NA,NA,NA
26397,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,São Mateus,Estrada de Nativo,NA,brazil_espirito santo_sao mateus_estrada nativo,brazil_espirito santo_sao mateus_estrada nativo,-18.910278,-39.790278,localidade,NA,NA,NA,NA,NA,NA,NA,NA
33871,splink_jabot,102.0,BR,NA,NA,NA,Brazil,espirito santo,sao mateus,estrada terra adjacente a uma fabrica tijolos,NA,brazil_espirito santo_sao mateus_estrada terra adjacente a uma fabrica tijolos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31803,splink_jabot,check,BR,NA,NA,NA,Brazil,Espírito Santo,São Mateus,guriri,NA,brazil_espirito santo_sao mateus_guriri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26775,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,São Mateus,Hospital Roberto Arnizaut Silvares,NA,brazil_espirito santo_sao mateus_hospital roberto arnizaut silvares,brazil_espirito santo_sao mateus_hospital roberto arnizaut silvares,-18.72741754,-39.83617383,localidade,NA,NA,NA,NA,NA,NA,NA,NA
29530,ibge,ok,BR,ES,NA,NA,Brazil,Espírito Santo,São Mateus,Itauninhas,NA,brazil_espirito santo_sao mateus_itauninhas,brazil_espirito santo_sao mateus_itauninhas,-18.48916667,-40.0925,distrito|vila,NA,NA,NA,NA,NA,NA,NA,NA
29543,ibge,ok,BR,ES,NA,NA,Brazil,Espírito Santo,São Mateus,Nestor Gomes,NA,brazil_espirito santo_sao mateus_nestor gomes,brazil_espirito santo_sao mateus_nestor gomes,-18.73083333,-40.22083333,distrito|vila,NA,NA,NA,NA,NA,NA,NA,NA
29545,ibge,ok,BR,ES,NA,NA,Brazil,Espírito Santo,São Mateus,Nova Verona,NA,brazil_espirito santo_sao mateus_nova verona,brazil_espirito santo_sao mateus_nova verona,-18.75083333,-40.35361111,distrito|vila,NA,NA,NA,NA,NA,NA,NA,NA
27401,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,São Mateus,Palmitinho,área de mussununga,brazil_espirito santo_sao mateus_palmitinho,brazil_espirito santo_sao mateus_palmitinho,-18.7488889,-39.8736111,localidade|sublocalidade,NA,NA,NA,NA,NA,NA,NA,NA
27400,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,São Mateus,Palmitinho II,NA,brazil_espirito santo_sao mateus_palmitinho ii,brazil_espirito santo_sao mateus_palmitinho ii,-18.9733316,-39.88062469,localidade,NA,NA,NA,NA,NA,NA,NA,NA
27826,cncflora,ok,BR,ES,NA,NA,Brazil,Espírito Santo,São Mateus,Propriedade de Thompson Ferrari,NA,brazil_espirito santo_sao mateus_propriedade thompson ferrari,brazil_espirito santo_sao mateus_propriedade thompson ferrari,-18.850278,-39.920556,localidade,NA,NA,NA,NA,NA,NA,NA,NA
