order,source,status,author.ID,name,variant.name,author.name,author.abbrev,standard.name,full.name,geog.author,geog.collector,tax,tax.rank,tax.obs,full.name1,tdwg.name,last.name,finger.print,family1,obs,tax.kingdom,tax.phylum,tax.class,tax.order,email,orcid,raw_data
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pionidae,NA,NA,Luiz Alexandre Simões de Castro,"Castro, L.A.S.",NA,NA,NA,NA,animalia,arthropoda,arachnida,trombidiformes,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pontarachnidae,NA,NA,Luiz Alexandre Simões de Castro,"Castro, L.A.S.",NA,NA,NA,NA,animalia,arthropoda,arachnida,trombidiformes,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhynchohydracaridae,NA,NA,Luiz Alexandre Simões de Castro,"Castro, L.A.S.",NA,NA,NA,NA,animalia,arthropoda,arachnida,trombidiformes,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sperchontidae,NA,NA,Luiz Alexandre Simões de Castro,"Castro, L.A.S.",NA,NA,NA,NA,animalia,arthropoda,arachnida,trombidiformes,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unionicolidae,NA,NA,Luiz Alexandre Simões de Castro,"Castro, L.A.S.",NA,NA,NA,NA,animalia,arthropoda,arachnida,trombidiformes,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wettinidae,NA,NA,Luiz Alexandre Simões de Castro,"Castro, L.A.S.",NA,NA,NA,NA,animalia,arthropoda,arachnida,trombidiformes,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chironomidae,NA,NA,Luiz Carlos Pinho,"Pinho, L.C.",NA,NA,NA,NA,animalia,arthropoda,insecta,diptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thaumaleidae,NA,NA,Luiz Carlos Pinho,"Pinho, L.C.",NA,NA,NA,NA,animalia,arthropoda,insecta,diptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lampyridae,NA,NA,Luiz Felipe Lima Silveira,"Silveira, L.F.L.",NA,NA,NA,NA,animalia,arthropoda,insecta,coleoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luiz Felipe Moretti Iniesta,"Iniesta, L.F.M.",NA,NA,NA,NA,animalia,arthropoda,diplopoda,spirostreptida,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Callichthyidae,NA,NA,Luiz Fernando Caserta Tencatt,"Tencatt, L.F.C.",NA,NA,NA,NA,animalia,chordata,actinopterygii | actinopteri,siluriformes,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luiz Ricardo L. Simone,"Simone, L.R.L.",NA,NA,NA,NA,animalia,mollusca,gastropoda | bivalvia,NA,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atherinopsidae,NA,NA,Luiz Roberto Malabarba,"Malabarba, L.R.",NA,NA,NA,NA,animalia,chordata,actinopterygii | actinopteri,atheriniformes | characiformes,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brentidae,NA,NA,Luiza Silvério da Cruz,"Cruz, L.S.",NA,NA,NA,NA,animalia,arthropoda,insecta,coleoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carabidae,NA,NA,Luiza Silvério da Cruz,"Cruz, L.S.",NA,NA,NA,NA,animalia,arthropoda,insecta,coleoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clambidae,NA,NA,Luiza Silvério da Cruz,"Cruz, L.S.",NA,NA,NA,NA,animalia,arthropoda,insecta,coleoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dermestidae,NA,NA,Luiza Silvério da Cruz,"Cruz, L.S.",NA,NA,NA,NA,animalia,arthropoda,insecta,coleoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucinetidae,NA,NA,Luiza Silvério da Cruz,"Cruz, L.S.",NA,NA,NA,NA,animalia,arthropoda,insecta,coleoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latridiidae,NA,NA,Luiza Silvério da Cruz,"Cruz, L.S.",NA,NA,NA,NA,animalia,arthropoda,insecta,coleoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lymexylidae,NA,NA,Luiza Silvério da Cruz,"Cruz, L.S.",NA,NA,NA,NA,animalia,arthropoda,insecta,coleoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mordellidae,NA,NA,Luiza Silvério da Cruz,"Cruz, L.S.",NA,NA,NA,NA,animalia,arthropoda,insecta,coleoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ptiliidae,NA,NA,Luiza Silvério da Cruz,"Cruz, L.S.",NA,NA,NA,NA,animalia,arthropoda,insecta,coleoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ptinidae,NA,NA,Luiza Silvério da Cruz,"Cruz, L.S.",NA,NA,NA,NA,animalia,arthropoda,insecta,coleoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ripiphoridae,NA,NA,Luiza Silvério da Cruz,"Cruz, L.S.",NA,NA,NA,NA,animalia,arthropoda,insecta,coleoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scraptiidae,NA,NA,Luiza Silvério da Cruz,"Cruz, L.S.",NA,NA,NA,NA,animalia,arthropoda,insecta,coleoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chrysomelidae,NA,NA,Lukas Sekerka,"Sekerka, L.",NA,NA,NA,NA,animalia,arthropoda,insecta,coleoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orsodacnidae,NA,NA,Lukas Sekerka,"Sekerka, L.",NA,NA,NA,NA,animalia,arthropoda,insecta,coleoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pentatomidae,NA,NA,Lurdiana Dayse Barros,"Barros, L.D.",NA,NA,NA,NA,animalia,arthropoda,insecta,hemiptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syringophilidae,NA,NA,Maciej Skoracki,"Skoracki, M.",NA,NA,NA,NA,animalia,arthropoda,arachnida,trombidiformes,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cydnidae,NA,NA,Maira Andrade Correia,"Correia, M.A.",NA,NA,NA,NA,animalia,arthropoda,insecta,hemiptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lonchaeidae,NA,NA,Manoel Araécio Uchoa,"Uchoa, M.A.",NA,NA,NA,NA,animalia,arthropoda,insecta,diptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tephritidae,NA,NA,Manoel Araécio Uchoa,"Uchoa, M.A.",NA,NA,NA,NA,animalia,arthropoda,insecta,diptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Manuella Folly Gomes Andrade,"Andrade, M.F.G.",NA,NA,NA,NA,animalia,chordata,amphibia,NA,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Achatinidae,NA,NA,Marcel Sabino Miranda,"Miranda, M.S.",NA,NA,NA,NA,animalia,mollusca,caudofoveata | gastropoda | solenogastres,stylommatophora,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyclodontinidae,NA,NA,Marcel Sabino Miranda,"Miranda, M.S.",NA,NA,NA,NA,animalia,mollusca,caudofoveata | gastropoda | solenogastres,stylommatophora,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastrocoptidae,NA,NA,Marcel Sabino Miranda,"Miranda, M.S.",NA,NA,NA,NA,animalia,mollusca,caudofoveata | gastropoda | solenogastres,stylommatophora,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Megalobulimidae,NA,NA,Marcel Sabino Miranda,"Miranda, M.S.",NA,NA,NA,NA,animalia,mollusca,caudofoveata | gastropoda | solenogastres,stylommatophora,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Odontostomidae,NA,NA,Marcel Sabino Miranda,"Miranda, M.S.",NA,NA,NA,NA,animalia,mollusca,caudofoveata | gastropoda | solenogastres,stylommatophora,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scolodontidae,NA,NA,Marcel Sabino Miranda,"Miranda, M.S.",NA,NA,NA,NA,animalia,mollusca,caudofoveata | gastropoda | solenogastres,stylommatophora,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strophocheilidae,NA,NA,Marcel Sabino Miranda,"Miranda, M.S.",NA,NA,NA,NA,animalia,mollusca,caudofoveata | gastropoda | solenogastres,stylommatophora,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tomogeridae,NA,NA,Marcel Sabino Miranda,"Miranda, M.S.",NA,NA,NA,NA,animalia,mollusca,caudofoveata | gastropoda | solenogastres,stylommatophora,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neothyridae,NA,NA,Marcel Santos de Araújo,"Araújo, M.S.",NA,NA,NA,NA,animalia,arthropoda,arachnida,holothyrida | opilioacarida,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opilioacaridae,NA,NA,Marcel Santos de Araújo,"Araújo, M.S.",NA,NA,NA,NA,animalia,arthropoda,arachnida,holothyrida | opilioacarida,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhipiceridae,NA,NA,Marcela Laura Monné,"Monné, M.L.",NA,NA,NA,NA,animalia,arthropoda,insecta,coleoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argasidae,NA,NA,Marcelo B. Labruna,"Labruna, M.B.",NA,NA,NA,NA,animalia,arthropoda,arachnida,ixodida,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ixodidae,NA,NA,Marcelo B. Labruna,"Labruna, M.B.",NA,NA,NA,NA,animalia,arthropoda,arachnida,ixodida,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tachinidae,NA,NA,Marcelo Domingos de Santis,"Santis, M.D.",NA,NA,NA,NA,animalia,arthropoda,insecta,diptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Noctuidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glyphipterigidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Psychidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nolidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Erebidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euteliidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adelidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alucitidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blastobasidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cecidosidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cossidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crambidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dalceridae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Epermeniidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eriocottidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Geometridae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gracillariidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hedylidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heliozelidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hepialidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hyblaeidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Limacodidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lycaenidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Megalopygidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Momphidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotheoridae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nepticulidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Notodontidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Opostegidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pterophoridae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pyralidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saturniidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scythrididae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sphingidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tischeriidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tortricidae,NA,NA,Marcelo Duarte,"Duarte, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,lepidoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marcelo Knoff,"Knoff, M.",NA,NA,NA,NA,animalia,platyhelminthes,cestoda,NA,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phyllostomidae,NA,NA,Marcelo Nogueira,"Nogueira, M.",NA,NA,NA,NA,animalia,chordata,mammalia,chiroptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Callichthyidae,NA,NA,Marcelo Ribeiro de Britto,"Britto, M.R.",NA,NA,NA,NA,animalia,chordata,actinopteri | actinopterygii,siluriformes,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marcelo Roberto Souto de Melo,"Melo, M.R.S.",NA,NA,NA,NA,animalia,chordata,actinopteri | chondrichthyes | dipneusti | leptocardii | myxini,NA,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marcelo Rodrigues de Carvalho,"Carvalho, M.R.",NA,NA,NA,NA,animalia,chordata,chondrichthyes,carcharhiniformes | chimaeriformes | hexanchiformes | lamniformes | myliobatiformes | orectolobiformes | rajiformes | squaliformes | squatiniformes | torpediniformes,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Braconidae,NA,NA,Marcelo Teixeira Tavares,"Tavares, M.T.",NA,NA,NA,NA,animalia,arthropoda,insecta,hymenoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chalcididae,NA,NA,Marcelo Teixeira Tavares,"Tavares, M.T.",NA,NA,NA,NA,animalia,arthropoda,insecta,hymenoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marcelo Visentini Kitahara,"Kitahara, M.V.",NA,NA,NA,NA,animalia,cnidaria,anthozoa,scleractinia | zoantharia,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marcia Cristina Nascimento Justo,"Justo, M.C.N.",NA,NA,NA,NA,animalia,platyhelminthes,NA,NA,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marcia Janete Coelho Botelho,"Botelho, M.J.C.",NA,NA,NA,NA,animalia,arthropoda,copepoda,cyclopoida,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agromyzidae,NA,NA,Márcia Souto Couri,"Couri, M.S.",NA,NA,NA,NA,animalia,arthropoda,insecta,diptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anthomyiidae,NA,NA,Márcia Souto Couri,"Couri, M.S.",NA,NA,NA,NA,animalia,arthropoda,insecta,diptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fanniidae,NA,NA,Márcia Souto Couri,"Couri, M.S.",NA,NA,NA,NA,animalia,arthropoda,insecta,diptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Muscidae,NA,NA,Márcia Souto Couri,"Couri, M.S.",NA,NA,NA,NA,animalia,arthropoda,insecta,diptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anguidae,NA,NA,Márcio Borges-Martins,"Borges-Martins, M.",NA,NA,NA,NA,animalia,chordata,reptilia,squamata,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gekkonidae,NA,NA,Márcio Borges-Martins,"Borges-Martins, M.",NA,NA,NA,NA,animalia,chordata,reptilia,squamata,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leiosauridae,NA,NA,Márcio Borges-Martins,"Borges-Martins, M.",NA,NA,NA,NA,animalia,chordata,reptilia,squamata,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liolaemidae,NA,NA,Márcio Borges-Martins,"Borges-Martins, M.",NA,NA,NA,NA,animalia,chordata,reptilia,squamata,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phyllodactylidae,NA,NA,Márcio Borges-Martins,"Borges-Martins, M.",NA,NA,NA,NA,animalia,chordata,reptilia,squamata,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Teiidae,NA,NA,Márcio Borges-Martins,"Borges-Martins, M.",NA,NA,NA,NA,animalia,chordata,reptilia,squamata,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tropiduridae,NA,NA,Márcio Borges-Martins,"Borges-Martins, M.",NA,NA,NA,NA,animalia,chordata,reptilia,squamata,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cicadellidae,NA,NA,Márcio Felix,"Felix, M.",NA,NA,NA,NA,animalia,arthropoda,insecta,hemiptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Andrenidae,NA,NA,Marcio Luiz de Oliveira,"Oliveira, M.L.",NA,NA,NA,NA,animalia,arthropoda,insecta,hymenoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Apidae,NA,NA,Marcio Luiz de Oliveira,"Oliveira, M.L.",NA,NA,NA,NA,animalia,arthropoda,insecta,hymenoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colletidae,NA,NA,Marcio Luiz de Oliveira,"Oliveira, M.L.",NA,NA,NA,NA,animalia,arthropoda,insecta,hymenoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Halictidae,NA,NA,Marcio Luiz de Oliveira,"Oliveira, M.L.",NA,NA,NA,NA,animalia,arthropoda,insecta,hymenoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Megachilidae,NA,NA,Marcio Luiz de Oliveira,"Oliveira, M.L.",NA,NA,NA,NA,animalia,arthropoda,insecta,hymenoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Meloidae,NA,NA,Marco Alberto Bologna,"Bologna, M.A.",NA,NA,NA,NA,animalia,arthropoda,insecta,coleoptera,NA,NA,NA
NA,ctfb,to_check_high_priority,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drosophilidae,NA,NA,Marco Silva Gottschalk,"Gottschalk, M.S.",NA,NA,NA,NA,animalia,arthropoda,insecta,diptera,NA,NA,NA
