"","name","decimallongitude","decimallatitude","city","country","address","source","type","geocoding.precision.m","geocoding.issue","geocoding.source","inside.ptoected.area.WDPAID","pais"
"10209","University of Glasgow, Hunterian Museum",-4.2882,55.8721,NA,"GBR",NA,"grbioorg","Museum",10,"general_institution","StS",NA,"United Kingdom"
"10211","University of Gothenburg, Department of Biological and Environmental Sciences, Herbarium",11.9505,57.6818,"Gteborg","SWE","Carl Skottsbergs gata 22B","indexherbariorum","Herbarium",1000,NA,"JA",NA,"Sweden"
"10214","University of Great Falls, Biology Department",-111.2703,47.4914,"Great Falls","USA","1301 20th Street South","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10219","University of Guam, UOG STation, Biology Department",144.8042,13.4338,"Mangilao","GUM",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"Guam"
"10222","University of Guelph, Biodiversity Centre of Ontario",-80.2291,43.5285,"Guelph","CAN",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Canada"
"10224","University of Guilan, Faculty of Agricultural Sciences, Department of Plant Protection",49.641,37.1935,"Rasht","IRN","Rasht-Tehran road","indexherbariorum","Herbarium",1000,"general_institution","JA",NA,"Iran"
"10226","University of Guyana, Biology Department",-58.1167,6.8136,"Georgetown","GUY","Turkeyen Campus","indexherbariorum","Herbarium",1000,NA,"JA",NA,"Guyana"
"10229","University of Hawaii - Herbarium",-155.0815,19.7022,NA,"USA",NA,"GBIF","Herbarium",1000,NA,"RS",NA,"United States"
"10231","University of Hawaii, Botany Department",-157.8146,21.2961,"Honolulu","USA",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"10233","University of Heidelberg, Botanical Gardens and Herbarium, Centre for Organismal Studies",8.6745,49.418,"Heidelberg","DEU",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"Germany"
"10238","University of Helsinki, Botanical Museum, Kymenlaakso Society of Naturalists",24.951,60.1726,"Helsinki","FIN",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Finland"
"10240","University of Helsinki, Faculty of Agriculture and Forestry, Section of Botany",25.0078,60.2255,"Helsinki","FIN",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"Finland"
"10241","University of Helsinki, Finnish Museum of Natural History",24.9313,60.1714,"Helsinki","FIN",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"Finland"
"10242","University of Helsinki, Horticulture Department",24.951,60.1726,"Helsinki","FIN",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Finland"
"10243","University of Helsinki, Plant Biology Department",24.951,60.1726,"Helsinki","FIN",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Finland"
"10244","University of Helsinki, Silviculture Department",24.9505,60.1722,"Helsinki","FIN",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Finland"
"10245","University of Hong Kong Herbarium",114.1409,22.2847,"Hong Kong","CHN","School of Biological Sciences - Herbarium University of Hong Kong Pokfulam Road","grbioorg","Herbarium",1000,NA,"HF",NA,"China"
"10246","University of Hong Kong, Ecology and Biodiversity Department",114.1369,22.283,"Hong Kong","CHN",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"China"
"10248","University of Houston",-95.34223,29.71995,"Houston","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10250","University of Hull, Botany Department",-0.36739,53.77146,"Kingston Upon Hull","GBR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United Kingdom"
"10251","University of Hyderabad",78.3331,17.4561,"Hyderabad","IND",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"India"
"10255","University of Ibadan, Botany and Microbiology Department",3.8966,7.444,"Ibadan","NGA","Niger Road, University Campus","indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Nigeria"
"10259","University of Idaho Arboretum  Botanical Garden",-117.016,46.71945,"Moscow","USA",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"United States"
"10260","University of Idaho, Bird and Mammal Museum",-117.0126,46.7288,NA,"USA",NA,"grbioorg","Museum",10,NA,"StS",NA,"United States"
"10261","University of Idaho, College of Natural Resources",-117.0126,46.7294,"Moscow","USA",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United States"
"10262","University of Idaho, Forest, Wildlife, and Range Experiment Station, College of Natural Resources",-117.01258,46.72938,"Moscow","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10266","University of Illinois, Biological Sciences Department",-87.64817,41.86888,"Chicago","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10267","University of Illinois, Crop Evolution Laboratory, Crop Sciences Department",-88.2278,40.1031,"Urbana","USA",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"10268","University of Illinois, Museum of Natural History",NA,NA,NA,"USA",NA,"grbioorg","Museum",NA,NA,"MA",NA,"United States"
"10269","University of Illinois, Plant Biology Department",-88.2253,40.1071,"Urbana","USA",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"10273","University of Iowa Museum of Natural History",-91.5357,41.6619,"Iowa City","USA","Av. Bolivia 5150","GBIF","Museum",1000,NA,"RS",NA,"United States"
"10274","University of Iowa, Department of Biological Sciences",-91.53338,41.66194,"Iowa City","USA","Market Street, Chemistry Building","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10275","University of Iowa, Museum of Natural History",-91.5357,41.6619,NA,"USA",NA,"grbioorg","Museum",10,NA,"StS",NA,"United States"
"10277","University of Istanbul, Faculty of Pharmacy, Department of Pharmaceutical Botany",NA,NA,"Istanbul","TUR",NA,"indexherbariorum","Herbarium",NA,NA,"VZ",NA,"Turkey"
"10280","University of Jodhpur, Botany Department",73.0206,26.2441,"Jodhpur","IND","New campus","indexherbariorum","Herbarium",1000,NA,"VZ",NA,"India"
"10282","University of Joensuu, Biology Department",29.7442,62.6036,"Joensuu","FIN","Yliopistonkatu 7","indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Finland"
"10283","University of Johannesburg, Department of Botany and Plant Biotechnology",28.0049,-26.1838,"Johannesburg","ZAF","D2 LAB 351, corner of Kingsway and University Avenue, Auckland Park","indexherbariorum","Herbarium",1000,NA,"JA",NA,"South Africa"
"10284","University of Jordan Insect Museum",35.873,32.0135,NA,"JOR",NA,"grbioorg","Museum",10,"general_institution","StS",NA,"Jordan"
"10286","University of Jyvaskyla, Museum, Section of Natural Sciences",25.7313,62.2335,"Jyvskyl","FIN",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Finland"
"10288","University of Kabul, Faculty of Agriculture",69.13631,34.51914,"Kabul","AFG",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Afghanistan"
"10291","University of Kansas, Bridwell Botanical Research Laboratory",-95.2631,38.9477,"Lawrence","USA",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"10293","University of Karachi, Center for Plant Conservation",67.12093,24.94002,"Karachi","PAK",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Pakistan"
"10295","University of Kashmir, Centre of Biodiversity and Taxonomy",74.8367,34.1287,"Srinagar","IND",NA,"indexherbariorum","Herbarium",1000,"general_institution","JA",NA,"India"
"10296","University of Kassel, Institute of Biology",9.5076,51.3227,"Kassel","DEU",NA,"indexherbariorum","Herbarium",1000,"general_institution","JA",NA,"Germany"
"10298","University of Keele, Biological Sciences Department",-2.2701,53.0042,"Keele","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"10302","University of Kentucky, School of Agriculture",-84.5091,38.0306,"Lexington","USA","217, 217B, and 218 T P Cooper Building","indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"10305","University of Khartoum, Botany Department",32.51882,15.65784,"Khartoum","SDN","Gamaa","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Sudan"
"10308","University of KwaZulu-Natal, Pietermaritzburg campus, School of Life Sciences",30.3925,-29.6176,"Pietermaritzburg","ZAF","Bews Building, Life Sciences and Agriculture Campus, Carbis Road, Scottsville","indexherbariorum","Herbarium",1000,NA,"JA",NA,"South Africa"
"10310","University of KwaZulu-Natal, Westville campus, School of Biological  Conservation Sciences",30.9792,-29.8665,NA,NA,NA,"indexherbariorum","Herbarium",1000,"general_institution","JA",NA,NA
"10311","University of KwaZulu-Natal, Westville campus, School of Biological  Conservation Sciences",30.9792,-29.8665,NA,"ZAF",NA,"indexherbariorum","Herbarium",1000,"general_institution","JA",NA,"South Africa"
"10312","University of KwaZulu-Natal, Westville campus, School of Life Sciences (Biological  Conservation Sciences)",30.9479,-29.823,"Durban","ZAF","University Road, F-block, F2202","indexherbariorum","Herbarium",10,NA,"automatic",NA,"South Africa"
"10315","University of Lagos, Biological Sciences Department, Botany Unit",3.3851,6.518,"Lagos","NGA",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Nigeria"
"10316","University of Lagos, School of Biological Sciences",3.3872,6.5179,"Yaba","NGA","4 km northwest of Lagos","indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Nigeria"
"10318","University of Lancaster, Institute of Environmental and Natural Sciences, Department of Biological Sciences",-2.7956,54.0158,"Lancaster","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"United Kingdom"
"10322","University of Latvia, Botanical Garden",24.0592,56.9501,"Riga","LVA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Latvia"
"10323","University of Latvia, Department of Botany and Ecology",24.1043,56.9552,"Riga","LVA","Kronvalda Boulevard 4","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Latvia"
"10324","University of Latvia, Institute of Biology, Laboratory of Botany",24.0592,56.9501,"Salaspils","LVA","3 Miera Street","indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Latvia"
"10327","University of Leeds, School of Biology",-1.5598,53.8038,"Leeds","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"United Kingdom"
"10330","University of Leicester, Biology Department",-1.1246,52.6211,"Leicester","GBR","University Road","indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"10332","University of Leipzig, Institute of Biology, Department of Molecular Evolution and Plant Pystematics",12.3739,51.3385,"Leipzig","DEU",NA,"indexherbariorum","Herbarium",1000,"general_institution","JA",NA,"Germany"
"10336","University of Lethbridge, Biological Sciences Department",-112.8642,49.6776,"Lethbridge","CAN","4401 University Drive","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Canada"
"10337","University of Lethbridge, Biological Sciences Department",-112.85945,49.67865,"Lethbridge","CAN","4401 University Drive","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Canada"
"10340","University of Liberia, College of Agriculture and Forestry",-10.7951,6.2991,"Monrovia","LBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Liberia"
"10342","University of Limpopo, Botany Department",29.73855,-23.88882,"Pietersburg","ZAF","Mankweng","indexherbariorum","Herbarium",10,NA,"automatic",NA,"South Africa"
"10343","University of Liverpool Botanic Gardens",-2.9421,53.4064,"Ness","GBR",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United Kingdom"
"10345","University of Liverpool Botanic Gardens (at Ness)",-3.04299,53.27232,"Neston","GBR",NA,"BCGI","Botanic_garden",10,NA,"automatic",NA,"United Kingdom"
"10347","University of Ljubljana, Biotechnical Faculty, Botany Department",14.4746,46.0494,"Ljubljana","SVN",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"Slovenia"
"10349","University of London, King s College, Botany Department",-0.1156,51.5117,"London","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"10351","University of London, Westfield College, Biology Department",-0.0422,51.5234,"London","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"10352","University of London, Wye College",-0.1309,51.5229,"Wye","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United Kingdom"
"10354","University of Louisiana at Lafayette, Biology Department",-92.0191,30.2156,"Lafayette","USA","300 E St Mary Boulevard","indexherbariorum","Herbarium",1000,NA,"CD",NA,"United States"
"10357","University of Louisiana at Monroe, Department of Biology, Museum of Natural History",-92.074,32.5306,"Monroe","USA","700 University Avenue","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10359","University of Louisiana Lafayette, Department of Renewable Resources",-92.0196,30.214,"Lafayette","USA",NA,"indexherbariorum","Herbarium",1000,"general_institution","JA",NA,"United States"
"10363","University of Louisville, Biology Department",-85.75898,38.21745,"Louisville","USA","Belknap Campus","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10365","University of Lucknow, Botany Department",80.9376,26.8655,"Lucknow","IND",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"India"
"10368","University of Maine at Fort Kent, Biology Department",-68.5893,47.25039,"Fort Kent","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10369","University of Maine at Machias",-67.457,44.7097,"Machias","USA","116 OBrien Ave","indexherbariorum","Herbarium",1000,NA,"RS",NA,"United States"
"10371","University of Maine, School of Biology and Ecology",-68.66678,44.89993,"Orono","USA","Hannibal Hamlin Hall","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10375","University of Malaya, Institute of Biological Sciences",101.65442,3.12255,"Kuala Lumpur","MYS",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"Malaysia"
"10377","University of Manchester Museum - Herbarium",-2.2383,53.4679,"Manchester","GBR","Herbarium University of Manchester Museum Oxford Road","grbioorg","Herbarium",1000,NA,"HF",NA,"United Kingdom"
"10378","University of Manchester Museum, Zoology and Entomology",-2.2383,53.4679,"Manchester","GBR","Manchester Museum University of Manchester Oxford Road","grbioorg","Museum",1000,NA,"HF",NA,"United Kingdom"
"10379","University of Manchester, Manchester Museum",-2.2345,53.466,"Manchester","GBR",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"United Kingdom"
"10381","University of Manitoba Herbarium",-97.1469,49.8845,"Winnipeg","CAN","426 Buller Building","grbioorg","Herbarium",10,NA,"automatic",NA,"Canada"
"10382","University of Manitoba, Department of Biological Sciences",-97.1348,49.8102,"Winnipeg","CAN","426 Buller Building","indexherbariorum","Herbarium",10,NA,"automatic",NA,"Canada"
"10386","University of Marmara, Faculty of Science and Art, Department of Botany",NA,NA,"Istanbul","TUR","Gztepe Kamps/ Fahrettin Kerim Gkay Caddesi","indexherbariorum","Herbarium",NA,NA,"VZ",NA,"Turkey"
"10388","University of Mary Hardin-Baylor, Biology Department",-97.46668,31.07018,"Belton","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10389","University of Mary Washington, Department of Biology",-77.4695,38.2998,"Fredericksburg","USA",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"10390","University of Maryland",-90.3232,38.6502,"College Park","USA",NA,"indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10395","University of Massachusetts Dartmouth",-71.0069,41.6291,"North Dartmouth","USA","285 Old Westport Road","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10396","University of Massachusetts, Biology Department",-72.5287,42.39,"Amherst","USA",NA,"indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"10397","University of Melbourne Herbarium",144.9553,-37.7969,"Parkville","AUS","Natural Philosophy Building. School of Botany","grbioorg","Herbarium",1000,NA,"HF",NA,"Australia"
"10398","University of Melbourne, School of Botany",144.9569,-37.7972,"Melbourne","AUS","Natural Philosophy Building","indexherbariorum","Herbarium",1000,NA,"JA",NA,"Australia"
"10400","University of Memphis, Department of Biological Sciences",-89.9379,35.117,"Memphis","USA","3700 Walker Ave, 216 Ellington Hall","indexherbariorum","Herbarium",1000,NA,"JA",NA,"United States"
"10405","University of Miami, Biology Department",-80.2796,25.7221,"Coral Gables","USA",NA,"indexherbariorum","Herbarium",1000,NA,"VZ",NA,"United States"
"10406","University of Michigan",-83.7274,42.2359,"Ann Arbor","USA","3600 Varsity Drive","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10410","University of Michigan Museum of Paleontology",-83.7345,42.2783,"Ann Arbor","USA",NA,"grbioorg","Museum",10,NA,"MA",NA,"United States"
"10411","University of Michigan Museum of Zoology",-83.7345,42.2571,"Ann Arbor","USA",NA,"GBIF","Museum",1000,NA,"RS",NA,"United States"
"10412","University of Michigan, Biological Station",-84.669,45.5585,"Pellston","USA","9008 Biological Road","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10413","University of Michigan, Biological Station",-84.6776,45.55865,"Pellston","USA","9008 Biological Road","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10414","University of Michigan, Biology Department",-83.6877,43.02,"Flint","USA","303 Kearsley Street","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
"10415","University of Michigan, Biology Department",-83.68827,43.01931,"Flint","USA","303 Kearsley Street","indexherbariorum","Herbarium",10,NA,"automatic",NA,"United States"
