order,source,family,family.obs,full.name1,tdwg.name
7635,herbaria,Lauraceae,NA,Francisco G. Lorea-Hernández,"Lorea-Hernandez, F.G."
7636,herbaria,Lauraceae,NA,Sueli A. Nicolau,"Nicolau, S.A."
7637,herbaria,Lauraceae,NA,Gilberto Pedralli,"Pedralli, G."
7638,herbaria,Lauraceae?,NA,,"Vargas, W."
7639,herbaria,Lauraceae,NA,Ida de Vattimo,"Vattimo, I."
7640,herbaria,Floristics/Generalist (all families),NA,P.A.C.L. Assuncao,"Assuncao, P.A.C.L."
7641,herbaria,Lecythidaceae,NA,Fernanda Silveira Catenacci,"Catenacci, F.S."
7642,herbaria,Lecythidaceae?,NA,,"Garcia, R."
7643,herbaria,Lecythidaceae?,NA,,"Ramirez, J.G."
7644,herbaria,Floristics/Generalist (all families),NA,Rodolfo Vásquez Martínez,"Vasquez, R."
7645,herbaria,Floristics/Generalist (all families),NA,Rodolfo Vásquez Martínez,"Martinez, R.V."
7646,herbaria,Fabaceae?,NA,,"Dias, M.C."
7647,herbaria,Floristics/Generalist (all families),NA,Pedro da Costa Gadelha Neto,"Gadelha Neto, P.C."
7648,herbaria,Cunoniaceae,NA,Gerdt Guenther Hatschbach,Hatschbach
7649,herbaria,Fabaceae,NA,Itamar Barbosa de Lima,"Lima, I.B."
7650,herbaria,Fabaceae?,NA,,"Silva, G.M."
7651,herbaria,Fabaceae,Dalbergieae,Carolina M. Siniscalchi,"Siniscalchi, C.M."
7652,herbaria,Fabaceae,NA,Jorge Yoshio Tamashiro,"Tamashiro, J.Y."
7653,herbaria,Fabaceae?,NA,,"Garcia, L.M."
7654,herbaria,Fabaceae?,NA,,"Coutinho, I."
7655,herbaria,Fabaceae?,NA,,"Silva, L.A.M."
7656,herbaria,Fabaceae?,NA,,"Miranda, A.M."
7657,herbaria,Fabaceae,Chamaecrista,Adilva de Souza Conceição,"Conceicao, A.S."
7658,herbaria,Fabaceae,Detarieae,Jorge Antonio Silva Costa,"Costa, J."
7659,herbaria,Fabaceae,Swartzia,Rafael Barbosa Pinto,"Pinto, R.B."
7660,herbaria,Fabaceae?,NA,,"Carvalho, C."
7661,herbaria,Floristics/Generalist (all families),NA,Dárdano de Andrade Lima,Andrade-Lima
7662,herbaria,Fabaceae?,NA,,Costa
7663,herbaria,Fabaceae?,NA,,"Laurenio, A."
7664,herbaria,Fabaceae,NA,J.E.G. Lima,"Lima, J.E.G."
7665,herbaria,Fabaceae,Tephrosia,Rubens Teixeira de Queiroz,"Queiroz, R.T."
7666,herbaria,Fabaceae?,NA,,"Tavares, E."
7667,herbaria,Fabaceae,Bauhinia/Schnella,Angela Maria Studart da Fonseca Vaz,"Vaz, A.F."
7668,herbaria,Fabaceae,Bauhinia/Schnella,Angela Maria Studart da Fonseca Vaz,"Vaz, A.M.S.F."
7669,herbaria,Fabaceae?,NA,,"Rabelo, B.V."
7670,herbaria,Fabaceae,Calliandra,Glauciana da Mata Ataíde,"Ataide, M."
7671,herbaria,Fabaceae,Calliandra,Glauciana da Mata Ataíde,"Ataide, G.M."
7672,herbaria,Fabaceae,NA,Ana Du Bocage,"Bocage, A.D."
7673,herbaria,Fabaceae,NA,Elisabeth Córdula,"Cordula, E."
7674,herbaria,Fabaceae?,NA,,Costa
7675,herbaria,Fabaceae?,NA,,"Gomes-Silva, A."
7676,herbaria,Fabaceae?,NA,,"Marques, J.S."
7677,herbaria,Fabaceae,Inga,M.F. Mata,"Mata, M.F."
7678,herbaria,Fabaceae?,NA,,"Oliveira, O.F."
7679,herbaria,Fabaceae?,NA,,"Pereira, R."
7680,herbaria,Linaceae?,NA,,"Jardim, A."
7681,herbaria,Loganiaceae?,NA,,"Brant, A.E."
7682,herbaria,Loganiaceae,NA,Francisco Javier Fernandez Casas,"Casas, J.F."
7683,herbaria,Loganiaceae,NA,Francisco Javier Fernandez Casas,"Casas, F."
7684,herbaria,Loganiaceae,NA,Francisco Javier Fernandez Casas,"Casas, F.J.F."
7685,herbaria,Loganiaceae,NA,B.A. Krukoff,"Krukoff, B.A."
7686,herbaria,Loganiaceae,NA,Daniela Cristina Zappi,"Zappi, D.C."
7687,herbaria,Loranthaceae,NA,GRETA ALINE DETTKE,"Dettke, G.A."
7688,herbaria,Loranthaceae,NA,Francisco J. Roldán,Roldan F.
7689,herbaria,Lythraceae,NA,Alicia Lourteig,"Lourteig, A."
7690,herbaria,Malpighiaceae,NA,Paula Dib de Carvalho,"Carvalho, P.D."
7691,herbaria,Malpighiaceae,Byrsonima,Samira Ismael Elias,"Elias, S.I."
7692,herbaria,Malpighiaceae?,NA,,"Fonseca, M.L."
7693,herbaria,Malpighiaceae,NA,Augusto Francener,"Francener, A."
7694,herbaria,Malpighiaceae,NA,Bronwen Gates,"Gates, B."
7695,herbaria,Floristics/Generalist (all families),NA,Erivaldo Pereira Queiroz,"Queiroz, E.P."
7696,herbaria,Malvaceae,NA,William S. Alverson,"Alverson, W.S."
7697,aspt,Solanaceae,NA,Massimo G. Bovini,"Bovini, M.G."
7698,herbaria,Malvaceae,NA,Jefferson Guedes de Carvalho-Sobrinho,"Carvalho-Sobrinho, J.G."
7699,herbaria,Malvaceae,NA,Carmen Lelia Cristobal,"Cristobal, C.L."
7700,herbaria,Malvaceae,NA,J. Cuatrecasas,"Cuatrecasas, J."
7701,herbaria,Malvaceae,NA,Gordon Paul Guymer,"Guymer, G.P."
7702,herbaria,Malvaceae,NA,Willem Meijer,"Meijer, W."
7703,herbaria,Malvaceae,NA,Janice G. Saunders,"Saunders, J.G."
7704,herbaria,Marcgraviaceae,NA,Adrian C. de Roon,"Roon, A.C."
7705,herbaria,Marcgraviaceae,NA,Michella Del Rei Teixeira,"Del Rei, M."
7706,herbaria,Marcgraviaceae,NA,Stefan Dressler,"Dressler, S."
7707,herbaria,Marcgraviaceae,NA,Geisa Lauro Ferreira,"Ferreira, G.L."
7708,herbaria,Marcgraviaceae,NA,Barry E. Hammel,"Hammel, B.E."
7709,herbaria,Marcgraviaceae,NA,Michella Del Rei Teixeira,"Rei, M.D."
7710,herbaria,Marcgraviaceae,NA,Adrian C. de Roon,"Roon, A."
7711,herbaria,Marcgraviaceae,NA,Michella Del Rei Teixeira,"Teixeira, M.D.R."
7712,herbaria,Melastomataceae,NA,Silvia Antónia Corrêa Chiea,"Chiea, S.A.C."
7713,herbaria,Melastomataceae,NA,Elvira Cotton,"Cotton, E."
7714,herbaria,Melastomataceae,NA,Heriberto David,"David, H."
7715,herbaria,Melastomataceae,NA,Humberto Mendoza,"Mendoza, H."
7716,herbaria,Melastomataceae,Tibouchina,Fabrício Schmitz Meyer,"Meyer, F.S."
7717,herbaria,Floristics/Generalist (all families),NA,Alexandre Adalardo de Oliveira,"Oliveira, A.A."
7718,herbaria,Melastomataceae,NA,Susanne S. Renner,"Renner, S.S."
7719,herbaria,Melastomataceae,Ossaea,Maria Leonor D ’El Rei Souza,"Souza, M.L."
7720,herbaria,Melastomataceae,Ossaea,Maria Leonor D ’El Rei Souza,"Souza, M.L.R."
7721,herbaria,Meliaceae?,NA,Roy E. Gereau,"Gereau, R.E."
7722,herbaria,Meliaceae,NA,João Aurélio Pastore,"Pastore, J.A."
7723,herbaria,Menispermaceae,NA,Rupert Charles Barneby,"Barneby, R.C."
7724,herbaria,Menispermaceae,NA,B.A. Krukoff,"Krukoff, B.A."
7725,aspt,Menispermaceae,NA,Rosa Del Carmen Ortiz-Gentry,"Ortiz, R."
7726,herbaria,Metteniusaceae,NA,,"Mazine, F.F."
7727,herbaria,Floristics/Generalist (all families),NA,Jose Rubens Pirani,"Pirani, J.R."
7728,herbaria,Mimosoideae?,NA,,"Terra, V."
7729,herbaria,Monimiaceae,NA,Elton John de Lirio,"Lirio, E.J."
7730,herbaria,Monimiaceae,NA,Elton John de Lirio,"Lirio, E.J."
7731,huh,Floristics/Generalist (all families),NA,Raulino Reitz,"Reitz, R."
7732,herbaria,Monimiaceae,NA,Susanne S. Renner,"Renner, S.S."
7733,herbaria,Monimiaceae?,NA,,"Silveira, D."
7734,herbaria,Moraceae?,NA,,"Avila, M.V."
7735,herbaria,Moraceae,Dorstenia,Bruna De Oliveira Boeni,"Boeni, B.O."
7736,herbaria,Moraceae,NA,Jorge Pedro Pereira Carauta,"Carauta, J.P.P."
7737,herbaria,Moraceae,NA,R.M. Castro,"Castro, R.M."
7738,herbaria,Moraceae?,NA,,"Christensen, H."
7739,herbaria,Moraceae,NA,Guillermo Ibarra-Manríquez,G. Ibarra M.
7740,herbaria,Moraceae?,NA,,"Gil-Ch., Ivan"
7741,herbaria,Moraceae,NA,Guillermo Ibarra-Manríquez,"Ibarra, G."
7742,herbaria,Moraceae,NA,Guillermo Ibarra-Manríquez,"Manriquez, G.I."
7743,herbaria,Moraceae,NA,Guillermo Ibarra-Manríquez,"Ibarra-Manriquez, G."
7744,herbaria,Moraceae,NA,Leandro Cardoso Pederneiras,"Pederneiras, L.C."
7745,herbaria,Moraceae,Ficus,Gisela Pelissari,"Pelissari, G."
7746,herbaria,Moraceae?,NA,,S. Carvajal H.
7747,herbaria,Moraceae?,NA,,"Santamaria, D."
7748,herbaria,Moraceae?,NA,,"Santos, A."
7749,herbaria,Muntingiaceae?,NA,,"Benn, S.J."
7750,herbaria,Myricaceae?,NA,,"Parra, C."
7751,herbaria,Myricaceae?,NA,Robert Lynch Wilbur,"Wilbur, R.L."
7752,herbaria,Myristicaceae,NA,William Antonio Rodrigues,"Rodriguez, W.A."
7753,herbaria,Floristics/Generalist (all families),NA,Agustín Rudas,"Rudas, A."
7754,herbaria,Floristics/Generalist (all families),NA,Charlotte Morley Taylor,"Taylor, C.M."
7755,herbaria,Phytolaccaceae,NA,Gerdt Guenther Hatschbach,Hatschbach
7756,herbaria,Myrtaceae,NA,Bruno Sampaio Amorim,"Amorim, B.S."
7757,herbaria,Myrtaceae,NA,Adriana A. Arantes,"Arantes, A.A."
7758,herbaria,Myrtaceae,Eucalyptus,M. I. H. Brooker,"Brooker, M.I.H."
7759,herbaria,Myrtaceae,NA,Jair Eustáquio Quintino Farias Júnior,"Farias Junior, J.E.Q."
7760,herbaria,Myrtaceae,NA,Marla Ibrahim Uehbe de Oliveira,"Ibrahim, M."
7761,herbaria,Myrtaceae,NA,Mariana de O. Bünger,"Bunger, M.O."
7762,herbaria,Myrtaceae,NA,Duane F. Lima,"Lima, D.F."
7763,herbaria,Myrtaceae?,NA,,"Lima, L."
7764,herbaria,Myrtaceae,NA,Eve Lucas,"Lucas, E."
7765,herbaria,Myrtaceae,NA,Eimear Nic Lughadha,"Nic Lughadha, E."
7766,herbaria,Myrtaceae?,NA,,"O'Leary, M.C."
7767,herbaria,Myrtaceae,NA,M. Peron,"Peron, M."
7768,herbaria,Myrtaceae,NA,Mariza Barion Romagnolo,"Romagnolo, M.B."
7769,herbaria,Myrtaceae,NA,Matheus Fortes Santos,"Santos, M.F."
7770,herbaria,Myrtaceae?,NA,,"Silveira, N."
7771,herbaria,Myrtaceae,Eucalyptus,A. V. Slee,"Slee, A.V."
7772,herbaria,Myrtaceae?,NA,,"Souza, M.A.D."
7773,herbaria,Myrtaceae,NA,Aline Stadnik,"Stadnik, A."
7774,herbaria,Nothofagaceae?,NA,,"Redmond, D."
7775,herbaria,Nyctaginaceae?,NA,,"Costa, D.S."
7776,herbaria,Nyctaginaceae,NA,Cyl Farney Catarino de Sá,"Farney, C."
7777,herbaria,Nyctaginaceae,NA,Cyl Farney Catarino de Sá,"Cyl, F.C.S."
7778,herbaria,Nyctaginaceae,NA,Antônio Furlan,"Furlan, A."
7779,herbaria,Nyctaginaceae,NA,Antônio Furlan,Furlan
7780,huh,Floristics/Generalist (all families),NA,Raulino Reitz,"Reitz, P."
7781,herbaria,Floristics/Generalist (all families),NA,Elson Felipe Sandoli Rossetto,"Rossetto, E.F.S."
7782,herbaria,Nyctaginaceae,NA,Francisco Silva de Souza,"Souza, F.S."
7783,herbaria,Nyctaginaceae?,NA,Lubbert Ybele Theodoor Westra,"Westra, L.Y.T."
7784,herbaria,Ochnaceae?,NA,,"Bissiengou, P."
7785,herbaria,Ochnaceae?,NA,,"Silva, F.O."
7786,herbaria,Ochnaceae?,NA,,"Whitefoord, C."
7787,herbaria,Olacaceae,NA,Gerdt Guenther Hatschbach,"Hatschbach, G.G."
7788,herbaria,Oleaceae?,NA,,E. Cedillo P.
7789,herbaria,Oleaceae?,NA,,"Jeonghui, L."
7790,herbaria,Onagraceae,Ludwigia,SILVIANE COCCO PESAMOSCA,"Cocco, S.P."
7791,herbaria,Onagraceae,Ludwigia,SILVIANE COCCO PESAMOSCA,"Pesamosca, S.C."
7792,herbaria,Onagraceae?,NA,,"Farias, D.M."
7793,herbaria,Onagraceae,NA,Thennilapuram Parasuraman Ramamoorthy,"Ramamoorthy, T.P."
7794,herbaria,Onagraceae,Ludwigia,NELMA XAVIER MARQUES DE SOUSA,"Sousa, N.X.M."
7795,herbaria,Olacaceae,NA,Paul Hiepko,"Hiepko, P."
7796,herbaria,Menispermaceae,NA,Paul Hiepko,"Hiepko, P."
7797,herbaria,Opiliaceae,NA,Ronaldo Marquete,"Marquete, R."
7798,herbaria,Floristics/Generalist (all families),NA,Billie Lee Turner,B.L. Turner
7799,herbaria,Papaveraceae?,NA,,Calderon
7800,herbaria,Passifloraceae,NA,Linda K. Escobar,"Escobar, L.K."
7801,herbaria,Passifloraceae,NA,Ellsworth Paine Killip,"Killip, E.P."
7802,herbaria,Passifloraceae,NA,John Mochrie MacDougal,"Macdougal, J.M."
7803,herbaria,Pentaphylacaceae,NA,Bruce Monroe Bartholomew,"Bartholomew, B.M."
7804,herbaria,Pentaphylacaceae,NA,Clarence E. Kobuski,"Kobuski, C.E."
7805,herbaria,Pentaphylacaceae,NA,Anna Lisa Weitzman,"Weitzman, A.L."
7806,herbaria,Peraceae,NA,Marccus Vinícius Alves,"Alves, M.V."
7807,herbaria,Peraceae,NA,Narciso Costa Bigio,"Bigio, N.C."
7808,herbaria,Peraceae,NA,Inês Cordeiro,"Cordeiro, I."
7809,herbaria,Peraceae,NA,Michael J. Huft,"Huft, M.J."
7810,herbaria,Peraceae,NA,Wim Punt,"Punt, W."
7811,herbaria,Peraceae,NA,Ricardo S. Secco,"Secco, R.S."
7812,herbaria,Peraceae?,NA,,"Souza, A."
7813,herbaria,Peraceae,NA,Grady Linder Webster,"Webster, G.L."
7814,herbaria,Phyllanthaceae,NA,Inês Cordeiro,"Cordeiro, I."
7815,herbaria,Phyllanthaceae?,NA,,"Franco, P."
7816,herbaria,Phyllanthaceae,NA,W. John Hayden,"Hayden, W.J."
7817,herbaria,Picrodendraceae,NA,W. John Hayden,"Hayden, W.J."
7818,herbaria,Phyllanthaceae,NA,Petra Hoffmann,"Hoffmann, P."
7819,herbaria,Phyllanthaceae,NA,Michael J. Huft,"Huft, M.J."
7820,herbaria,Phyllanthaceae,NA,Erika Ramos Martins,"Martins, E.R."
7821,herbaria,Phyllanthaceae,NA,José Carmelo Murillo-Aldan,"Murillo-Aldan, J.C."
7822,herbaria,Phyllanthaceae,NA,José Carmelo Murillo-Aldan,"Murillo-A, J."
7823,herbaria,Phyllanthaceae?,NA,,P. Franco R.
7824,herbaria,Phyllanthaceae,NA,Wim Punt,"Punt, W."
7825,herbaria,Phyllanthaceae,NA,Ricardo S. Secco,"Secco, R.S."
7826,herbaria,Phyllanthaceae,NA,Grady Linder Webster,"Webster, G.L."
7827,herbaria,Phytolaccaceae,NA,Gerdt Guenther Hatschbach,"Hatschbach, G.G."
7828,herbaria,Phytolaccaceae?,NA,,"Nowicke, J.W."
7829,herbaria,Phytolaccaceae?,NA,,"Rohwer, J."
7830,herbaria,Picramniaceae,NA,Jose Rubens Pirani,"Pirani, J.R."
7831,herbaria,Picramniaceae,NA,Jose Rubens Pirani,"Pirani, J."
7832,herbaria,Pinaceae,NA,Patricia Delgado,"Delgado, P."
7833,herbaria,Pinaceae,NA,Enrique Guízar Nolazco,E. Guizar N.
7834,herbaria,Pinaceae,NA,Enrique Guízar Nolazco,"Nolazco, E.G."
7835,herbaria,Pinaceae,NA,Jorge A. Pérez-de la Rosa,J.A. Perez Rosa
7836,herbaria,Pinaceae,NA,Jorge A. Pérez-de la Rosa,"Rosa, J.A.P.L."
7837,herbaria,Pinaceae,NA,Jorge A. Pérez-de la Rosa,"Rosa, P.L."
7838,herbaria,Piperaceae?,NA,,"Amorim, P.R.F."
7839,herbaria,Piperaceae?,NA,,"Ara, G.R."
7840,herbaria,Piperaceae,NA,Micheline Carvalho-Silva,"Carvalho-Silva, M."
7841,herbaria,Piperaceae,NA,Gabriel Dalla Colletta,"Colletta, G.D."
7842,herbaria,Piperaceae,NA,Daniele Monteiro,"Monteiro, D."
7843,herbaria,Piperaceae,NA,George Azevedo de Queiroz,"Queiroz, G.A."
7844,herbaria,Piperaceae?,NA,,"Ruiz, A."
7845,herbaria,Floristics/Generalist (all families),NA,Julian Alfred Steyermark,"Steyermark, J.A."
7846,herbaria,Pittosporaceae?,NA,,"Coveny, R.G."
7847,herbaria,Poaceae,NA,Fabrício Moreira Ferreira,"Ferreira, F.M."
7848,herbaria,Poaceae?,NA,,"Gibertoni, T.B."
7849,herbaria,Poaceae?,NA,,"Jung, M."
7850,herbaria,Poaceae?,NA,,"Lin, W."
7851,herbaria,Poaceae,NA,Mabel A. Lizarazu,"Lizarazu, M.A."
7852,herbaria,Poaceae?,NA,,"Lliully, A."
7853,herbaria,Poaceae,NA,Marene Machado Marchi,"Marchi, M.M."
7854,herbaria,Poaceae,NA,Aline Costa da Mota,"Mota, A.C."
7855,herbaria,Poaceae?,NA,,"Project, P.R."
7856,herbaria,Poaceae?,NA,,"Schmidt, R."
7857,herbaria,Poaceae,Bambusoideae,Regina Tomoko Shirasuna,"Shirasuna, R.T."
7858,herbaria,Poaceae?,NA,,"Sykes, W.R."
7859,herbaria,Poaceae?,NA,,"Ucheol, L."
7860,herbaria,Poaceae,NA,Ronaldo Vinícius-Silva,"Vinicius-Silva, R."
7861,herbaria,Wood anotomist,Podocarpaceae?,Gregório C.T. Ceccantini,"Ceccantini, G.C.T."
7862,herbaria,Podocarpaceae,NA,Aljos Farjon,"Farjon, A."
7863,herbaria,Podocarpaceae?,NA,,Jorge H. Torres R.
7864,herbaria,Podocarpaceae,NA,David John de Laubenfels,"Laubenfels, D.J."
7865,herbaria,Podocarpaceae,NA,"Merello, M.","Merello, M."
7866,herbaria,Podocarpaceae,NA,Dennis W. Stevenson,"Stevenson, D.W."
7867,herbaria,Polygalaceae,NA,J. Richard Abbott,"Abbott, J.R."
7868,herbaria,Polygalaceae,NA,J. Richard Abbott,"Abbott, J."
7869,herbaria,Polygalaceae,NA,Alina Freire Fierro,"Fierro, A.F."
7870,herbaria,Polygalaceae,NA,Alina Freire Fierro,Freire
7871,herbaria,Polygalaceae?,NA,,"Jacobs-Brouwer, A."
7872,herbaria,Polygalaceae,NA,E.B. Miranda,"Miranda, E.B."
7873,herbaria,Polygalaceae,NA,Michelle Christine de Almeida Mota,"Mota, M."
7874,herbaria,Polygalaceae,NA,Michelle Christine de Almeida Mota,"Mota, M.C.A."
7875,herbaria,Polygonaceae,NA,John Brandbyge,"Brandbyge, J."
7876,herbaria,Polygonaceae,NA,Efigênia de Melo,"Melo Franca, E."
7877,herbaria,Polygonaceae,NA,Cecília Maria Rizzini,"Rizzini, C.M."
7878,herbaria,Polygonaceae,NA,Adriana Sanchez,"Sanchez, A."
7879,herbaria,Polypodiaceae,NA,Alexander Fco. Rojas - Alvarado,"Rojas, A."
7880,herbaria,Polypodiaceae,NA,Alexander Fco. Rojas - Alvarado,"Rojas-Alvarado, A.F."
7881,herbaria,Primulaceae,NA,Luis Carlos Bernacci,"Bernacci, L.C."
7882,herbaria,Primulaceae,NA,Cyrus Longworth Lundell,"Lundell, C.L."
7883,herbaria,Primulaceae?,NA,,"Maruyama, A."
7884,herbaria,Primulaceae,NA,John James Pipoly,"Pipoly, J.J."
7885,herbaria,Primulaceae,NA,John James Pipoly,"John James Pipoly, III"
7886,herbaria,Primulaceae,NA,Jon M. Ricketson,"Ricketson, J.M."
7887,herbaria,Primulaceae,NA,Bertil Stahl,"Stahl, B."
7888,herbaria,Proteaceae?,NA,,"Avila, F."
7889,herbaria,Proteaceae?,NA,,"Fernandes, C.M."
7890,herbaria,Proteaceae,NA,Rogerio Lupo,"Lupo, R."
7891,herbaria,Proteaceae,NA,Jose Rubens Pirani,"Pirani, J.R."
7892,herbaria,Proteaceae,NA,Jose Rubens Pirani,"Pirani, J."
7893,herbaria,Proteaceae,NA,Vanessa Plana,"Plana, V."
7894,herbaria,Pteridaceae?,NA,,"Huaylla, H."
7895,herbaria,Putranjivaceae,NA,Geoffrey A. Levin,"Levin, G.A."
7896,herbaria,Quiinaceae,NA,Julio Valentin Schneider,"J. Schneider, "
7897,herbaria,Quiinaceae,NA,João Murça Pires,"Pires, J.M."
7898,herbaria,Rhamnaceae,NA,Leonor Cusato,"Cusato, L.I."
7899,herbaria,Rhamnaceae,NA,Leonor Cusato,"Cusato, L."
7900,herbaria,Rhamnaceae,NA,Rita Baltazar Lima,"Lima, R."
7901,herbaria,Rhamnaceae,NA,Rita Baltazar Lima,"Lima, R.B."
7902,herbaria,Rhamnaceae,NA,Rafael Fernandez Nava,"Nava, R.F."
7903,herbaria,Rhamnaceae,NA,Amy Pool,"Pool, A."
7904,herbaria,Rhamnaceae,NA,Amy Pool,Pool
7905,herbaria,Rhamnaceae,NA,Rafael Fernandez Nava,R. Fernandez N.
7906,herbaria,Floristics/Generalist (all families),NA,Ana Odete Santos Vieira,"Vieira, A.O.S."
7907,herbaria,Rosaceae,NA,Jorge Andrés Perez-Zabala,J.A. Perez Z.
7908,herbaria,Rosaceae,NA,Catarina Y. Kiyama,"Kiyama, C.Y."
7909,herbaria,Rosaceae,NA,Katya Romoleroux,"Romoleroux, K."
7910,herbaria,Rosaceae,NA,David E. Symon,"Symon, D.E."
7911,herbaria,Floristics/Generalist (all families),NA,T.E. Boza Espinoza,T.E. Boza E.
7912,herbaria,Floristics/Generalist (all families),NA,T.E. Boza Espinoza,"Espinoza, T.E.B."
7913,herbaria,Rubiaceae,NA,Lennart Andersson,"Andersson, L."
7914,herbaria,Rubiaceae,NA,Elisete Araujo da Anunciação,"Anunciacao, E.A."
7915,herbaria,Rubiaceae,NA,Mario Gomes,"Gomes, M."
7916,herbaria,Rubiaceae,NA,Humberto Mendoza,"Mendoza, H."
7917,herbaria,Rubiaceae,NA,Maria do Socorro Pereira,"Pereira, M.S."
7918,herbaria,Rubiaceae?,NA,,"Santamaria, D."
7919,herbaria,Rubiaceae,NA,Julian Alfred Steyermark,"Steyermark, J.A."
7920,herbaria,Asteraceae,NA,Julian Alfred Steyermark,"Steyermark, J.A."
7921,herbaria,Rubiaceae,NA,Daniela Cristina Zappi,"Zappi, D.C."
7922,herbaria,Rutaceae,Zanthoxylum,Carlos Reynel,"Reynel, C."
7923,herbaria,Rutaceae,NA,Rodolphe Edouard Spichiger,"Spichiger, R."
7924,herbaria,Sabiaceae,NA,Xavier Cornejo,"Cornejo, X."
7925,herbaria,Sabiaceae,NA,Eliana Ramos,"Ramos, E."
7926,herbaria,Salicaceae,NA,FRANCISCO ÁLVARO ALMEIDA NEPOMUCENO,"Nepomuceno, F.A.A."
7927,herbaria,Salicaceae,NA,Amy Pool,"Pool, A."
7928,herbaria,Salicaceae,NA,Amy Pool,Pool
7929,herbaria,Salicaceae?,NA,,"Ramos, E."
7930,herbaria,Salicaceae,NA,Hermann Otto Sleumer,"Sleumer, H.O."
7931,herbaria,Santalaceae,NA,Carmen Ulloa Ulloa,"Ulloa, C.U."
7932,herbaria,Sapindaceae?,NA,,"Barker, W.R."
7933,herbaria,Sapindaceae?,NA,,"Chagas, E.C.O."
7934,herbaria,Sapindaceae?,NA,,"Herbst, D.R."
7935,herbaria,Sapindaceae?,NA,,"Jeanes, J.A."
7936,herbaria,Floristics/Generalist (all families),NA,Terence Dale Pennington,"Pennington, T.D."
7937,herbaria,Sapindaceae,NA,Luiz de Aquino Pereira,"Pereira, L.A."
7938,herbaria,Sapindaceae,NA,R. Laurie Robbins ,"Robbins, R.L."
7939,herbaria,Floristics/Generalist (all families),NA,Warren Lambert Wagner,"Wagner, W.L."
7940,herbaria,Sapotaceae,NA,Cláudia Elena Carneiro,"Carneiro, C.E."
7941,herbaria,Floristics/Generalist (all families),NA,Leslie Cayola Pérez,"Cayola, L."
7942,herbaria,Floristics/Generalist (all families),NA,Leslie Cayola Pérez,"Perez, L.C."
7943,herbaria,Sapotaceae,NA,Luis Cláudio Fabris,"Fabris, L.C."
7944,herbaria,Floristics/Generalist (all families),NA,Guillermo Ibarra-Manríquez,G. Ibarra M.
7945,herbaria,Sapotaceae,NA,Terence Dale Pennington,Pennington
7946,herbaria,Floristics/Generalist (all families),NA,João Murça Pires,"Pires, J.M."
7947,herbaria,Saxifragaceae,Escallonia (Escalloniaceae),Maria Salete Marchioretto,"Marchioretto, M.S."
7948,herbaria,Scrophulariaceae,Buddleja,Guilherme Peres Coelho,"Coelho, G.P."
7949,herbaria,Scrophulariaceae?,NA,,"Duno, R."
7950,herbaria,Scrophulariaceae,NA,Carlos Durán Espinosa,"Duran-Espinosa, C."
