order,source,family,family.obs,full.name1,tdwg.name
2198,huh,Poaceae,NA,Stephen J. Darbyshire,"Darbyshire, S.J."
2199,huh,Poaceae,NA,Gerrit Davidse,"Davidse, G."
2200,huh,Poaceae,NA,Patricia D. Davila Aranda,"Aranda, P.D.D."
2201,huh,Poaceae,NA,Patricia D. Davila Aranda,"Davila-Aranda, P.D."
2202,huh,Poaceae,NA,Osvaldo Del Puerto,"Puerto, O.D."
2203,huh,Poaceae,NA,Silvia Suyai Denham,"Denham, S.S."
2204,huh,Poaceae,NA,Gheorghe C. Dihoru,"Dihoru, G.C."
2205,huh,Poaceae,NA,Soejatmi Dransfield,"Dransfield, S."
2206,huh,Poaceae,NA,Vasilii Petrovich Drobow,"Drobow, V.P."
2207,huh,Poaceae,NA,Vasilii Petrovich Drobow,"Drobov, V.P."
2208,huh,Poaceae,NA,Jorge Dubcovsky,"Dubcovsky, J."
2209,huh,Poaceae,NA,Martina Duevel,"Duevel, M."
2210,huh,Poaceae,NA,Martina Duevel,"Duvel, M."
2211,huh,Poaceae,NA,Hans Albrecht Duwensee,"Duwensee, H.A."
2212,huh,Poaceae,NA,Evangelina A. Sanchez,"Sanchez, E.A."
2213,huh,Rubiaceae,NA,Edward E. Terrell,"Terrell, E.E."
2214,huh,Poaceae,"bamboos, especially Aulonemia",Emmet J. Judziewicz,"Judziewicz, E.J."
2215,huh,Poaceae,NA,Esezah K. Z. Kakudidi,"Kakudidi, E.K.Z."
2216,huh,Poaceae,NA,E. van den Heuvel,"Heuvel, E.V.D."
2217,huh,Poaceae,NA,E. van den Heuvel,"Heuvel, E."
2218,huh,Poaceae,NA,E. van den Heuvel,Eheuvel
2219,huh,Poaceae,NA,Edward Yataro Hosaka,"Hosaka, E.Y."
2220,huh,Poaceae,NA,Maxim Konradovich Elias,"Elias, M.K."
2221,huh,Poaceae,NA,Elisa Gernaela Juana Raquel Nicora,"Nicora, E.G.J.R."
2222,huh,Poaceae,NA,Elisa Gernaela Juana Raquel Nicora,"Nicora, E.G."
2223,huh,Poaceae,NA,James R. Estes,"Estes, J.R."
2224,huh,Poaceae,NA,Floyd Alonzo McClure,"Mcclure, F.A."
2225,huh,Poaceae,NA,Fidel Antonio Roig,"Roig, F.A."
2226,huh,Poaceae,NA,Franz Julius Ferdinand Meyen,"Meyen, F.J.F."
2227,huh,Poaceae,NA,Fernando Omar Zuloaga,"Zuloaga, F.O."
2228,huh,Poaceae,NA,Francis Ramaley,"Ramaley, F."
2229,huh,Poaceae,NA,Felix P. Rojas,"Rojas, F.P."
2230,huh,Poaceae,NA,Felix P. Rojas,"Felix, R.P."
2231,huh,Poaceae,NA,Frank Walton Gould,"Gould, F.W."
2232,huh,Poaceae,NA,Wen-Zhe Fang,"Fang, W."
2233,huh,Poaceae,NA,Tarciso Sousa Filgueiras,"Filgueiras, T.S."
2234,huh,Poaceae,NA,Robert W. Freckmann,"Freckmann, R.W."
2235,huh,Poaceae,NA,Signe Frederiksen,"Frederiksen, S."
2236,huh,Chenopodiaceae,NA,Helmut Freitag,"Freitag, H."
2237,huh,Poaceae,NA,G. G. Potdar,"Potdar, G.G."
2238,huh,Poaceae,NA,Gabriel Hugo Rua,"Rua, G.H."
2239,huh,Poaceae,NA,Guang-han Ye,"Guang-Han, Y."
2240,huh,Apiaceae,NA,Karl Gunnar Henning Weimarck,"Weimarck, K.G.H."
2241,huh,Poaceae,NA,Guo-ying Sheng,"Sheng, G."
2242,huh,Poaceae,NA,Guo-ying Sheng,"Sheng, G.Y."
2243,huh,Poaceae,NA,Maricela Gomez-Sanchez,"Gomez-Sanchez, M."
2244,huh,Poaceae,NA,Manuel Gonzalez-Ledesma,"Gonzalez-Ledesma, M."
2245,huh,Poaceae,NA,Hugo F. Gutierrez,"Gutierrez, H.F."
2246,huh,Poaceae,NA,Rafael Guzman Mejía,"Mejia, R.G."
2247,huh,Capparaceae,NA,Hugh Hellmut Iltis,"Iltis, H.H."
2248,huh,Poaceae,NA,Hsi (Xi)-Ling Yang,"Yang, H."
2249,huh,Poaceae,NA,Hilda Maria Longhi-Wagner,"Longhi-Wagner, H.M."
2250,huh,Poaceae,NA,Hui-Ru Zhao,"Zhao, H."
2251,huh,Poaceae,NA,Hsian Shiu Kung,"Kung, H.S."
2252,huh,Poaceae,NA,Hsian Shiu Kung,"Kung, H."
2253,huh,Poaceae,NA,Hildemar Wolfgang Scholz,"Scholz, H.W."
2254,huh,Poaceae,NA,W. Hartley,"Hartley, W."
2255,huh,Poaceae,NA,Stephan LaVor Hatch,"Hatch, S.L."
2256,huh,Poaceae,NA,Penelope S. Hoge,"Hoge, P.S."
2257,huh,Poaceae,NA,Victoria C. Hollowell,"Hollowell, V.C."
2258,huh,Poaceae,NA,Zhi-hao Hu,"Zhi-Hao, H."
2259,huh,Poaceae,NA,Yi-Li Keng,"Keng, Y."
2260,huh,Poaceae,NA,Yi-Li Keng,"Keng, I.L."
2261,huh,Poaceae,NA,I. Tsuboi,"Tsuboi, I."
2262,huh,Poaceae,NA,J. A. Lopez,"Lopez, J.A."
2263,huh,Poaceae,NA,John Bitting Smith Norton,"Norton, J.B.S."
2264,huh,Poaceae,NA,Joseph Davenport Snowden,"Snowden, J.D."
2265,huh,Poaceae,NA,Jose Francisco Pensiero,"Pensiero, J.F."
2266,huh,Poaceae,NA,Jan Frederik Veldkamp,"Veldkamp, J.F."
2267,huh,Poaceae,NA,Juan Javier Ortíz,"Ortiz, J.J."
2268,huh,Poaceae,NA,Johann Karl (Carl) August (Friedrich Wilhelm) Müller,"Muller, J.K.A.W."
2269,huh,Poaceae,NA,Johann Karl (Carl) August (Friedrich Wilhelm) Müller,"Muller, J.C.A.W."
2270,huh,Poaceae,NA,Jun-Liang Yang,"Yang, J."
2271,huh,Poaceae,NA,James McDonald Rominger,"Rominger, J.M."
2272,huh,Poaceae,NA,J. Narayanaswami,"Narayanaswami, J."
2273,huh,Poaceae,NA,James Payne Smith,"Smith, J.P."
2274,huh,Poaceae,NA,James Payne Smith,"Smith Junior, J.P."
2275,huh,Poaceae,NA,Jack Reiser Maze,"Maze, J.R."
2276,huh,Poaceae,NA,Jason Richard Swallen,"Swallen, J.R."
2277,huh,Poaceae,NA,Jürgen Schultze-Motel,"Schultze-Motel, J."
2278,huh,Poaceae,NA,Jesus Valdes-Reyna,"Valdes-Reyna, J."
2279,huh,Poaceae,NA,Joyce Winifred Vickery,"Vickery, J.W."
2280,huh,Poaceae,NA,Kurumthottical Cherian Jacob,"Jacob, K.C."
2281,huh,Poaceae,NA,Surrey Wilfrid Laurance Jacobs,"Jacobs, S.W.L."
2282,huh,Poaceae,NA,Yue-xing Jin,"Jin, Y."
2283,huh,Poaceae,NA,Joseph K. Wipff,"Wipff, J.K."
2284,huh,Poaceae,NA,Karen Elizabeth Wills,"Wills, K.E."
2285,huh,Liliaceae,NA,Shoichi Kawano,"Kawano, S."
2286,huh,Poaceae,NA,Pai-Chieh Keng,"Keng, P."
2287,huh,Poaceae,NA,Timothy John Killeen,"Killeen, T.J."
2288,huh,Poaceae,NA,Mikio Kobayashi,"Kobayashi, M."
2289,huh,Poaceae,NA,Stephen D. Koch,"Koch, S.D."
2290,huh,Poaceae,NA,Peter Daniel François Kok,"Kok, P.D.F."
2291,huh,Poaceae,NA,Pung (Pen) Chao Kuo,"Kuo, P.C."
2292,huh,Poaceae,NA,Liang Liu,"Liu, L."
2293,huh,Poaceae,NA,(=Simon?) Laegaard,"Laegaard, S."
2294,huh,Poaceae,NA,Maria N. Lomonosova,"Lomonosova, M.N."
2295,huh,Poaceae,NA,Ximena Londono,"Londono, X."
2296,huh,Poaceae,NA,Ximena Londono,"Londono, X.P."
2297,huh,Poaceae,NA,Maria A. Negritto,"Negritto, M.A."
2298,huh,Poaceae,NA,María Amelia Torres,"Torres, M.A."
2299,huh,Poaceae,NA,Madhavan Mohanan,"Mohanan, M."
2300,huh,Poaceae,NA,Maria Pawlus,"Pawlus, M."
2301,huh,Poaceae,NA,Michael Ristow,"Ristow, M."
2302,huh,Poaceae,NA,Michael Thomas Stieber,"Stieber, M.T."
2303,huh,Poaceae,NA,Yong-kui Ma,"Yong-Kui, M."
2304,huh,Scrophulariaceae,NA,Sarah Youngberg Mathews,"Mathews, S.Y."
2305,huh,Poaceae,NA,Oscar R. Matthei,"Matthei, O.R."
2306,huh,Poaceae,NA,Michael T. Steiber,"Steiber, M.T."
2307,huh,Poaceae,NA,Michiel Wilhelmus Seerp Joannes Maria van Slageren,"Slageren, M.W.S.J.M.V."
2308,huh,Poaceae,NA,Millot,Millot
2309,huh,Poaceae,NA,Philippe Morat,"Morat, P."
2310,huh,Poaceae,NA,Osvaldo Morrone,"Morrone, O."
2311,huh,Poaceae,NA,Nancy Refulio Rodriguez,"Rodriguez, N.R."
2312,huh,Poaceae,NA,N. S. Probatova,"Probatova, N.S."
2313,huh,Poaceae,NA,V. J. Nair,"Nair, V.J."
2314,huh,Poaceae,NA,Nikolai Vasiljevich Tsitsin,"Tsitsin, N.V."
2315,huh,Poaceae,NA,Nikolai Vasiljevich Tsitsin,"Zizin, N.V."
2316,huh,Poaceae,NA,Paul M. Peterson,"Peterson, P.M."
2317,huh,Poaceae,NA,Paul Weatherwax,"Weatherwax, P."
2318,huh,Poaceae,NA,Patricio Penailillo B.,"Patricio, P.B."
2319,huh,Poaceae,NA,Patricio Penailillo B.,"Penailillo B., P."
2320,huh,Poaceae,NA,Richard Walter Pohl,"Pohl, R.W."
2321,huh,Poaceae,NA,Robert D. Webster,"Webster, R.D."
2322,huh,Poaceae,NA,Werner Rauh,"Rauh, W."
2323,huh,Poaceae,NA,Werner Rauh,"Rauh, W.H.H."
2324,huh,Poaceae,NA,Stephen Andrew Renvoize,"Renvoize, S.A."
2325,huh,Poaceae,NA,Ronald Jay Tyrl,"Tyrl, R.J."
2326,huh,Poaceae,NA,Sulma (Zulma) E. Rugolo de Agrasar,"Agrasar, S.E.R."
2327,huh,Poaceae,NA,Sulma (Zulma) E. Rugolo de Agrasar,"Agrasar, Z.E.R."
2328,huh,Poaceae,NA,Shi-Li Zhong,"Zhong, S."
2329,huh,Poaceae,NA,Song Wang,"Wang, S."
2330,huh,Poaceae,NA,Shu-Xian Zhang,"Zhang, S."
2331,huh,Poaceae,NA,Tatiana Sendulsky,"Sendulsky, T."
2332,huh,Poaceae,NA,Zhen-lan Wu,"Zhen-Lan, W."
2333,huh,Poaceae,NA,Zhen-lan Wu,"Shen-Lan, W."
2334,huh,Poaceae,NA,William Arents Silveus,"Silveus, W.A."
2335,huh,Poaceae,NA,Thomas Robert Soderstrom,"Soderstrom, T.R."
2336,huh,Poaceae,NA,Y. H. Sun,"Sun, Y.H."
2337,huh,Poaceae,NA,Ti-de Zhuang,"Zhuang, T."
2338,huh,Poaceae,NA,Tong-Pei Yi,"Tong-Pei, Y."
2339,huh,Poaceae,NA,Xi-lin(g) Yang,"Yang, X."
2340,huh,Poaceae,NA,Ya-ling Yang,"Yang, Y."
2341,huh,Polemoniaceae,NA,Alva George Day,"Day, A.G."
2342,huh,Polemoniaceae,NA,Alva George Day,"Grant, A.D."
2343,huh,Polemoniaceae,NA,L. Alan Prather,"Prather, L.A."
2344,huh,Polemoniaceae,NA,L. Alan Prather,"Prather, A."
2345,huh,Polemoniaceae,NA,Robyn Elizabeth Battaglia,"Battaglia, R.E."
2346,huh,Polemoniaceae,NA,Thomas Theodore Craig,"Craig, T.T."
2347,huh,Polemoniaceae,NA,Dieter H. Wilken,"Wilken, D.H."
2348,huh,Polemoniaceae,NA,Edgar Theodore Wherry,"Wherry, E.T."
2349,huh,Polemoniaceae,NA,Reggie A. Fletcher,"Fletcher, R.A."
2350,huh,Polemoniaceae,NA,H. Keith Harrison,"Harrison, H.K."
2351,huh,Polemoniaceae,NA,H. Keith Harrison,"Harrison, K."
2352,huh,Polemoniaceae,NA,James H. Locklear,"Locklear, J.H."
2353,huh,Polemoniaceae,NA,James Mark Porter,"Porter, J.M."
2354,huh,Polemoniaceae,Gilieae,Leigh A. Johnson,"Johnson, L.A."
2355,huh,Polemoniaceae,NA,Robert L. Johnson,"Johnson, R.L."
2356,huh,Polemoniaceae,NA,Robert Patterson,"Patterson, R."
2357,huh,Polemoniaceae,NA,Terri L. Weese,"Weese, T.L."
2358,huh,Polygalaceae,NA,Bente Eriksen,"Eriksen, B."
2359,huh,Polygalaceae,NA,Colin Alistair Pendry,"Pendry, C.A."
2360,huh,Gardeniaceae,NA,Claes Persson,"Persson, C."
2361,huh,Gardeniaceae,NA,Claes Persson,"Persson, C.H."
2362,huh,Polygalaceae,NA,Jorge Americo Rodrigues de Paiva,"Paiva, J.A.R."
2363,huh,Polygalaceae,NA,Jorge Americo Rodrigues de Paiva,"Paiva, J.A.R.S."
2364,huh,Polygalaceae,NA,Maria do Carmo Mendes Marques,"Marques, M.C.M."
2364,huh,Polygalaceae,NA,Maria do Carmo Mendes Marques,"Marques, M.D.C.M."
2365,huh,Polygalaceae,NA,Maria do Carmo Mendes Marques,"Mendes, M.C."
2365,huh,Polygalaceae,NA,Maria do Carmo Mendes Marques,"Mendes, M.D.C."
2366,huh,Salicaceae,NA,Ruud van der Meijden,"Meijden, R.V.D."
2367,huh,Salicaceae,NA,Ruud van der Meijden,"Meijden, R."
2368,huh,Aristolochiaceae,NA,Rosa Rankin,"Rankin, R."
2369,huh,Polygonaceae,NA,A. E. Borodina,"Borodina, A.E."
2370,huh,Polygonaceae,NA,An-Jen Li,"An-Jen, L."
2371,huh,Polygonaceae,NA,An-Jen Li,"An-Jen li, L.A."
2372,huh,Polygonaceae,NA,Albert Newton Steward,"Steward, A.N."
2373,huh,Polygonaceae,NA,Bo-Jian Bao,"Bao, B."
2374,huh,Polygonaceae,NA,Chong-wook Park,"Park, C."
2375,huh,Polygonaceae,NA,Jerrold Coolidge,"Coolidge, J."
2376,huh,Rosaceae,NA,Gerrit Stohr,"Stohr, G."
2377,huh,Polygonaceae,NA,Harold R. Hinds,"Hinds, H.R."
2378,huh,Polygonaceae,NA,Suk-Pyo Hong,"Hong, S."
2379,huh,Polygonaceae,NA,James Christopher Myers,"Myers, J.C."
2380,huh,Polygonaceae,NA,James Lauritz Reveal,"Reveal, J.L."
2381,huh,Polygonaceae,NA,Karl Heinz Rechinger,"Rechinger, K.H."
2382,huh,Zygophyllaceae,NA,Mei-hua Zhao,"Zhao, M."
2383,huh,Polygonaceae,NA,Ren-Xian Meng,"Meng, R."
2384,huh,Polygonaceae,NA,Richard S. Mitchell,"Mitchell, R.S."
2385,huh,Polygonaceae,NA,Yin-bin Peng,"Peng, Y."
2386,huh,Polygonaceae,NA,R. J. Staniforth,"Staniforth, R.J."
2387,huh,Polygonaceae,NA,Tanja M. Schuster,"Schuster, T.M."
2388,huh,Polypodiaceae,NA,You-Xing Ling,"Ling, Y."
2389,huh,Fissidentaceae,NA,Jessica Eleanor Beever,"Beever, J.E."
2390,huh,Pottiaceae,NA,Christina M. Casado,"Casado, C.M."
2391,huh,Primulaceae,NA,Alarich Alban Herwig Ludwig Kress,"Kress, A.A.H.L."
2392,huh,Primulaceae,NA,Vincent J. Coffey,"Coffey, V.J."
2393,huh,Scrophulariaceae,NA,Tom Smith Cooperrider,"Cooperrider, T.S."
2394,huh,Primulaceae,NA,Rong-Fu Huang,"Huang, R."
2395,huh,Primulaceae,NA,Sylvia Kelso,"Kelso, S."
2396,huh,Juncaceae,NA,N. K. Kovtonyuk,"Kovtonyuk, N.K."
2397,huh,Juncaceae,NA,N. K. Kovtonyuk,"Kovtonjuk, N.K."
2398,huh,Monimiaceae,NA,William Raymond Philipson,"Philipson, W.R."
2399,huh,Proteaceae,NA,Sylvester Mudenda Chisumpa,"Chisumpa, S.M."
2400,huh,Proteaceae,NA,Donald Bruce Foreman,"Foreman, D.B."
2401,huh,Proteaceae,NA,K. S. Edwards,"Edwards, K.S."
2402,huh,Proteaceae,NA,Hua-shing Kiu,"Kiu, H."
2403,huh,Proteaceae,NA,Hua-shing Kiu,"Qiu hua-Xing, H.K."
2404,huh,Proteaceae,Leucadendron,Ion James Muirhead Williams,"Williams, I.J.M."
2405,huh,Proteaceae,NA,John Patrick Rourke,"Rourke, J.P."
2406,huh,Proteaceae,NA,Lizeth Swart,"Swart, L."
2407,huh,Quiinaceae,NA,Julio Valentin Schneider,"Schneider, J.V."
2408,huh,Resedaceae,NA,Moustafa Sayed-Ahmed Abdallah,"Abdallah, M.S."
2409,huh,Rhamnaceae,NA,Bimalansu Safui,"Safui, B."
2410,huh,Rhamnaceae,NA,Carsten Schirarend,"Schirarend, C."
2411,huh,Rhamnaceae,NA,Hua-ge Ye,"Hua-Ge, Y."
2412,huh,Rhamnaceae,NA,Henricus Johannes Maria Sipman,"Sipman, H.J.M."
2413,huh,Rhamnaceae,NA,J. E. Richardson,"Richardson, J.E."
2414,huh,Rhamnaceae,NA,Jürgen Kellermann,"Kellermann, J."
2415,huh,Rhamnaceae,NA,M. N. Olabi,"Olabi, M.N."
2416,huh,Rhamnaceae,NA,Neville Grant Walsh,"Walsh, N.G."
2417,huh,Rhamnaceae,NA,Roberto D. Tortosa,"Tortosa, R.D."
2418,huh,Rhizophoraceae,NA,Antonio Estevan (Esteves) Gonçalves,"Goncalves, A.E."
2419,huh,Rhizophoraceae,NA,J. J. Floret,"Floret, J.J."
2420,huh,Rhizophoraceae,NA,Wan-Cheung Ko,"Wan-Cheung, K."
2421,huh,Rhizophoraceae,NA,Leopold Madani,"Madani, L."
2422,huh,Rosaceae,NA,Arthur M. Phillips,"Phillips, A.M."
2423,huh,Rosaceae,NA,Arthur M. Phillips,"Phillips, A.M., III"
2424,huh,Rosaceae,NA,A. Pyak,"Pyak, A."
2425,huh,Vitaceae,NA,András Terpó,"Terpo, A."
2426,huh,Rosaceae,NA,Juan José Aldasoro,"Aldasoro, J.J."
2427,huh,Rosaceae,NA,Anna C. Fellingham,"Fellingham, A.C."
2428,huh,Rosaceae,NA,Antonio Guillen,"Guillen, A."
2429,huh,Rosaceae,NA,Barry C. Johnston,"Johnston, B.C."
2430,huh,Bignoniaceae,NA,Attila Borhidi,"Borhidi, A."
2431,huh,Oleaceae,NA,Attila Borhidi,"Borhidi, A."
2432,huh,Rosaceae,NA,Isabel L. Basualdo,"Basualdo, I.L."
2433,huh,Rosaceae,NA,Chauncey Delos Beadle,"Beadle, C.D."
2434,huh,Rosaceae,NA,Chrétian Géofroy Nestler,"Nestler, C.G."
2435,huh,Rosaceae,NA,Carl Joseph Schröter,"Schroter, C.J."
2436,huh,Rosaceae,NA,Cornelis Kalkman,"Kalkman, C."
2437,huh,Rosaceae,NA,Chao-luan(g) Li,"Chao-Luan(g), L."
2438,huh,Rosaceae,NA,Chao-luan(g) Li,"Chaoluan, L."
2439,huh,Rosaceae,NA,Charles Sprague Sargent,"Sargent, C.S."
2440,huh,Restionaceae,NA,Karl Sigismund Kunth,"Kunth, K.S."
2441,huh,Restionaceae,NA,Karl Sigismund Kunth,"Sigismund, C."
2442,huh,Arecaceae,NA,Alfredo Cascante,"Cascante, A."
2443,huh,Rosaceae,NA,Kenneth Andrew Dvorsky,"Dvorsky, K.A."
2444,huh,Rosaceae,NA,Ellen Ann Willmott,"Willmott, E.A."
2445,huh,Rosaceae,NA,Ernest Jesse Palmer,"Palmer, E.J."
2446,huh,Rosaceae,NA,Stefan Ericsson,"Ericsson, S."
2447,huh,Rosaceae,NA,Franz Joseph Spribille,"Spribille, F.J."
2448,huh,Apiaceae,NA,Nikolaj M. Fedoronczuk,"Fedoronczuk, N.M."
2449,huh,Rosaceae,NA,Karl Evert Flinck,"Flinck, K.E."
2450,huh,Rosaceae,NA,Sigurd E. Frohner,"Frohner, S.E."
2451,huh,Rosaceae,NA,Jeanette Fryer,"Fryer, J."
2452,huh,Rosaceae,NA,Gopinath Panigrahi,"Panigrahi, G."
2453,huh,Crassulaceae,NA,Hideaki Ohba,"Ohba, H."
2454,huh,Rosaceae,NA,James Bird Phipps,"Phipps, J.B."
2455,huh,Rosaceae,NA,Jenny E. E. Smedmark,"Smedmark, J.E.E."
2456,huh,Rosaceae,NA,Jules Francois Lerch,"Lerch, J.F."
2457,huh,Rosaceae,NA,Jirí Soják,"Sojak, J."
2458,huh,Rosaceae,NA,Jerzy Zielinski,"Zielinski, J."
2459,huh,Rosaceae,NA,Jean-Paul Theurillat,"Theurillat, J."
2460,huh,Rosaceae,NA,Jorge Andrés Perez-Zabala,"Perez-Zabala, J.A."
2461,huh,Rosaceae,NA,Maboubeh Khatamsaz,"Khatamsaz, M."
2462,huh,Rosaceae,NA,L. S. Krassovskaja,"Krassovskaja, L.S."
2463,huh,Rosaceae,NA,Ling-ti (Di) Lu,"Ling-Ti, L."
2464,huh,Rosaceae,Prunus,N. N. Luneva,"Luneva, N.N."
2465,huh,Rosaceae,NA,S. Muqarrab Shah,"Shah, S.M."
2466,huh,Rosaceae,NA,S. Muqarrab Shah,"Shah, M."
2467,huh,Rosaceae,NA,Roger Maskew,"Maskew, R."
2468,huh,Rosaceae,NA,Willibald Maurer,"Maurer, W."
2469,huh,Rosaceae,NA,R. K. Murton,"Murton, R.K."
2470,huh,Rosaceae,NA,Naohiro Naruhashi,"Naruhashi, N."
2471,huh,Rosaceae,NA,Shou-Chuan Nie,"Nie, S."
2472,huh,Rosaceae,NA,Qing-Li Wang,"Wang, Q."
2473,huh,Rosaceae,NA,Te-tsun Yü,"Te-Tsun, Y."
2474,huh,Rosaceae,NA,Te-tsun Yü,"Tse-Tsun, Y."
2475,huh,Rubiaceae,Spermacoceae,Andrea A. Cabaña Fader,"Fader, A.A.C."
2476,huh,Rubiaceae,Spermacoceae,Andrea A. Cabaña Fader,"Cabana Fader, A.A."
2477,huh,Rubiaceae,NA,Alexandre Antonelli,"Antonelli, A."
2478,huh,Rubiaceae,NA,Arnaud Mouly,"Mouly, A."
2479,huh,Rubiaceae,NA,Frederic Achille,"Achille, F."
2480,huh,Rubiaceae,NA,Annette Aiello,"Aiello, A."
2481,huh,Rubiaceae,NA,Barbro Axelius,"Axelius, B."
2482,huh,Rubiaceae,NA,Reza Azmi,"Azmi, R."
2483,huh,Rubiaceae,NA,Birgitta Bremer,"Bremer, B."
2484,huh,Rubiaceae,NA,Bijay Krishna,"Krishna, B."
2485,huh,Rubiaceae,NA,Maria Backlund,"Backlund, M."
2486,huh,Rubiaceae,NA,Diane M. Bridson,"Bridson, D.M."
2487,huh,Rubiaceae,NA,Colin Ernest Ridsdale,"Ridsdale, C.E."
2488,huh,Rubiaceae,NA,Chih-Hua Tsou,"Tsou, C."
2489,huh,Arecaceae,NA,Rodrigo Bernal-Gonzalez,"Bernal-Gonzalez, R."
2490,huh,Arecaceae,NA,Rodrigo Bernal-Gonzalez,"Bernal, R."
2491,huh,Rubiaceae,NA,Christian Puff,"Puff, C."
2492,huh,Rubiaceae,NA,Camilla Rose Huxley,"Huxley, C.R."
2493,huh,Rubiaceae,NA,Clement W. Hamilton,"Hamilton, C.W."
2494,huh,Rubiaceae,NA,Tao Chen,"Chen, T."
2495,huh,Rubiaceae,NA,Tao Chen,"Chen, C.T."
2496,huh,Rubiaceae,NA,Guillaume Chomicki,"Chomicki, G."
2497,huh,Rubiaceae,NA,John Richard Clarkson,"Clarkson, J.R."
2498,huh,Rubiaceae,NA,Rocio del Pilar Cortés-Ballen,"Cortes-Ballen, R.D.P."
2499,huh,Rubiaceae,NA,Rocio del Pilar Cortés-Ballen,"Cortes-Ballen, R."
2500,huh,Rubiaceae,NA,David A. Halford,"Halford, D.A."
2501,huh,Liliaceae,NA,Debendra Bijoy Deb,"Deb, D.B."
2502,huh,Rubiaceae,NA,Steven P. Darwin,"Darwin, S.P."
2503,huh,Rubiaceae,NA,Sally E. Dawson,"Dawson, S.E."
2504,huh,Rubiaceae,NA,Petra De Block,"Block, P."
2505,huh,Rubiaceae,NA,Lauramay Tinsley Dempster,"Dempster, L.T."
2506,huh,Rubiaceae,NA,Lauramay Tinsley Dempster,"Tinsley, L."
2507,huh,Rubiaceae,NA,Steven Dessein,"Dessein, S."
2508,huh,Rubiaceae,NA,Steven Dussein,"Dussein, S."
2509,huh,Rubiaceae,NA,John Duncan Dwyer,"Dwyer, J.D."
2510,huh,Rubiaceae,NA,Elmar Robbrecht,"Robbrecht, E."
2511,huh,Rubiaceae,NA,Francisco G. Lorea-Hernández,"Lorea-Hernandez, F.G."
2512,huh,Rubiaceae,NA,Mayra Fernandez Zequeira,"Zequeira, M.F."
2513,huh,Podostemaceae,NA,Nobuyuki Fukuoka,"Fukuoka, N."
2514,huh,Rubiaceae,NA,G. T. Jane,"Jane, G.T."
2515,huh,Rubiaceae,NA,Osia G. Gideon,"Gideon, O.G."
2516,huh,Rubiaceae,NA,Inge Groeninckx,"Groeninckx, I."
2517,huh,Rubiaceae,NA,Herbert Fuller Wernham,"Wernham, H.F."
2518,huh,Rubiaceae,NA,M. Victoria (Sister) Hayden,"Hayden, M.V."
2519,huh,Rubiaceae,NA,J. Lahiri,"Lahiri, J."
2520,huh,Rubiaceae,NA,Jean-François Manen,"Manen, J."
2521,huh,Rubiaceae,NA,Sigrid Luiza Jung-Mendaçolli,"Jung-Mendacolli, S.L."
2522,huh,Rubiaceae,NA,Khoon Meng Wong,"Wong, K.M."
2523,huh,Rubiaceae,NA,Laila Mabel Miguel,"Miguel, L.M."
2524,huh,Rubiaceae,NA,Yee Wen Low,"Low, Y.W."
2525,huh,Rubiaceae,NA,Yee Wen Low,"Wen, L.Y."
2526,huh,Rubiaceae,NA,Stephen D. Manning,"Manning, S.D."
2527,huh,Rubiaceae,NA,Molly Nepokroeff,"Nepokroeff, M."
2528,huh,Rubiaceae,NA,Tri Mulyaningsih,"Mulyaningsih, T."
2529,huh,Rubiaceae,NA,Nicolas Osorio,"Osorio, N."
2530,huh,Rubiaceae,NA,Niklas Wikström,"Wikstrom, N."
2531,huh,Rubiaceae,NA,Suman Neupane,"Neupane, S."
2532,huh,Rubiaceae,NA,Tran Ninh,"Ninh, T."
2533,huh,Rubiaceae,NA,Roberto Manuel Salas,"Salas, R.M."
2534,huh,Rubiaceae,NA,Seymour Hans Sohmer,"Sohmer, S.H."
2535,huh,Rutaceae,NA,Byron Wilson Pereira de Albuquerque,"Albuquerque, B.W.P."
2536,huh,Rutaceae,NA,Byron Wilson Pereira de Albuquerque,"Albuquerque, B."
2537,huh,Rutaceae,NA,C. J. Joseph,"Joseph, C.J."
2538,huh,Rutaceae,NA,Chung-ming Tan,"Tan, C."
2539,huh,Rutaceae,NA,Marco F. Duretto,"Duretto, M.F."
2540,huh,Rutaceae,NA,Jacquelyn Ann Kallunki,"Kallunki, J.A."
2541,huh,Rutaceae,NA,Quírico Jimenez Madrigal,"Madrigal, Q.J."
2542,huh,Rutaceae,NA,Quírico Jimenez Madrigal,"Jimenez, Q."
2543,huh,Rutaceae,NA,Julia Playford,"Playford, J."
2544,huh,Rutaceae,NA,Ladislau Araújo Skorupa,"Skorupa, L.A."
2545,huh,Rutaceae,NA,Peter Geoffrey Neish,"Neish, P.G."
2546,huh,Sabiaceae,NA,S. C. Majumdar,"Majumdar, S.C."
2547,huh,Sabiaceae,NA,Th. P. M. van de Water,"Water, T.P.M.V."
2548,huh,Sabiaceae,NA,Th. P. M. van de Water,"Water, T.P.M."
2549,huh,Salicaceae,NA,Arika Kimura,"Kimura, A."
2550,huh,Salicaceae,NA,Nils Johan Andersson,"Andersson, N.J."
2551,huh,Salicaceae,NA,George William Argus,"Argus, G.W."
2552,huh,Salicaceae,NA,Paloma Blanco,"Blanco, P."
2553,huh,Salicaceae,NA,Steven John Brunsfeld,"Brunsfeld, S.J."
2554,huh,Salicaceae,NA,Cheng-Fu Fang,"Fang, C."
