"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","yearIdentified","monthIdentified","dayIdentified","locality","class","order","continentOcean","occurrenceRemarks","relatedCatalogItem","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","individualCount","relationshipType","fieldNumber","typeStatus"
"266","2020-11-04 11:00:30-03","ESALQ","ESA","49706","PreservedSpecimen","Plantae","Magnoliophyta","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Gondim Jr., M.G.C.","Gondim Jr., M.G.C.","23.0","1998","04","18","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727","17990","ESA049706","ESA049706_1 ESA049706_2 ESA049706_3","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2020-11-04 11:00:30-03","ESALQ","ESA","29172","PreservedSpecimen","Plantae","Magnoliophyta","Arecaceae","Euterpe","edulis","Euterpe edulis",NA,NA,"Ivanauskas, N.M.","767.0","1996","04","25","Brasil","São Paulo","Pariquera-Açu","-47.8800010681152","-24.7099990844727","17990","ESA029172",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2020-11-04 11:00:30-03","ESALQ","ESA","15246","PreservedSpecimen","Plantae","Magnoliophyta","Arecaceae","Euterpe","edulis","Euterpe edulis",NA,NA,"Barreto, K.D. et al.","865.0","1993","07","12","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545","44778","ESA015246",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2020-11-04 10:54:42-03","ESALQ","ESA","137120","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Colletta, G. D","2299.0","2015","11","10","Brasil","São Paulo","Gália","-49.5499992370605","-22.2900009155273","23314","ESA137120",NA,"auto",NA,NA,NA,"Estação Ecológica de Caetetus, trilha do Lago",NA,NA,NA,"5m, (estéril)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2020-11-04 11:00:30-03","ESALQ","ESA","51543","PreservedSpecimen","Plantae","Magnoliophyta","Arecaceae","Euterpe","edulis","Euterpe edulis",NA,"Borges, A.","Borges, A. et al.",NA,"2005","04","03","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818","37574","ESA051543","ESA051543","auto",NA,NA,NA,"Ilha do Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2020-11-04 10:54:42-03","ESALQ","ESA","139084","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Colletta, G.D","2602.0","2016","03","29","Brasil","SP","Cananéia","-47.9199981689453","-25.0100002288818","37574","ESA139084",NA,"auto",NA,NA,NA,"Ilha do Cardoso",NA,NA,NA,"3m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2020-11-04 11:00:30-03","ESALQ","ESA","119696","PreservedSpecimen","Plantae","Magnoliophyta","Arecaceae","Euterpe","edulis","Euterpe edulis",NA,"Baungartner, L.C.S.","Hertwig, A.M.V.","118.0","2007","08","26","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818","37574","ESA119696","ESA119696","auto","2007","11","10","Ilha do Cardoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2020-11-04 11:00:30-03","ESALQ","ESA","109385","PreservedSpecimen","Plantae","Magnoliophyta","Arecaceae","Euterpe","edulis","Euterpe edulis",NA,NA,"Souza, V.C.","29027.0",NA,NA,NA,"Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818","37574","ESA109385","ESA109385_1 ESA109385_2 ESA109385_3 ESA109385_4","auto",NA,NA,NA,"Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2020-11-04 10:54:42-03","ESALQ","ESA","137200","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Colletta, G. D","2379.0","2015","11","18","Brasil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334","27904","ESA137200",NA,"auto",NA,NA,NA,"Parque Estadual de Carlos Botelho, trilha interna Km 42",NA,NA,NA,"Estipe, 2m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2020-11-04 11:00:30-03","ESALQ","ESA","83749","PreservedSpecimen","Plantae","Magnoliophyta","Arecaceae","Euterpe","edulis","Euterpe edulis",NA,"Souza, V.C.","Souza, V.C. ; Paula-Souza, J.","29027.0","2003","02","25","Brasil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818","37574","ESA083749",NA,"auto","2003","01","01","Parque Estadual Ilha do Cardoso. Floresta de Restinga. Área do Projeto Parcelas Permanentes",NA,NA,NA,"Palmeira de ca. 7m alt., frutos imaturos verdes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2015-07-02 14:03:33-03","JBP","HPL","11956","S","Plantae",NA,"Palmae","Euterpe","edulis","Euterpe edulis",NA,"H. Lorenzi","H. Lorenzi, K. Soares, T.B. Flores, D.Folli et al.","6833","2010","02","09","Brasil","ES","Linhares","-40.0722","-19.3911","48094",NA,NA,"auto","2010","02","09","Reserva Vale.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2019-11-21 14:31:02-03","UFJF","CESJ","18513","PreservedSpecimen","Plantae","Angiosperma","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"L. Krieger","CESJ18513",NA,NA,NA,"?",NA,NA,NA,NA,NA,"CESJ018513",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fruto: Drupa ou trima, simples, carnoso, indeiscente, monospérmico. Nome vulgar: Açaí, Juçara. Material exclusivo da carpoteca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2020-07-02 18:51:26-03","UFJF","CESJ","34470 A","PreservedSpecimen","Plantae","Angiosperma","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","M.O.D. Pivari","L.F.A. Fazza; R.M. Castro; R.C. Forzza; V.R. Almeida","04","2001","08","31","Brasil","Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373","11991","CESJ34470A","CESJ34470A CESJ34470A_1 CESJ34470A_2 CESJ34470A_3 CESJ34470A_4","auto","2002","04",NA,"Reserva Biológica da Represa do Grama",NA,NA,"América do Sul","Planta com ca. 4m, folhas com ca. 2,40m de comp. e ca. 1,90m de largura de um folíolo ao outro na região mediana. 83 folíolos em cada folha. Face adaxial da ráquis ferrgínea. Ráquis da inflorescência creme e flores creme. Na capoeira, em área alagada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2019-11-21 14:31:02-03","UFJF","CESJ","33362 A","PreservedSpecimen","Plantae","Angiosperma","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","M.O.D. Pivari","L.F.A. Fazza; R.M. Castro; R.C. Forzza; V.R. Almeida; L.S. Fernandes; M.C.M. Garcia","03","2001","05","27","Brasil","Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373","11991","CESJ33362A","CESJ33362A CESJ33362A_1 CESJ33362A_2 CESJ33362A_3","auto","2002","04",NA,"Reserva Biológica da Represa do Grama",NA,NA,"América do Sul","Planata com ca. 13m de altura; folhas de 3m com 71 folíolos, discolores; raquíola creme com frutos verdes; borda da mata, à beira do curso d'água. Exsicatas somente com base da folha.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2020-12-04 13:18:55-03","UDESC","LUSC","3903","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Reis, A.","Correia, J.",NA,"2008","09","27","Brasil","Santa Catarina","Corupá","-49.2430992126465","-26.4253005981445","23917","LUSC000421","LUSC000421","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2020-12-04 13:18:55-03","UDESC","LUSC","2157","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Reis, A.","Correia, J.",NA,"2008","09","27","Brasil","Santa Catarina","Corupá","-49.2430992126465","-26.4253005981445","23917","LUSC000455","LUSC000455","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2020-12-04 13:18:55-03","UDESC","LUSC","76","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Mesquita, S.B.","Mesquita, S.B.",NA,"2006","07","29","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335","27000","LUSC000424","LUSC000424","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2020-09-25 10:57:40-03","UFPE","UFP-CARPOTECA","404","S","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Souza, JAN","s.n.",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Floresta Atlântica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2020-11-24 11:27:52-03","UESC","UESC","25290","S","Plantae","Angiospermae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","L.A.M. Silva","Thyane Viana da Cruz","5","2019","09","13","Brasil","Bahia","Porto Seguro","-39.0475","-16.367778",NA,"UESC0025290",NA,NA,"2020","10",NA,NA,"Monocotyledoneae","Florideophycidae",NA,"Estipe solitário com mais de 7 m de altura, Circunferência: 17cm.",NA,"39W2'51''","16S22'4''","118","118",NA,NA,NA,NA,NA
"285","2019-08-15 09:04:25-03","UESC","UESC","6234","S","Plantae","Angiospermae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart",NA,"L.A.Mattos Silva","4398","2001","07","25","Brasil","Bahia","Camamu","-39.151667","-14.024444",NA,"UESC0006234",NA,NA,NA,NA,NA,NA,"Monocotyledoneae","Florideophycidae",NA,"Mata Atlântica.; Cerca de 5 m de altura.; Frequente. Uso econômico : palmito.",NA,"39W9'6''","14S1'28''",NA,NA,NA,NA,NA,NA,NA
"286","2019-08-15 09:04:25-03","UESC","UESC","6422","S","Plantae","Angiospermae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart",NA,"L.C. do B. Costa,","230","2001","05","28","Brasil","Bahia","Ilhéus","-39.0494003295898","-14.7889003753662","61245","UESC0006422",NA,"auto",NA,NA,NA,NA,"Monocotyledoneae","Florideophycidae",NA,"Árvore, com aproximadamente 2,0 m de altura.; Planta de uso artesanal e alimentício coletada para o projeto Parque Municipal da Boa Esperança.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2019-08-15 09:04:25-03","UESC","UESC","6613","S","Plantae","Angiospermae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Lucyana Coni","9","2001","08","17","Brasil","Bahia","Uruçuca","-39.2844009399414","-14.5930995941162","33791","UESC0006613",NA,"auto",NA,NA,NA,"Serra Grande","Monocotyledoneae","Florideophycidae",NA,"Restinga. Mata primária.; Palmeira amaeaçada de extinção, com uma altura aproximada de 6 m.; Coleta de frutos e sementes para o projeto de Mestrado em Desenvolvimento Regional e Meio Ambiente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2019-08-15 09:04:25-03","UESC","UESC","14402","S","Plantae","Angiospermae","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"L.A.Mattos Silva","5134","2010","03","09","Brasil","Bahia","Uruçuca","-39.034167","-14.333333",NA,"UESC0014402",NA,NA,NA,NA,NA,NA,"Monocotyledoneae","Florideophycidae",NA,"Mata Higrófila Sul Baiana; Cerca de 6-7m x 10cm (nova).; Uso: alimentar:palmito e frutos. Espécie em extinção, porém é frequente na área. UNICATA",NA,"39W2'3''","14S20'0''","60","500",NA,NA,NA,NA,NA
"289","2019-10-02 15:05:57-03","UFMG","BHCB","48037","PreservedSpecimen","Plantae","Monocotyledon","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Lombardi, JA; Morais, PO","3066","1999","07","05","Brasil","Minas Gerais","Belo Horizonte","-43.966667","-19.866667",NA,"BHCB050241","BHCB050241 BHCB050241_1",NA,NA,NA,NA,"Campus da UFMG",NA,NA,"Southern America","Frutos na carpoteca; Inerme, bainha tubular, verde, ráque ca. 1,75m, inflorescência ca. 90 cm, base da inflorescência verde, frutos maduros roxos.; Plantas da arborização do campus da UFMG.",NA,"-43.966667","-19.866667",NA,NA,NA,NA,NA,NA,NA
"290","2019-10-02 15:05:57-03","UFMG","BHCB","75580","PreservedSpecimen","Plantae","Monocotyledon","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Mota, RC da; Viana, PL","1692","2002","11","09","Brasil","Minas Gerais","Conceição do Mato Dentro","-43.574528","-19.103417",NA,"BHCB050243","BHCB050243 BHCB050243_1 BHCB050243_2",NA,NA,NA,NA,"Parque Natural Municipal do Ribeirão do Campo.",NA,NA,"Southern America","Árvore; frutos imaturos.; Planta coletada em mata ciliar",NA,"-43.574528","-19.103417",NA,NA,NA,NA,NA,NA,NA
"291","2019-10-02 15:05:57-03","UFMG","BHCB","23591","PreservedSpecimen","Plantae","Monocotyledon","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Spósito, TC","s.n.","1991","10","20","Brasil","Minas Gerais","Marliéria","-42.7322006225586","-19.7122001647949","28215","BHCB050240","BHCB050240 BHCB050240_1 BHCB050240_2 BHCB050240_3","auto",NA,NA,NA,"Parque Estadual do Rio Doce",NA,NA,"Southern America","Nome vulgar: palmito; Hábito arbóreo; Floresta Atlântica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2019-10-02 15:05:57-03","UFMG","BHCB","23591","PreservedSpecimen","Plantae","Monocotyledon","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Spósito, TC","s.n.","1991","10","20","Brasil","Minas Gerais","Marliéria","-42.7322006225586","-19.7122001647949","28215",NA,NA,"auto",NA,NA,NA,"Parque Estadual do Rio Doce",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2019-10-02 15:05:57-03","UFMG","BHCB","25699","PreservedSpecimen","Plantae","Monocotyledon","Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Tameirão Neto, E","1536","1994","10","27","Brasil","Minas Gerais","Perdizes","-47.2928009033203","-19.3528003692627","45889","BHCB044391","BHCB044391 BHCB044391_1 BHCB044391_2","auto","1995",NA,NA,NA,NA,NA,"Southern America","Hábito arbóreo. Nome vulgar: palmito.; Mata de Alaor, local úmido; área de inundação; unidade de conservação do Galheiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2009-04-08 03:32:00-03","MO","MOBOT","286401","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","W.J. Hahn (MO)","William J. Hahn","Hahn 2045","1984","2","12","Paraguay","Alto Paraná",NA,"-54.58333","-25.5",NA,NA,NA,NA,NA,NA,NA,"Centro Forestal Alto Paraná. Disturbed semi-evergreen forest. Tabebuia, Cedrela dominants. Soil red clay.",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"10",NA,"84-5",NA
"295","2012-11-30 07:28:00-02","MO","MOBOT","100225845","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Auguste F.M. Glaziou","Glaziou 22251","1895","9","1","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Entre Rio dos Pedros et Rio Jatobá.",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"296","2012-12-07 11:24:00-02","MO","MOBOT","100549487","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","A. Gentry (MO)","Auguste F.M. Glaziou","Glaziou 14369",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In Brasilia.",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"297","2012-12-07 11:26:00-02","MO","MOBOT","100549489","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","P. Dusen","Per Dusén","Dusén s.n.",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In regione basali montis. Serra do Mar.",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"298","2012-12-07 11:28:00-02","MO","MOBOT","100549490","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Auguste F.M. Glaziou","Glaziou 15561","1884","11","12","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Between Marianna and Antonio Pereira.",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"299","2012-12-07 11:30:00-02","MO","MOBOT","100549493","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","W.J. Hahn","Itaipú Binacional","Binacional 951","1981","11","23","Paraguay","Alto Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Limoy.",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"300","2012-12-07 12:00:00-02","MO","MOBOT","100549521","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Fátima Mereles","Mereles H. 3670","1989","12","20","Paraguay","Alto Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reserva Limo Y.",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"301","2019-02-19 04:30:00-03","MO","MOBOT","100549523","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"C.F.P. Martius","Martius s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"302","2012-12-07 12:04:00-02","MO","MOBOT","100549524","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Anonymous","Anonymous 612416",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"303","2012-12-07 12:13:00-02","MO","MOBOT","100549527","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Larry R. Noblick|H.S. Brito","Noblick 4776","1989","1","31","Brazil","Bahia","Teixeira de Freitas","-39.7","-17.4833333",NA,NA,NA,NA,NA,NA,NA,"Ca. 5 km SE of the city in an area of preservation on the property of Bahia Sul Cellulose.",NA,NA,"South America",NA,NA,NA,NA,"50.00000000","100.00000000",NA,"1",NA,NA,NA
"304","2013-01-30 15:54:00-02","MO","MOBOT","100549537","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","A. Schinini","Ricardo O. Vanni|E. Ortíz|Aurelio Schinini","Vanni 3189","1993","12","3","Argentina","Misiones","Iguazú","-54.4038889","-25.7",NA,NA,NA,NA,NA,NA,NA,"P.N.I., 48 km E de Pto. Iguazú, ruta 101.",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"305","2015-08-22 05:41:00-03","MO","MOBOT","100549546","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Timothy C. Plowman|Paul E. Berry|R.C. Wingfield","Plowman 13367","1984","3","28","Venezuela","Falcón","Petit","-69.6833333","11.1916666",NA,NA,NA,NA,NA,NA,NA,"Sierra de San Luis. Paraguariba, 3 km east-northeast of Cerro Galicia, 2-3 km northwest of town of Curimagua.",NA,NA,"South America",NA,NA,NA,NA,"1200.00000000","1400.00000000",NA,"1",NA,NA,NA
"306","2016-11-15 05:15:00-02","MO","MOBOT","2190275","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Antonio C. Krapovickas|et al.","Krapovickas 18363","1971","2","17","Argentina","Misiones","Iguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Iguazú",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"307","2012-12-07 12:41:00-02","MO","MOBOT","2293507","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"L.A. Mroginski|et al.","Mroginski 359","1972","1","12","Argentina","Misiones","Iguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parque Nacional Iguazú, Ruta 101",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"308","2009-07-21 23:34:00-03","MO","MOBOT","2456924","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Per Dusén","Dusén 17349","1915","11","23","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jacerehy",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2009-10-25 08:46:00-02","MO","MOBOT","2492691","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"L.C. Stutz","Stutz de Ortega 963",NA,NA,NA,"Paraguay","Alto Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Centre forestier du Haut Parana, 12 km a l'ouest de Ciudad del Este",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2012-04-20 05:09:00-03","MO","MOBOT","2492704","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Schinini, A., //","Aurelio Schinini|Guillermo Caballero M.","Schinini Cacace 30237","1995","10","13","Paraguay","Alto Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ciudad del Este. En implante natural",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2012-12-07 12:45:00-02","MO","MOBOT","288791","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"A. Custodio Filho|Alwyn H. Gentry","Custodio Filho 4580","1987","2","4","Brazil","São Paulo",NA,"-46","-23.5833333",NA,NA,NA,NA,NA,NA,NA,"Boraceia, between Moji das Cruzes and Biritiba-Mirim, crest of Serra do Mar. Transect 4",NA,NA,"South America",NA,NA,NA,NA,"800.00000000",NA,NA,"1",NA,"87-5",NA
"312","2014-04-17 19:22:00-03","MO","MOBOT","884075","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","W. Hahn (NY)","Elsa M. Zardini|Leongino Guerrero","Zardini 39966","1994","7","21","Paraguay","Alto Paraná",NA,"-54.6","-25.65",NA,NA,NA,NA,NA,NA,NA,"Monumento Científico Moisés Bertoni (Río Paraná). Tall forest.",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"4",NA,"920",NA
"313","2014-04-17 19:21:00-03","MO","MOBOT","884582","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","W. Hahn (NY)","Elsa M. Zardini|Alberto Florentín","Zardini 40076","1994","7","22","Paraguay","Alto Paraná",NA,"-54.6","-25.6333333",NA,NA,NA,NA,NA,NA,NA,"Estancia Bertoni (Río Paraná). Gallery forest.",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"4",NA,"923",NA
"314","2019-12-19 11:17:11-03","UFG","UFG","23549","S","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.","Noblick, L.R.","Walter, B.M.T.; Rocha, D.; Bianchetti, L.; Silva, G.P.; Silva, R.; Santos, H.G.P. & Cordovil, S.","1044","1991","12","12","Brasil","Goiás","Colinas do Sul","-48.3","-13.833333",NA,NA,NA,NA,"1992","06","15","Abaixo da linha de transmissão que liga Niquelândia a Serra da Mesa. Entrada a 2km da entrada sul/canteiro. Mata de galeria (segmento 1 da bacia de inundação). Solo areno-argiloso com forte camada de serrapilheira. Relevo acidentado. Bacia de inundaç",NA,NA,NA,"Palmeira de 15m de altura, folhas adultas, frutos maduros roxos quase negros (atropurpúreos), flores femininas secas, masculinas ausentes. Ocasional.",NA,"-48.3","-13.833333","360","360",NA,NA,NA,NA,NA
"315","2019-12-19 11:17:11-03","UFG","UFG","23907","S","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Walter, B.M.T.; Pereira, J.B.; Amaral, A.A. & Cordovil, S.P.","3403","1996","08","19","Brasil","Goiás","Minaçu","-48.283333","-13.716667",NA,NA,NA,NA,"1996","08","19","Estrada Minaçu-Serra da Mesa, aproximadamente 20 km de Minaçu à direita. Mata de galeria inundável. Solo hidromórfico, encharcado, grossa camada de serrapilheira. Relevo plano no local. Área de influência da UHE Serra da Mesa.",NA,NA,NA,"Palmeira de 16m de altura, folhas com 2,5 a 3,5m de comprimento, 60 pares de folíolos, bainhas com até 2m, cachos dos frutos mais ou menos 1m, abaixo das folhas, frutos imaturos verdes. Frequente.",NA,"-48.283333","-13.716667","1000","1000",NA,NA,NA,NA,NA
"316","2020-09-25 10:41:17-03","UFPE","UFP","77339","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Nusbaumer, L; Ammann, M","4073","2014","05","19","Brasil","Alagoas","Quebrangulo","-36.730597","-9.412631",NA,"UFP077339",NA,NA,NA,NA,NA,"Reserva Biológica Federal da Pedra Talhada",NA,"Arecales",NA,NA,NA,"-36.730597","-9.412631","690","690",NA,NA,NA,NA,NA
"317","2020-09-25 10:41:17-03","UFPE","UFP","48453","PreservedSpecimen","Plantae",NA,"Arecaceae","Euterpe","edulis","Euterpe edulis","Mart.",NA,"Sousa, JAN; Amorim, BS; Cavalcanti, D; Garcia, JD","535","2009","10","27","Brasil","Pernambuco","Igarassu","-34.997389","-7.840933",NA,"UFP048453",NA,NA,NA,NA,NA,"Usina São José, Mata de Piedade. Mata Atlântica. Habitat interior úmido, sombreado..",NA,"Arecales",NA,"Palmeira de aprox. 7,0m de altura, frutos maduros, cor roxo escuro, frutos esféricos, globosos de 1,2cm de diâmetro; folhas com pecíolos de 40cm de comprimento. Frutos capsulares.; Palmeira de aprox. 7,0m de altura, frutos maduros, cor",NA,"-34.997389","-7.840933","123","123",NA,NA,NA,NA,NA
